time/fps,custom/collision,time/iterations,custom/min_dyn_distance,time/total_timesteps,time/time_elapsed,custom/mean_z_error,custom/mean_form_error,train/loss,train/clip_fraction,train/n_updates,train/learning_rate,train/approx_kl,train/clip_range,train/std,train/entropy_loss,train/explained_variance,train/value_loss,train/policy_gradient_loss
1107,0.0,199,2.2766864001750946,407552,368,0.14418554306030273,4.6142513441349395,37.025794982910156,0.16796875,1980,0.00025,0.018385803,0.2,1.1298431158065796,-30.750593054294587,0.9932509660720825,97.95723195075989,-0.016814737601089293
1107,0.0,200,1.7425009608268738,409600,369,0.0019385993073228747,2.200415451833762,71.21346282958984,0.087841796875,1990,0.00025,0.0111999465,0.2,1.130610466003418,-30.781958985328675,0.9722868800163269,154.71141953468322,-0.01665241972368676
1110,0.0,201,2.766710728406906,411648,370,0.10086889562080614,5.883533966561005,41.90242004394531,0.184033203125,2000,0.00025,0.017857125,0.2,1.1339726448059082,-30.8127148270607,0.9950791597366333,109.62128109931946,-0.020724224791047165
1112,0.0,202,2.437049299478531,413696,371,0.14396648410183843,10.029539181689882,37.324832916259766,0.1615234375,2010,0.00025,0.018829359,0.2,1.135622262954712,-30.858278334140778,0.9890316724777222,95.41857182979584,-0.02215274899499491
1115,0.0,203,2.5951237082481384,415744,372,0.0009765535360202193,4.310795039153272,39.73699188232422,0.234521484375,2020,0.00025,0.023654636,0.2,1.137182593345642,-30.886232447624206,0.9926744103431702,111.94882020950317,-0.020031147976987997
1116,0.0,204,2.0471434891223907,417792,374,0.10156573579297401,2.7699398532245763,34.8297004699707,0.215087890625,2030,0.00025,0.018035896,0.2,1.1375834941864014,-30.905018353462218,0.9970250725746155,83.2609031200409,-0.02524190749390982
1119,0.0,205,2.898011803627014,419840,375,0.15944712460623123,5.498250256308199,32.62241744995117,0.230078125,2040,0.00025,0.020443287,0.2,1.1353975534439087,-30.885529863834382,0.9972326159477234,73.55146911144257,-0.0314045176084619
1120,0.0,206,3.024113655090332,421888,376,0.10877240338595584,5.14437711105715,40.65366744995117,0.20380859375,2050,0.00025,0.015940549,0.2,1.1346921920776367,-30.86412556171417,0.9919720888137817,125.07064299583435,-0.023415296294842847
1123,0.0,207,2.0933656096458435,423936,377,0.19031738711055368,5.033801978928596,43.43943786621094,0.18720703125,2060,0.00025,0.018088952,0.2,1.1340086460113525,-30.85010681152344,0.9966092705726624,117.89062075614929,-0.025082349905278533
1125,0.0,208,1.5504575967788696,425984,378,0.0010163217812078074,1.5241444987219124,76.45890045166016,0.18671875,2070,0.00025,0.019524887,0.2,1.1364734172821045,-30.86123994588852,0.9969163537025452,161.1062075614929,-0.025184486201032995
1128,0.0,209,1.781535565853119,428032,379,0.04821424336114433,4.542443394387957,25.459768295288086,0.12314453125,2080,0.00025,0.01312539,0.2,1.1367841958999634,-30.888391494750977,0.9897525906562805,60.42503534555435,-0.015390079512144439
1129,0.0,210,2.92875799536705,430080,380,0.04785366804571822,6.107693989423043,13.885208129882812,0.12080078125,2090,0.00025,0.011685024,0.2,1.1376723051071167,-30.895637035369873,0.9854397177696228,47.913117337226865,-0.01525176656723488
1131,0.0,211,3.211556613445282,432128,381,0.04755946771183517,5.046999465880763,25.661848068237305,0.0666015625,2100,0.00025,0.009930981,0.2,1.1381142139434814,-30.908488869667053,0.9880694150924683,160.21091629266738,-0.012264633366430643
1134,0.0,212,1.5951164364814758,434176,382,0.02240905203507282,1.9449541615629045,26.078853607177734,0.139599609375,2110,0.00025,0.012837257,0.2,1.1391292810440063,-30.92281209230423,0.98626708984375,226.4242996454239,-0.013571221884922125
1136,0.0,213,1.8440504968166351,436224,383,0.14396952465176582,4.379258002314004,14.929020881652832,0.180029296875,2120,0.00025,0.022577541,0.2,1.1409385204315186,-30.950781750679017,0.9968541860580444,43.520916402339935,-0.0252844968897989
1137,0.0,214,1.856294870376587,438272,385,0.12469512672396377,5.31064437229602,29.778745651245117,0.1125,2130,0.00025,0.013066882,0.2,1.1411383152008057,-30.96543071269989,0.9911518096923828,81.01920301914215,-0.020947352427174337
1139,0.0,215,3.4279182851314545,440320,386,0.1252097528486047,8.876437634762247,6.692127704620361,0.05595703125,2140,0.00025,0.008677834,0.2,1.1415530443191528,-30.971184825897218,0.9811823964118958,69.16959889531135,-0.013230541697703302
1142,0.0,216,1.3470700085163116,442368,387,0.04832998437632341,2.7362952009547996,5.791116237640381,0.05908203125,2150,0.00025,0.008611555,0.2,1.1416919231414795,-30.977082395553587,0.9772392511367798,157.38086214661598,-0.012754187345854007
1144,0.0,217,1.5462940335273743,444416,388,0.09827344863151666,6.97438474920388,13.495869636535645,0.063037109375,2160,0.00025,0.009061237,0.2,1.1422666311264038,-30.981582856178285,0.9739116430282593,75.55369882881641,-0.012440700014121831
