time/fps,custom/collision,time/total_timesteps,custom/min_dyn_distance,time/time_elapsed,custom/mean_form_error,time/iterations,custom/mean_z_error,train/std,train/learning_rate,train/n_updates,train/loss,train/approx_kl,train/explained_variance,train/policy_gradient_loss,train/clip_fraction,train/value_loss,train/clip_range,train/entropy_loss
2154,0.0,34816,2.3811212480068207,16,5.985793119901882,17,0.095346400863491,1.53366219997406,0.00025,7490,9.479880332946777,0.0045371875,0.988207221031189,-0.009167135329334997,0.019140625,103.74783454835415,0.2,-36.851669788360596
2158,0.0,36864,3.9248964190483093,17,6.6100842954332375,18,0.05052762775449082,1.5341436862945557,0.00025,7500,7.71281099319458,0.00731571,0.9897040724754333,-0.011587584947119468,0.039453125,26.439245647192003,0.2,-36.8539216041565
2151,0.0,38912,7.552563667297363,18,11.298292891987328,19,0.19037827773718163,1.5350009202957153,0.00025,7510,11.314339637756348,0.008118333,0.9851297736167908,-0.009126111160730943,0.035986328125,71.8892936050892,0.2,-36.86178243160248
2145,0.0,40960,2.2710437774658203,19,2.1863194652918403,20,0.0013616711075883359,1.5356590747833252,0.00025,7520,4.358563423156738,0.0074422704,0.9786691069602966,-0.009249076971900649,0.0375,84.45397759079933,0.2,-36.87250752449036
2155,0.0,43008,2.1511951982975006,19,4.303359762836262,21,0.09621132761822082,1.5369749069213867,0.00025,7530,12.794049263000488,0.009730334,0.9866344928741455,-0.008989898665458896,0.047509765625,71.94094710946084,0.2,-36.88429741859436
2146,0.0,45056,3.7447511553764343,20,5.578570853137051,22,0.048425085842609406,1.5433053970336914,0.00025,7540,0.3634168207645416,0.02462065,0.9724633097648621,-0.016509663648321293,0.22763671875,9.848761571571231,0.2,-36.9364072561264
2153,0.0,47104,5.305182009935379,21,9.704204634761313,23,0.09673838017624803,1.5442922115325928,0.00025,7550,79.34796905517578,0.015750036,0.9215183854103088,-0.014460777243948541,0.1451171875,203.35894093811513,0.2,-36.982102560997006
2157,0.0,49152,3.027806282043457,22,4.523492318459856,24,0.06653225832269527,1.5446422100067139,0.00025,7560,4.1724348068237305,0.0073261186,0.9845868945121765,-0.008196261973353103,0.0380859375,46.74771065115929,0.2,-36.99079146385193
2162,0.0,51200,7.075199067592621,23,14.07290687309185,25,0.25066705644712783,1.546173334121704,0.00025,7570,2.0279550552368164,0.014891803,0.9890826940536499,-0.012887835313449614,0.10595703125,18.525358636677264,0.2,-37.00357189178467
2155,0.0,53248,3.449983537197113,24,7.190890999398675,26,0.0953539818583522,1.5464532375335693,0.00025,7580,13.186345100402832,0.0075733513,0.9699503183364868,-0.011165828353841788,0.053515625,88.88164969682694,0.2,-37.01574354171753
2143,0.0,55296,2.1050007045269012,25,3.860620835561243,27,0.1406898241257295,1.547385811805725,0.00025,7590,15.598876953125,0.008523787,0.9713506102561951,-0.011641214141855016,0.04814453125,83.25066001415253,0.2,-37.02265050411224
2145,0.0,57344,2.385087698698044,26,3.9849501518962156,28,0.0694561213022098,1.5450515747070312,0.00025,7600,3.43082594871521,0.016883265,0.9738011956214905,-0.025076049496419728,0.1376953125,41.14038372337818,0.2,-37.01969184875488
2161,0.0,59392,4.402816474437714,27,9.242123933206203,29,0.3015299320104532,1.5441710948944092,0.00025,7610,7.229143142700195,0.010269025,0.9793803691864014,-0.016848655702779068,0.0703125,35.17991645634174,0.2,-36.99153082370758
2145,0.0,61440,2.3530136346817017,28,5.496776092329508,30,0.13942253886489198,1.547294020652771,0.00025,7620,1.0329877138137817,0.026818328,0.9639898538589478,-0.010842117562424392,0.219482421875,12.116460049152375,0.2,-37.01359324455261
2148,0.0,63488,3.6001089215278625,29,6.087670657339347,31,0.15427205580635928,1.5479457378387451,0.00025,7630,5.584822654724121,0.014326479,0.9844573736190796,-0.013542066648369655,0.1466796875,37.0952266395092,0.2,-37.03109588623047
2130,0.0,65536,2.874992161989212,30,4.60498593495002,32,0.061362158885458484,1.5480337142944336,0.00025,7640,17.234634399414062,0.009215433,0.9777437448501587,-0.012180455683846958,0.0625,116.4891838312149,0.2,-37.0352854013443
2136,0.0,67584,3.3372659385204315,31,9.264260026634481,33,0.11810086329933256,1.5504424571990967,0.00025,7650,2.160583972930908,0.011011075,0.9515419602394104,-0.010436435148585587,0.088427734375,253.90432271063327,0.2,-37.05130181312561
2134,0.0,69632,2.8896854519844055,32,5.859048705517588,34,0.09910386428236961,1.549919843673706,0.00025,7660,5.552432060241699,0.014747957,0.9756060242652893,-0.015298225937294773,0.10625,25.677656160295008,0.2,-37.06388604640961
2136,0.0,71680,2.525062173604965,33,5.303495427646515,35,0.06523236783687025,1.5504398345947266,0.00025,7670,0.3779858946800232,0.021526203,0.9879845976829529,-0.018218160604010335,0.20546875,14.643646439909935,0.2,-37.06211833953857
2119,0.0,73728,2.5923052430152893,34,3.7443178951473444,36,0.04925130010815337,1.5546501874923706,0.00025,7680,0.9091830253601074,0.033058394,0.9725098609924316,-0.02023726872575935,0.237744140625,22.05721043124795,0.2,-37.08977997303009
2119,0.0,75776,3.5439242273569107,35,7.415723068539284,37,0.18857810198096558,1.5533628463745117,0.00025,7690,1.9428441524505615,0.016640075,0.9924798011779785,-0.017891895104548895,0.17236328125,15.792460583150387,0.2,-37.12049791812897
2118,0.0,77824,3.046359032392502,36,7.514104251843908,38,0.20691359191550873,1.5534515380859375,0.00025,7700,7.604626655578613,0.0065051545,0.9940767884254456,-0.008261570423201192,0.046044921875,63.62956563830376,0.2,-37.10935220718384
2109,0.0,79872,1.4629074037075043,37,2.5458229214862778,39,0.0431409623415675,1.5536820888519287,0.00025,7710,12.275442123413086,0.0067517674,0.9968737363815308,-0.007604085601633415,0.04736328125,19.393690495193006,0.2,-37.11172215938568
2107,0.0,81920,2.0406371653079987,38,3.2124207033589878,40,0.07862918118189555,1.55496084690094,0.00025,7720,33.11519241333008,0.018019278,0.9629392623901367,-0.014903664356097579,0.10888671875,149.0762826293707,0.2,-37.119421648979184
2103,0.0,83968,2.588351219892502,39,5.7685726513035664,41,0.27595795766683295,1.553902268409729,0.00025,7730,0.40364599227905273,0.026776597,0.9969068169593811,-0.02427762527950108,0.24287109375,4.402789518237114,0.2,-37.124070811271665
2111,0.0,86016,3.6890174746513367,40,7.724825111153643,42,0.1518147513270378,1.5541003942489624,0.00025,7740,4.570045471191406,0.009256279,0.9793680310249329,-0.01196462572843302,0.06904296875,40.980836403369906,0.2,-37.11572213172913
2106,0.0,88064,2.490960866212845,41,3.873811411638913,43,0.12730376125546172,1.5555331707000732,0.00025,7750,1.444338083267212,0.014539771,0.9876425862312317,-0.01726166744483635,0.11201171875,21.484364020824433,0.2,-37.12605218887329
2109,0.0,90112,2.1277620792388916,42,2.2987629441271853,44,0.05088525942119304,1.558650016784668,0.00025,7760,0.5817292928695679,0.01194977,0.9941485524177551,-0.01830116866331082,0.13212890625,13.170452991873026,0.2,-37.152684044837955
2108,0.0,92160,2.895649790763855,43,4.582307757694115,45,0.09484167843766045,1.5618141889572144,0.00025,7770,0.6547650098800659,0.022666514,0.9897879958152771,-0.01698228502064012,0.17705078125,13.336619812995195,0.2,-37.19402494430542
2105,0.0,94208,4.029272347688675,44,9.180442920419873,46,0.14174698291753884,1.563997745513916,0.00025,7780,15.41633415222168,0.008761369,0.980152428150177,-0.016083477521897295,0.06708984375,74.73403761386871,0.2,-37.22389991283417
2095,0.0,96256,1.972990334033966,45,4.197255852613789,47,0.09816432296065614,1.5645182132720947,0.00025,7790,6.067940711975098,0.0074876454,0.9874541759490967,-0.009588035644264891,0.049462890625,75.18036559224129,0.2,-37.24422166347504
2075,0.0,98304,2.019543319940567,47,3.4626077011293686,48,0.048716886318288743,1.5686428546905518,0.00025,7800,0.38982492685317993,0.02967928,0.9983148574829102,-0.020751712359196973,0.2697265625,3.531569641456008,0.2,-37.288230419158936
2073,0.0,100352,2.21002259850502,48,5.0949684403242745,49,0.05193629635323305,1.5717623233795166,0.00025,7810,0.25337082147598267,0.05542016,0.9978209733963013,-0.018328294990351424,0.357861328125,3.3178902862593533,0.2,-37.33261923789978
2077,0.0,102400,1.7888831496238708,49,8.198496685784804,50,0.09502915144548751,1.5744658708572388,0.00025,7820,0.16194473206996918,0.020048253,0.9969564080238342,-0.015680953330593182,0.1978515625,4.609172275662422,0.2,-37.34671792984009
2075,0.0,104448,1.6711507886648178,50,3.621407548026835,51,0.11423414945602417,1.5769668817520142,0.00025,7830,0.24309468269348145,0.022264931,0.9906069040298462,-0.01986319106654264,0.1810546875,8.237521349638701,0.2,-37.38754177093506
2076,0.0,106496,3.5605870485305786,51,5.756962047859259,52,0.23647125510615297,1.5805637836456299,0.00025,7840,0.13047578930854797,0.02542809,0.9989684224128723,-0.02368537041475065,0.20947265625,3.2856351064518092,0.2,-37.41917376518249
2075,0.0,108544,2.976298004388809,52,4.370642483001663,53,0.1912356957764132,1.5809500217437744,0.00025,7850,3.8765311241149902,0.007237891,0.991743803024292,-0.012484588372171857,0.050244140625,22.056391090154648,0.2,-37.44706771373749
2072,0.0,110592,2.632950335741043,53,5.684050842029156,54,0.22560557424731087,1.5810085535049438,0.00025,7860,7.191054821014404,0.002416798,0.981384813785553,-0.004300190917274449,0.00888671875,82.9117635667324,0.2,-37.44662392139435
2080,0.0,112640,2.5823625922203064,54,4.594024971662661,55,0.14397905470104888,1.5817806720733643,0.00025,7870,2.805826425552368,0.009548757,0.9829534888267517,-0.012911688009626231,0.051806640625,48.78273797184229,0.2,-37.45085713863373
2083,0.0,114688,2.9968491792678833,55,4.646986710075585,56,0.1436840854876209,1.5824064016342163,0.00025,7880,2.3243629932403564,0.007373008,0.9768946170806885,-0.010687395857530646,0.037939453125,102.48738813698291,0.2,-37.45964336395264
2085,0.0,116736,2.808602273464203,55,3.831578900903223,57,0.14293501974316314,1.5835211277008057,0.00025,7890,0.6577885150909424,0.0077530225,0.9797786474227905,-0.012989406799897551,0.04345703125,32.17070878148079,0.2,-37.470459604263304
2079,0.0,118784,3.64073783159256,57,7.775195307653184,58,0.1449280917586293,1.5839976072311401,0.00025,7900,4.44451904296875,0.005028266,0.9796544313430786,-0.010757838559220545,0.025146484375,38.17065009325743,0.2,-37.481598711013795
2085,0.0,120832,2.6012366712093353,57,5.3095466020166615,59,0.09719373288680799,1.584276556968689,0.00025,7910,4.950989723205566,0.0036753113,0.9844148755073547,-0.00524996779859066,0.018701171875,42.32344355583191,0.2,-37.48607165813446
2088,0.0,122880,2.1278014481067657,58,4.777525011432534,60,0.147133476275485,1.589525818824768,0.00025,7920,0.0402664989233017,0.024856225,0.9982478022575378,-0.022496935684466736,0.2541015625,3.126933337002993,0.2,-37.52626311779022
2090,0.0,124928,3.6475449800491333,59,9.332085473395749,61,0.1424112588283606,1.5894094705581665,0.00025,7930,0.7799274325370789,0.023888199,0.996892511844635,-0.02423123786575161,0.2431640625,7.439722610637546,0.2,-37.56547598838806
2084,0.0,126976,2.9519316852092743,60,5.916308747659969,62,0.048358467960497364,1.5895774364471436,0.00025,7940,5.465353012084961,0.004621972,0.9904675483703613,-0.0026391762075945735,0.048291015625,48.455030204355715,0.2,-37.56001994609833
2089,0.0,129024,4.044331729412079,61,6.4069879670521495,63,0.0951119214296341,1.5896981954574585,0.00025,7950,18.795835494995117,0.0048427116,0.9925870299339294,-0.00619858052523341,0.024072265625,46.34732760488987,0.2,-37.56282811164856
2085,0.0,131072,3.2688342332839966,62,4.820061552662798,64,0.02671607511001639,1.5917890071868896,0.00025,7960,1.3768113851547241,0.017929424,0.9934322237968445,-0.01131490049592685,0.12109375,13.013216710090637,0.2,-37.573767733573916
2076,0.0,133120,4.218918889760971,64,6.801458807697962,65,0.09158506168751046,1.5927603244781494,0.00025,7970,0.5338869094848633,0.020127598,0.9934531450271606,-0.019590239340323022,0.15634765625,21.68674566373229,0.2,-37.59610548019409
2075,0.0,135168,4.983750283718109,65,6.570240303243794,66,0.144346927118022,1.593477487564087,0.00025,7980,1.1321210861206055,0.012258628,0.9953708052635193,-0.01678008033486549,0.09013671875,20.277582143247127,0.2,-37.60623307228089
2081,0.0,137216,3.4180938601493835,65,7.18946374345648,67,0.08205629288568161,1.59261155128479,0.00025,7990,1.0590795278549194,0.018444134,0.9938061833381653,-0.007796526822494343,0.129345703125,20.570650827884673,0.2,-37.61297755241394
2084,0.0,139264,5.723174959421158,66,7.885554172735175,68,0.05260847957106307,1.5992072820663452,0.00025,8000,0.4293610453605652,0.023710694,0.9981023669242859,-0.015670318304910325,0.226416015625,5.698795299232006,0.2,-37.63852682113647
2087,0.0,141312,4.4640421867370605,67,7.196017839848995,69,0.14381708577275276,1.5997426509857178,0.00025,8010,0.9429347515106201,0.021754384,0.9932168126106262,-0.016160885459976272,0.17373046875,10.608449437841774,0.2,-37.68075084686279
2085,0.0,143360,2.2699005603790283,68,3.018224967979422,70,0.04979970303247683,1.6008310317993164,0.00025,8020,0.7994128465652466,0.019585915,0.988600492477417,-0.006342238365323283,0.139697265625,18.12205513268709,0.2,-37.68917670249939
2088,0.0,145408,3.4406405985355377,69,5.586502147741487,71,0.09551319776801392,1.6007335186004639,0.00025,8030,1.253852367401123,0.022055939,0.9957139492034912,-0.02340215686708689,0.192138671875,9.743904192000628,0.2,-37.70118625164032
2090,0.0,147456,2.812320649623871,70,5.290617928520895,72,0.2879037521779537,1.609505295753479,0.00025,8040,0.14253167808055878,0.024100263,0.9909946918487549,-0.015264303417643533,0.192333984375,5.292686870880425,0.2,-37.74965298175812
2092,0.0,149504,1.9024953544139862,71,5.018942102712015,73,0.2494188666169066,1.6106666326522827,0.00025,8050,0.3362579941749573,0.023696154,0.9965941905975342,-0.02517999448464252,0.218994140625,8.261697972938418,0.2,-37.81167192459107
2089,0.0,151552,1.9459433555603027,72,2.9999428905049266,74,0.13023937641992234,1.6110668182373047,0.00025,8060,0.9323842525482178,0.018706897,0.990807294845581,-0.02297105730685871,0.131787109375,16.157601372525097,0.2,-37.82218248844147
2088,0.0,153600,1.2570059299468994,73,2.501129498153109,75,0.048463755068951286,1.6116435527801514,0.00025,8070,1.0155696868896484,0.0063089915,0.9906778931617737,-0.010812231345335021,0.037255859375,28.81212971806526,0.2,-37.82723202705383
2093,0.0,155648,3.0199290812015533,74,6.745231138393131,76,0.1804783656843938,1.612400770187378,0.00025,8080,4.49692440032959,0.0077341544,0.9801311492919922,-0.005716152116656303,0.042236328125,118.13048320114612,0.2,-37.834051561355594
2094,0.0,157696,3.893997699022293,75,7.823655841938315,77,0.28172578214434907,1.613465666770935,0.00025,8090,0.5181729197502136,0.014868865,0.9955396056175232,-0.017917726904852316,0.1267578125,10.075841825455427,0.2,-37.84680240154266
2090,0.0,159744,1.5618308186531067,76,2.8279097233147104,78,0.049842853826703504,1.6148312091827393,0.00025,8100,0.6608004570007324,0.022333551,0.9979304671287537,-0.01978158439742401,0.224658203125,5.336066606640816,0.2,-37.863345098495486
2092,0.0,161792,0.9898247048258781,77,3.521255497301313,79,0.048332644248148426,1.6154584884643555,0.00025,8110,4.5024261474609375,0.01112867,0.9980058670043945,-0.014811334987462033,0.0767578125,11.640113891661168,0.2,-37.86921892166138
2091,0.0,163840,4.069105193018913,78,7.0791849630223425,80,0.19052828251733445,1.6153061389923096,0.00025,8120,0.7169821262359619,0.009579951,0.9889286160469055,-0.011399503692518919,0.057666015625,20.313237553089856,0.2,-37.876836729049685
2092,0.0,165888,4.063638776540756,79,7.997078352083762,81,0.27890399322495796,1.6174923181533813,0.00025,8130,0.21185190975666046,0.02361845,0.9980740547180176,-0.024899589462438598,0.247998046875,6.399552527070045,0.2,-37.88931150436402
2089,0.0,167936,2.74347785115242,80,4.148219577881781,82,0.048469237226527184,1.6164662837982178,0.00025,8140,0.7640108466148376,0.0130318925,0.9901678562164307,-0.016195711327600292,0.129345703125,13.280173099040985,0.2,-37.90483231544495
2088,0.0,169984,2.8091177344322205,81,5.475088126528906,83,0.19567937552346848,1.6167857646942139,0.00025,8150,4.822092056274414,0.004700671,0.9880315661430359,-0.00713867608574219,0.020361328125,35.60890166461468,0.2,-37.89568119049072
2088,0.0,172032,3.821832835674286,82,9.455375348072211,84,0.23906542657641694,1.616737723350525,0.00025,8160,0.6501110792160034,0.00820897,0.9872165322303772,-0.008888796155224555,0.049560546875,80.87623982131481,0.2,-37.89971632957459
2092,0.0,174080,4.808778136968613,83,14.263775057416195,85,0.23910954743041657,1.6170704364776611,0.00025,8170,2.6451056003570557,0.01432094,0.995554506778717,-0.01600494034937583,0.1265625,22.93509532213211,0.2,-37.9009507894516
2087,0.0,176128,2.1301679015159607,84,2.646803832933786,86,0.04850224408437498,1.6169137954711914,0.00025,8180,2.664679765701294,0.015749503,0.9969899654388428,-0.012979991726751905,0.1548828125,14.232594393193722,0.2,-37.90502018928528
2077,0.0,178176,2.5759782418608665,85,3.5887560411799275,87,0.0016290575586026534,1.6200287342071533,0.00025,8190,0.7819926738739014,0.014222875,0.9931822419166565,-0.019139306925353594,0.12041015625,15.39797239676118,0.2,-37.917202615737914
2078,0.0,180224,2.6750781536102295,86,4.010358619534196,88,0.009219369632774033,1.6200882196426392,0.00025,8200,3.707996368408203,0.0056267926,0.9952978491783142,-0.01045995217282325,0.0306640625,44.895932821929456,0.2,-37.94144604206085
2079,0.0,182272,5.164650589227676,87,8.014528727914312,89,0.09638643561629578,1.6284551620483398,0.00025,8210,-0.16107721626758575,0.048412293,0.9988573789596558,-0.02598252744937781,0.366796875,1.7643106785602867,0.2,-38.00627915859222
2080,0.0,184320,4.364902496337891,88,5.003328905806454,90,0.050774700939655304,1.6294152736663818,0.00025,8220,-0.0016443133354187012,0.02780186,0.999553382396698,-0.02280553732998669,0.26025390625,1.7761066971346735,0.2,-38.04068839550018
2079,0.0,186368,2.7365753054618835,89,3.066744853382419,91,0.11056253910646774,1.6290276050567627,0.00025,8230,0.30752164125442505,0.01973116,0.9987444877624512,-0.021305902165477165,0.18017578125,4.277980994805693,0.2,-38.05098288059234
2078,0.0,188416,3.0565460324287415,90,4.39364368096328,92,0.19168581813573837,1.6293399333953857,0.00025,8240,13.474352836608887,0.0047269063,0.9814544916152954,-0.009715963024063967,0.024951171875,68.99128232300282,0.2,-38.044200253486636
2079,0.0,190464,5.346311300992966,91,8.56033120499754,93,0.20295257271209266,1.6296062469482422,0.00025,8250,20.512035369873047,0.004872158,0.9841505289077759,-0.01107521060621366,0.025048828125,160.18454578518867,0.2,-38.048922944068906
2081,0.0,192512,1.678322285413742,92,5.929502908625123,94,0.19578627275768667,1.6298259496688843,0.00025,8260,9.083575248718262,0.003538496,0.9805575609207153,-0.006577384419506416,0.021923828125,42.35533989071846,0.2,-38.05179510116577
2082,0.0,194560,3.181928038597107,93,7.49151890111107,95,0.13145731241093017,1.6300780773162842,0.00025,8270,0.3603062629699707,0.01936955,0.9981082677841187,-0.02402815893292427,0.165673828125,5.321574775502086,0.2,-38.05598928928375
2083,0.0,196608,3.331978678703308,94,5.8845165236788555,96,0.14313390402821824,1.6311054229736328,0.00025,8280,0.5768072009086609,0.019268874,0.9933291077613831,-0.010154261530260555,0.186669921875,9.882225009799004,0.2,-38.06157827377319
2079,0.0,198656,2.4237254858016968,95,5.337051328835338,97,0.14406157734629232,1.6317142248153687,0.00025,8290,0.41225242614746094,0.010506958,0.9956201314926147,-0.014322479619295336,0.0908203125,9.941399620845914,0.2,-38.07126848697662
2081,0.0,200704,2.014234781265259,96,2.1776583934905043,98,0.001683521259110421,1.6315944194793701,0.00025,8300,17.128400802612305,0.0037145275,0.9314008951187134,-0.008884139676229096,0.034033203125,1098.9770783364772,0.2,-38.076506638526915
2086,0.0,202752,3.9259884357452393,97,7.1421283684864765,99,0.18707487656502053,1.6335426568984985,0.00025,8310,0.00975152850151062,0.023022003,0.9993014335632324,-0.02648133819748182,0.248046875,1.5627797791734337,0.2,-38.09892854690552
2084,0.0,204800,5.357564926147461,98,8.627762516692009,100,0.3034752130624838,1.6361751556396484,0.00025,8320,0.06393608450889587,0.032127514,0.972691535949707,-0.01640150835737586,0.244970703125,2.1934288127347825,0.2,-38.110408544540405
2082,0.0,206848,1.4103662073612213,99,0.7362554490059903,101,0.03325897904869635,1.636221170425415,0.00025,8330,4.3113603591918945,0.010143807,0.9396848678588867,-0.00786393711459823,0.11064453125,282.60122891962527,0.2,-38.125535655021665
2086,0.0,208896,2.05204838514328,100,3.975343256547312,102,0.19053953513503075,1.6370614767074585,0.00025,8340,3.8851842880249023,0.008142807,0.9919028282165527,-0.011844153114361688,0.049072265625,23.54604749083519,0.2,-38.13096785545349
2091,0.0,210944,2.6950957775115967,100,8.583539794757865,103,0.2475699931383133,1.6377722024917603,0.00025,8350,1.1106711626052856,0.011528235,0.9732409715652466,-0.02067023324780166,0.0822265625,18.285853811353444,0.2,-38.14061894416809
2089,0.0,212992,6.839418530464172,101,8.256968173816617,104,0.20647567659034394,1.6381193399429321,0.00025,8360,7.783600330352783,0.0040289024,0.9840342402458191,-0.007410232647089288,0.01806640625,63.17445741891861,0.2,-38.15000243186951
2086,0.0,215040,1.3078476190567017,103,0.7097364033351513,105,0.0016214996867347509,1.6381105184555054,0.00025,8370,26.711767196655273,0.0027243863,0.9815283417701721,-0.0036454118584515528,0.008203125,135.86372389793397,0.2,-38.152054810523985
2090,0.0,217088,1.964684709906578,103,5.812812408707044,106,0.23737065045861527,1.6389983892440796,0.00025,8380,5.0020222663879395,0.013446486,0.9947169423103333,-0.02194972774013877,0.10595703125,11.487670282274484,0.2,-38.15786910057068
2093,0.0,219136,4.046339273452759,104,12.751186513919224,107,0.28450232147588395,1.638771653175354,0.00025,8390,3.08951473236084,0.0031334695,0.9898042678833008,-0.007556120335357264,0.00751953125,52.70850842297077,0.2,-38.16445190906525
2092,0.0,221184,1.6368230283260345,105,6.985908262000627,108,0.16704719215340447,1.638562798500061,0.00025,8400,11.256599426269531,0.013193244,0.9889556169509888,-0.009693224969669244,0.107275390625,205.39708535671235,0.2,-38.16217885017395
2091,0.0,223232,1.182740479707718,106,1.061412359154894,109,0.0017312228737864643,1.6424309015274048,0.00025,8410,7.044485569000244,0.016029477,0.987436830997467,-0.014822359956451692,0.14365234375,73.82708468139171,0.2,-38.17685289382935
2087,0.0,225280,1.921646773815155,107,3.125947949378247,110,0.09616558699053712,1.6424669027328491,0.00025,8420,1.7024805545806885,0.018455954,0.9962844848632812,-0.020943377559888177,0.168310546875,8.989670019596815,0.2,-38.210130190849306
2085,0.0,227328,3.612373471260071,109,7.823739334997607,111,0.26988785865250975,1.6438919305801392,0.00025,8430,-0.06509551405906677,0.04920397,0.9911738038063049,-0.02348183317226358,0.344287109375,1.704748956207186,0.2,-38.219357061386106
2077,0.0,229376,3.791998475790024,110,8.141446280730898,112,0.14302693157515023,1.6448917388916016,0.00025,8440,-0.14033401012420654,0.07061529,0.3379884958267212,-0.016553139785537498,0.40791015625,2.679358221963048,0.2,-38.232126569747926
2076,0.0,231424,1.6704162061214447,111,1.7161338612990849,113,0.0018376946391072124,1.644921064376831,0.00025,8450,-0.003273025155067444,0.018205596,0.9995089173316956,-0.017584820781485176,0.197265625,3.6238173028454184,0.2,-38.251857829093936
2070,0.0,233472,1.9600994437932968,112,3.5513581516590174,114,0.00860130786895752,1.6445224285125732,0.00025,8460,0.1151917427778244,0.017339557,0.9981780052185059,-0.021557117134216243,0.137451171875,3.9548561494797467,0.2,-38.24812378883362
2072,0.0,235520,3.9926013350486755,113,9.379082161016713,115,0.2690396923571825,1.6447484493255615,0.00025,8470,7.914765357971191,0.0064257546,0.9844151139259338,-0.015407643273647409,0.03681640625,44.523084385693075,0.2,-38.24616949558258
2064,0.0,237568,2.584516793489456,115,3.509099855355802,116,0.14374371318263002,1.6456378698349,0.00025,8480,1.6511757373809814,0.0068585766,0.9837316870689392,-0.01317440279526636,0.0376953125,22.393128983676434,0.2,-38.25222373008728
