custom/mean_z_error,time/fps,custom/mean_form_error,custom/min_dyn_distance,custom/collision,time/iterations,time/time_elapsed,time/total_timesteps,train/clip_range,train/learning_rate,train/policy_gradient_loss,train/n_updates,train/explained_variance,train/loss,train/std,train/value_loss,train/approx_kl,train/entropy_loss,train/clip_fraction
0.048058827946078964,2193,1.8799785885965286,1.3368326723575592,0.0,11,20,45056,0.2,0.0003,-0.009025944874156266,41620,0.9932366609573364,0.5100532174110413,7.731654167175293,7.168981059640646,0.019234024,-68.52662861347198,0.15947265625
0.25473823622451164,2213,10.183468250528747,4.756297588348389,0.0,12,22,49152,0.2,0.0003,-0.011751454822660889,41630,0.9941232800483704,0.7430720329284668,7.747679233551025,8.290353914350272,0.013219541,-68.51018843650817,0.10419921875
0.1463585838646395,2194,5.610292092992559,2.1782333850860596,0.0,13,24,53248,0.2,0.0003,-0.011532017349964008,41640,0.9907433390617371,0.5530025959014893,7.7759904861450195,9.800363291800021,0.014207021,-68.57180829048157,0.133642578125
0.3785140633553965,2173,10.175003580565907,4.338689237833023,0.0,14,26,57344,0.2,0.0003,-0.008918619654286886,41650,0.9561710953712463,55.0363655090332,7.775513648986816,248.7172540381551,0.010662883,-68.59727847576141,0.0679443359375
0.14607078721746802,2172,3.272204027333433,2.684409886598587,0.0,15,28,61440,0.2,0.0003,-0.013855978203355334,41660,0.9875742197036743,2.4613101482391357,7.798093318939209,14.117776983231305,0.013318105,-68.62009599208832,0.1028564453125
0.34856353924260475,2151,14.807912834849924,5.63161239027977,0.0,16,30,65536,0.2,0.0003,-0.0200133239486604,41670,0.9964570999145508,0.3804401755332947,7.8130621910095215,5.996811187639833,0.01742819,-68.68190023899078,0.1486328125
0.14361367969831917,2149,5.440230784606092,2.0843220949172974,0.0,17,32,69632,0.2,0.0003,-0.016803304028871934,41680,0.9924026131629944,0.5064548254013062,7.828666687011719,8.27710220105946,0.017549798,-68.72246367931366,0.1479248046875
0.10489668686932418,2153,6.062341950560163,2.9128153324127197,0.0,18,34,73728,0.2,0.0003,-0.014651400003640448,41690,0.9940082430839539,0.9618275165557861,7.833181858062744,10.094753304868936,0.015264913,-68.74368240833283,0.133056640625
0.24915056824102066,2138,3.621638887913369,1.2328057289123535,0.0,19,36,77824,0.2,0.0003,-0.006071659323060885,41700,0.9858115911483765,1.0367337465286255,7.838885307312012,17.04990168735385,0.008225083,-68.76357681751252,0.056884765625
0.10045658520539291,2137,7.084732003376726,1.8586952686309814,0.0,20,38,81920,0.2,0.0003,-0.012943780435307417,41710,0.9555041193962097,2.5362730026245117,7.847825527191162,147.4284194767475,0.008818283,-68.78296394348145,0.06376953125
0.2876656234438997,2135,9.303626102795477,2.7857145965099335,0.0,21,40,86016,0.2,0.0003,-0.012752444484794978,41720,0.9954954385757446,0.7354704141616821,7.8766021728515625,9.465751491114498,0.010536445,-68.8277482509613,0.08603515625
0.18777055740065407,2134,6.547543551332781,3.8225913047790527,0.0,22,42,90112,0.2,0.0003,-0.011241675086785108,41730,0.9898987412452698,2.1953461170196533,7.8958282470703125,21.648904929310085,0.010945201,-68.8770966053009,0.085595703125
0.2382617682160344,2131,6.894101296190696,2.085842400789261,0.0,23,44,94208,0.2,0.0003,-0.012227776895451825,41740,0.9969999194145203,1.1295576095581055,7.897657871246338,6.104067820683122,0.015986716,-68.89001801013947,0.15546875
0.14340485935099423,2140,5.924637631057447,1.9301491379737854,0.0,24,45,98304,0.2,0.0003,-0.02048740329046268,41750,0.9953058958053589,0.7987443208694458,7.909524440765381,9.230004580318928,0.017553125,-68.90237424373626,0.1488525390625
0.1437370538333198,2132,3.579082719670879,2.665278732776642,0.0,25,48,102400,0.2,0.0003,-0.01698122585657984,41760,0.9900838732719421,0.517359733581543,7.912628173828125,8.84623675495386,0.01672106,-68.93048479557038,0.1487060546875
0.3358858689898625,2141,10.979523158671967,5.205857336521149,0.0,26,49,106496,0.2,0.0003,-0.013769086547836196,41770,0.9941892027854919,0.36593490839004517,7.911155700683594,9.273886294662953,0.013486832,-68.93319399356842,0.1143310546875
0.16305031815136317,2135,5.672580742334289,2.228992849588394,0.0,27,51,110592,0.2,0.0003,-0.013754224391595926,41780,0.9946408271789551,1.8162692785263062,7.917075157165527,10.029419003427028,0.012393146,-68.92814567089081,0.10390625
0.30396632850170135,2131,13.913296333756024,6.278417557477951,0.0,28,53,114688,0.2,0.0003,-0.010064532011165283,41790,0.9945514798164368,0.33320507407188416,7.9372735023498535,9.562703608721495,0.013829399,-68.95311748981476,0.10654296875
0.16919366270303726,2135,3.316550356131645,2.0545690655708313,0.0,29,55,118784,0.2,0.0003,-0.009809678389865439,41800,0.9583861231803894,2.850781202316284,7.935770511627197,83.06112243011594,0.009281358,-68.96485826969146,0.08154296875
0.5324337147176266,2138,26.422167636162374,6.185233652591705,0.0,30,57,122880,0.2,0.0003,-0.022288700628268997,41810,0.998478353023529,0.19106611609458923,7.959148406982422,4.373981482349336,0.018761098,-68.99236500263214,0.1860107421875
0.05277530250896234,2134,3.357428271100058,2.379844516515732,0.0,31,59,126976,0.2,0.0003,-0.008353931007150095,41820,0.9901501536369324,4.847496032714844,7.948548316955566,18.82149196192622,0.012637161,-68.98914847373962,0.0882080078125
0.38214898109436035,2110,18.79777896908281,7.744029074907303,0.0,32,62,131072,0.2,0.0003,-0.014077786653069779,41830,0.9980536103248596,0.33804312348365784,7.97711181640625,5.818913464434445,0.012310516,-69.00597968101502,0.111181640625
0.050088362375390716,2107,2.9420398750494696,1.863768458366394,0.0,33,64,135168,0.2,0.0003,-0.016534466004668503,41840,0.9955155849456787,0.2218565046787262,7.993751525878906,5.512056661769748,0.01565355,-69.05934040546417,0.148876953125
0.262412139774824,2108,5.094363518242651,2.101379483938217,0.0,34,66,139264,0.2,0.0003,-0.013642602621985134,41850,0.9973949790000916,0.14602279663085938,8.034526824951172,4.007140565477312,0.016913755,-69.14006884098053,0.1680419921875
0.16303199974936433,2105,5.164452315108044,2.514151096343994,0.0,35,68,143360,0.2,0.0003,-0.011796129940194078,41860,0.9961979389190674,0.39800629019737244,8.047370910644531,7.084234269335866,0.013078701,-69.20322580337525,0.1031982421875
0.1900904536305461,2106,8.681249499709981,5.07848596572876,0.0,36,70,147456,0.2,0.0003,-0.017621545779547887,41870,0.9982540011405945,0.1460249423980713,8.051519393920898,3.6782026514410973,0.016964324,-69.22216973304748,0.1654296875
0.10924344509840012,2103,3.6665607134556115,1.99577197432518,0.0,37,72,151552,0.2,0.0003,-0.007600226060458226,41880,0.9972015619277954,2.4251198768615723,8.052938461303711,6.717649238556623,0.015119756,-69.21039645671844,0.1345703125
