time/iterations,time/fps,custom/mean_z_error,custom/collision,custom/min_dyn_distance,custom/mean_form_error,time/total_timesteps,time/time_elapsed,train/std,train/learning_rate,train/loss,train/explained_variance,train/clip_range,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/n_updates,train/value_loss,train/clip_fraction
37,2210,0.19118014868581668,0.0,2.1555003225803375,4.834495902282896,75776,34,3.3895983695983887,0.0001,6.2261786460876465,0.9865754842758179,0.2,-52.51011331081391,-0.009049026013235562,0.0049985116,19900,53.492328161001204,0.023291015625
38,2218,0.2888663381454535,0.0,3.0505351424217224,4.407019477299398,77824,35,3.390434980392456,0.0001,4.185673236846924,0.9949418902397156,0.2,-52.514049005508426,-0.00619473226252012,0.0034912569,19910,32.08941066414118,0.009912109375
39,2222,0.47727545723319054,0.0,3.829639434814453,7.752366424094918,79872,35,3.38805890083313,0.0001,1.0880374908447266,0.9942627549171448,0.2,-52.510635471343996,-0.02039951963815838,0.010376411,19920,19.108105381578206,0.091015625
40,2215,0.33162684438866563,0.0,4.195946574211121,9.685886526809112,81920,36,3.3917019367218018,0.0001,0.7763254642486572,0.9792788624763489,0.2,-52.50823891162872,-0.016752645294764078,0.010668863,19930,25.372500178962945,0.07275390625
41,2208,0.14262993333977647,0.0,3.527013808488846,9.427818685229196,83968,38,3.396914005279541,0.0001,2.1028292179107666,0.9960323572158813,0.2,-52.533120369911195,-0.011830209013714921,0.00910411,19940,17.63199393749237,0.05380859375
42,2215,0.2651031255663838,0.0,3.4893075227737427,6.344876126033602,86016,38,3.399022340774536,0.0001,0.8863897919654846,0.9973019361495972,0.2,-52.556860542297365,-0.012044244515709578,0.008818821,19950,10.882888823747635,0.054638671875
43,2210,0.4772008895815816,0.0,5.720698565244675,13.600292619957184,88064,39,3.3976473808288574,0.0001,1.327141523361206,0.984798014163971,0.2,-52.563179063796994,-0.014838021696778014,0.009553105,19960,17.265739595890047,0.067236328125
44,2211,0.09726751747075468,0.0,3.5844570994377136,5.047916009765762,90112,40,3.3974430561065674,0.0001,6.506829261779785,0.9431743025779724,0.2,-52.556978368759154,-0.007910135423298926,0.0053480417,19970,376.1894501775503,0.034814453125
45,2207,0.22094450070289895,0.0,3.4766388833522797,4.651544068756211,92160,41,3.4066638946533203,0.0001,0.6464364528656006,0.9856915473937988,0.2,-52.57689881324768,-0.01384290865244111,0.009593696,19980,25.442737675458194,0.05849609375
46,2210,0.42767157702473924,0.0,6.80608794093132,10.61136357810541,94208,42,3.4108543395996094,0.0001,1.9584665298461914,0.9772564172744751,0.2,-52.62129237651825,-0.01330292076600017,0.0070664575,19990,46.54791840314865,0.03447265625
47,2203,0.4706028997898102,0.0,9.79371953010559,21.498120191357856,96256,43,3.411837100982666,0.0001,3.262083053588867,0.9527657628059387,0.2,-52.63991072177887,-0.006549746633390896,0.005972778,20000,57.70662965029478,0.02138671875
48,2204,0.1501608848629985,0.0,2.927394449710846,5.0150836042288764,98304,44,3.4131171703338623,0.0001,1.6490728855133057,0.99383145570755,0.2,-52.6465026140213,-0.01226451572147198,0.008282801,20010,23.29634710550308,0.058251953125
49,2201,0.07378320582211018,0.0,1.7642520368099213,3.3122418862075267,100352,45,3.4129562377929688,0.0001,1.8515883684158325,0.9963419437408447,0.2,-52.64987559318543,-0.009146596309437881,0.005242617,20020,17.56401667445898,0.021240234375
50,2209,0.3924408510210924,0.0,4.353075921535492,12.185348572468916,102400,46,3.4158356189727783,0.0001,88.15168762207031,0.9327681064605713,0.2,-52.65516803264618,-0.00950281908735633,0.008625734,20030,698.2608148500324,0.041943359375
51,2200,0.5676980838179588,0.0,7.866030335426331,21.93924910717046,104448,47,3.416107177734375,0.0001,1.660908818244934,0.9659938812255859,0.2,-52.66741564273834,-0.0142797287349822,0.009167784,20040,31.81007764339447,0.06826171875
52,2199,0.33348671792191453,0.0,4.674376934766769,11.332224214914827,106496,48,3.417153835296631,0.0001,5.73538064956665,0.9820327758789062,0.2,-52.668991160392764,-0.006991357874358073,0.00779026,20050,74.6001131951809,0.0439453125
53,2201,0.05893085990101099,0.0,1.6297258138656616,2.941621776059387,108544,49,3.4187164306640625,0.0001,2.7890429496765137,0.9927538633346558,0.2,-52.67713375091553,-0.007985055091558025,0.0063376566,20060,22.703592494130135,0.037353515625
54,2196,0.06670262664556503,0.0,1.2600500881671906,1.7638963907928304,110592,50,3.4244284629821777,0.0001,0.873042106628418,0.995991051197052,0.2,-52.69500031471252,-0.01679563350917306,0.011147718,20070,15.621450278162957,0.062646484375
55,2203,0.14449896366568282,0.0,1.512453556060791,4.191956334935615,112640,51,3.426001787185669,0.0001,343.9496765136719,0.871069073677063,0.2,-52.72331395149231,-0.006744706447352655,0.0031851025,20080,1311.3336596131326,0.009521484375
56,2204,0.3864643797278404,0.0,2.5194820165634155,11.438844015337354,114688,52,3.430577039718628,0.0001,1.490519404411316,0.9501432180404663,0.2,-52.7384375333786,-0.013524675031658263,0.0081301285,20090,43.88843917697668,0.04169921875
57,2205,0.19101164789753966,0.0,1.833709955215454,9.539051245731939,116736,52,3.4290378093719482,0.0001,0.7589086294174194,0.9842917919158936,0.2,-52.75148785114288,-0.014628442752291448,0.008958856,20100,32.66512451767922,0.0556640625
58,2199,0.09624690853524953,0.0,1.7889089286327362,2.521004796920079,118784,54,3.426053285598755,0.0001,0.5004168152809143,0.9973737597465515,0.2,-52.73653757572174,-0.0222432587237563,0.01327437,20110,11.02703212276101,0.1001953125
59,2199,0.1652182784746401,0.0,4.148892551660538,10.583826730328738,120832,54,3.4273204803466797,0.0001,1.1383066177368164,0.9907902479171753,0.2,-52.72737631797791,-0.011567959329113364,0.0061258115,20120,27.868304447829722,0.036767578125
60,2201,0.34719570574816316,0.0,6.715876221656799,19.769840775075057,122880,55,3.4279847145080566,0.0001,87.73692321777344,0.937675952911377,0.2,-52.7359738111496,-0.008006068435497582,0.0049232496,20130,216.77119762003423,0.02177734375
61,2207,0.4200026884791441,0.0,5.070906609296799,16.932209451143553,124928,56,3.4291813373565674,0.0001,3.7341151237487793,0.9879906177520752,0.2,-52.739677214622496,-0.012799878341320436,0.00791236,20140,28.338768516480922,0.0509765625
62,2203,0.19188376070815139,0.0,2.546139806509018,6.9913057706437645,126976,57,3.4297759532928467,0.0001,4.018714904785156,0.9814587235450745,0.2,-52.74652676582336,-0.006205843103816733,0.0030624704,20150,69.1656767308712,0.019384765625
63,2205,0.19081120193004608,0.0,2.362113356590271,4.761869971651286,129024,58,3.4318184852600098,0.0001,1.8539936542510986,0.9948481917381287,0.2,-52.752511215209964,-0.01575098387838807,0.010251601,20160,27.514704136550428,0.057421875
64,2202,0.2878161490079947,0.0,2.614420920610428,8.222076639772617,131072,59,3.4319183826446533,0.0001,2.8387291431427,0.9855403304100037,0.2,-52.75832765102386,-0.015062596337520518,0.008967994,20170,37.94605954438448,0.058447265625
65,2203,0.33276452869176865,0.0,1.97615946829319,11.150243403398008,133120,60,3.4323792457580566,0.0001,5.768346309661865,0.9813454747200012,0.2,-52.758243036270144,-0.004732985465670936,0.0026784085,20180,66.83956857919694,0.00830078125
66,2199,0.14367461428628303,0.0,1.3599248230457306,3.8799366588353554,135168,61,3.431169033050537,0.0001,1.8032639026641846,0.9801700711250305,0.2,-52.75699486732483,-0.011904505669372156,0.007129818,20190,29.935936510562897,0.05400390625
67,2200,0.1134618133364711,0.0,1.6586664021015167,2.2231304717148923,137216,62,3.434105634689331,0.0001,2.299938917160034,0.9566143751144409,0.2,-52.75934326648712,-0.006814355833921581,0.007923885,20200,745.7710208028554,0.053125
68,2206,0.3720955606549978,0.0,2.5654110312461853,7.105843962597671,139264,63,3.434764862060547,0.0001,0.681499719619751,0.9932836294174194,0.2,-52.77169353961945,-0.0157681629047147,0.009875141,20210,18.951191095262764,0.06953125
69,2205,0.5711339637637138,0.0,3.5811184346675873,13.502344238553396,141312,64,3.4362785816192627,0.0001,1.7262545824050903,0.9734748601913452,0.2,-52.77968032360077,-0.010316864139167593,0.0076428307,20220,37.723451147973535,0.03857421875
70,2199,0.14358018041821197,0.0,1.6639337241649628,5.838153428602349,143360,65,3.4390869140625,0.0001,0.6289557814598083,0.979884684085846,0.2,-52.79197039604187,-0.013086136017227546,0.0074968515,20230,24.348006819188594,0.061865234375
71,2200,0.0493541210598778,0.0,1.9659261107444763,2.2083008175154046,145408,66,3.4429259300231934,0.0001,1.2238308191299438,0.9938209056854248,0.2,-52.81066246032715,-0.009204876053263433,0.008600408,20240,15.679648230224847,0.046240234375
72,2205,0.24465436628088355,0.0,1.7206781655550003,6.121205022782328,147456,66,3.4439449310302734,0.0001,0.661851167678833,0.9919207096099854,0.2,-52.830129504203796,-0.01905139105801936,0.010551458,20250,19.629822309315205,0.076708984375
73,2202,0.3786281384527683,0.0,2.6820041835308075,12.885055829433515,149504,67,3.443866014480591,0.0001,2.137179136276245,0.9745557308197021,0.2,-52.83233745098114,-0.011986142085515895,0.0056832917,20260,41.51029059290886,0.0240234375
74,2199,0.0015396416129078716,0.0,1.1953558027744293,0.8527589543400325,151552,68,3.4472098350524902,0.0001,11.208212852478027,0.987609326839447,0.2,-52.837279486656186,-0.013577367314428556,0.00918084,20270,54.129823395609854,0.060546875
75,2202,0.143543298530858,0.0,2.5498187243938446,5.451425103779218,153600,69,3.4470291137695312,0.0001,16.18671417236328,0.9533017873764038,0.2,-52.84982995986938,-0.003285070906713372,0.007604901,20280,893.590717291832,0.047265625
76,2206,0.4270584359765053,0.0,5.752778232097626,11.085065486413413,155648,70,3.4471728801727295,0.0001,0.9167900085449219,0.9857448935508728,0.2,-52.84941287040711,-0.015206327018677256,0.010560927,20290,17.74880090802908,0.08486328125
77,2203,0.23708620220713783,0.0,3.4611964523792267,10.076821816568915,157696,71,3.448247194290161,0.0001,2.132944107055664,0.9331487417221069,0.2,-52.84938430786133,-0.012200061153271236,0.008805774,20300,32.671822308003904,0.062939453125
78,2200,0.0014388412237167358,0.0,1.365036278963089,0.928090099883149,159744,72,3.448251247406006,0.0001,2.848024845123291,0.9943005442619324,0.2,-52.85238106250763,-0.00841942325932905,0.007393801,20310,34.2903884023428,0.05849609375
79,2205,0.14541815445409156,0.0,2.319546639919281,4.904414630156874,161792,73,3.44783091545105,0.0001,0.5051995515823364,0.9971021413803101,0.2,-52.85241000652313,-0.012628349428996443,0.009452145,20320,11.418906845152378,0.0734375
80,2210,0.31017235293984413,0.0,3.642019122838974,9.635664537986115,163840,74,3.4501640796661377,0.0001,1.0325950384140015,0.9937675595283508,0.2,-52.85518581867218,-0.015405191789614036,0.010270703,20330,14.692311559617519,0.06728515625
81,2207,0.33230548798746895,0.0,3.42246812582016,10.349356727793804,165888,75,3.4512786865234375,0.0001,2.5619521141052246,0.9678561091423035,0.2,-52.86828775405884,-0.012483996190712787,0.00826171,20340,30.393055701255797,0.044482421875
82,2201,0.0014043629489606246,0.0,1.3795078098773956,0.795210069369928,167936,76,3.4513564109802246,0.0001,1.8763688802719116,0.9931318163871765,0.2,-52.8747843503952,-0.007640907366294414,0.006635387,20350,34.50589249879122,0.04755859375
83,2205,0.1342176050238777,0.0,1.837840050458908,4.341534527175103,169984,77,3.4567017555236816,0.0001,1.5637259483337402,0.9935857653617859,0.2,-52.88938727378845,-0.0164850959321484,0.011840532,20360,19.65931608825922,0.094970703125
84,2206,0.398105651140213,0.0,5.067007958889008,11.973443752364874,172032,77,3.456198215484619,0.0001,0.7403459548950195,0.976414680480957,0.2,-52.903298139572144,-0.017116853341576643,0.010417266,20370,22.48128396123648,0.07001953125
85,2203,0.23767895848141052,0.0,4.206157565116882,9.162386285388727,174080,79,3.4612631797790527,0.0001,1.1237691640853882,0.9676806926727295,0.2,-52.90932855606079,-0.013749944846495055,0.009474217,20380,19.846603265404703,0.0580078125
86,2199,0.0018182873609475791,0.0,1.5823806524276733,1.3720528061728199,176128,80,3.461244583129883,0.0001,11.184737205505371,0.9858764410018921,0.2,-52.926885986328124,-0.009376991301542148,0.0040834392,20390,63.188518261909486,0.030908203125
87,2202,0.1598257422738243,0.0,1.6705480813980103,3.4169465874852207,178176,80,3.4617981910705566,0.0001,7.038607597351074,0.9904055595397949,0.2,-52.92693438529968,-0.005616854822437745,0.0018605113,20400,30.326157811284066,0.012646484375
88,2202,0.3097292989550624,0.0,3.358974874019623,8.670736275416104,180224,81,3.4699878692626953,0.0001,0.48461106419563293,0.9802685976028442,0.2,-52.948996090888976,-0.020928853782243094,0.013562457,20410,20.79612462557852,0.093115234375
89,2200,0.14257392883882858,0.0,2.633666008710861,5.419899032302388,182272,82,3.4706718921661377,0.0001,41.919708251953125,0.9290886521339417,0.2,-52.9802407503128,-0.005713884311262518,0.002795578,20420,308.11285494565965,0.015087890625
90,2201,0.023345291236182675,0.0,1.5186932384967804,1.8727819669008132,184320,83,3.474330425262451,0.0001,2.4781062602996826,0.9936840534210205,0.2,-52.98678286075592,-0.011046027942211368,0.010413881,20430,17.792395925521852,0.0568359375
91,2206,0.14010006265016273,0.0,1.874274581670761,4.918563430095143,186368,84,3.4751193523406982,0.0001,3.222114086151123,0.9899857044219971,0.2,-53.00000700950623,-0.015417496749432758,0.007881909,20440,21.721223372220994,0.04267578125
92,2206,0.37904382645501755,0.0,3.8834618031978607,8.550456971955784,188416,85,3.4777328968048096,0.0001,1.4736369848251343,0.9586279392242432,0.2,-53.003729939460754,-0.011642547007068061,0.0077125877,20450,33.96873594969511,0.04072265625
93,2201,0.14212548432988115,0.0,1.5231708884239197,8.159018846132298,190464,86,3.4764504432678223,0.0001,0.5884571671485901,0.992299497127533,0.2,-53.01166145801544,-0.014303007879061625,0.010584123,20460,18.57927587479353,0.05966796875
94,2202,0.09687465874594636,0.0,1.6957406401634216,2.644164561195737,192512,87,3.4765021800994873,0.0001,1.3251338005065918,0.9976643919944763,0.2,-53.00599091053009,-0.010288382528233341,0.006350175,20470,10.13852332085371,0.05078125
95,2206,0.2616620007902384,0.0,4.053539991378784,8.78172492028803,194560,88,3.4757912158966064,0.0001,1.55317223072052,0.9939919114112854,0.2,-53.00767018795013,-0.013325132965110242,0.008550109,20480,15.658332489430904,0.05830078125
96,2206,0.35877883732609916,0.0,3.2068471908569336,12.059469087837218,196608,89,3.484051465988159,0.0001,0.09311136603355408,0.9758082628250122,0.2,-53.02140986919403,-0.024081411062797996,0.016284965,20490,4.334188026562333,0.149755859375
97,2204,0.1419365257024765,0.0,3.83897203207016,9.52306077759036,198656,90,3.488999605178833,0.0001,1.0858994722366333,0.9953343272209167,0.2,-53.05864944458008,-0.012584794295253231,0.013013615,20500,11.71371022388339,0.085546875
98,2203,0.09738837333861738,0.0,1.3453713059425354,1.8385058270169818,200704,91,3.4895942211151123,0.0001,1.770581841468811,0.9972335696220398,0.2,-53.080115938186644,-0.005334799819684122,0.005505176,20510,14.263535445928573,0.021337890625
99,2205,0.2407093495130539,0.0,1.982784241437912,4.809050999426441,202752,91,3.499162197113037,0.0001,0.7887665033340454,0.9964706897735596,0.2,-53.10181565284729,-0.019373201450798662,0.010655381,20520,9.576352280378341,0.06728515625
100,2206,0.28920389563427307,0.0,4.168448209762573,9.339022552759808,204800,92,3.5008387565612793,0.0001,0.5452951192855835,0.9744352698326111,0.2,-53.137206649780275,-0.016529275543871336,0.010091256,20530,9.62048598229885,0.0798828125
101,2204,0.1429942726972513,0.0,2.6985559463500977,6.747247967737597,206848,93,3.4997317790985107,0.0001,1.1112051010131836,0.9922556281089783,0.2,-53.13762264251709,-0.012232533897622489,0.0076061613,20540,28.728564159572123,0.036181640625
102,2205,0.24161703215213493,0.0,1.3363304436206818,3.5800415472396754,208896,94,3.500675678253174,0.0001,1.5759680271148682,0.9908775687217712,0.2,-53.1349338054657,-0.009630036493763327,0.004794471,20550,25.869342921674253,0.022265625
103,2208,0.3804662525653839,0.0,1.922188013792038,6.919413549735737,210944,95,3.501845598220825,0.0001,1.2512792348861694,0.9823228716850281,0.2,-53.137937331199645,-0.015094941155984998,0.009267633,20560,30.177532954514028,0.044873046875
104,2205,0.570382171892561,0.0,2.3577950298786163,11.13475597531633,212992,96,3.503830671310425,0.0001,2.0713539123535156,0.9692277312278748,0.2,-53.14383897781372,-0.01411357558099553,0.008404929,20570,37.69025416523218,0.04248046875
105,2199,0.19215647876262665,0.0,1.6572262346744537,2.8187482718497074,215040,97,3.50413179397583,0.0001,1.6398396492004395,0.9844151139259338,0.2,-53.15138800144196,-0.00814904562139418,0.0059598247,20580,53.61604319959879,0.0265625
106,2203,0.18455083371372893,0.0,3.1747877299785614,6.293066452485369,217088,98,3.5039877891540527,0.0001,0.4484538435935974,0.9921194911003113,0.2,-53.15357086658478,-0.013239421471371315,0.008526405,20590,13.364328242093325,0.057568359375
107,2206,0.43716165143996477,0.0,4.123940080404282,14.236358331765096,219136,99,3.502723217010498,0.0001,1.601489543914795,0.9910420775413513,0.2,-53.150914549827576,-0.017960575799224898,0.010720201,20600,16.282961001247166,0.071044921875
108,2204,0.4764760941325221,0.0,6.358171075582504,22.379710205292433,221184,100,3.502537488937378,0.0001,7.506269454956055,0.97472083568573,0.2,-53.14370548725128,-0.006744134120526724,0.002917952,20610,102.91958083510399,0.021435546875
109,2201,0.0015918195276753977,0.0,1.795910269021988,1.5811657015001392,223232,101,3.5029990673065186,0.0001,6.715601444244385,0.9874610304832458,0.2,-53.144951128959654,-0.004892655872390605,0.00427432,20620,75.49844237565995,0.020263671875
110,2200,0.17934626490750816,0.0,1.6992341876029968,3.52466055665564,225280,102,3.5072433948516846,0.0001,0.12813225388526917,0.9987046718597412,0.2,-53.15852868556976,-0.018208696419605985,0.011926363,20630,4.586488620564341,0.089404296875
111,2204,0.2858855567756109,0.0,3.120540201663971,7.9436626462455635,227328,103,3.507061004638672,0.0001,3.4750704765319824,0.8909879326820374,0.2,-53.17237918376922,-0.007823814771836624,0.0046325163,20640,347.74740079641344,0.015966796875
112,2205,0.2486233342497144,0.0,4.307921141386032,9.742437186647647,229376,104,3.5082366466522217,0.0001,1.51344633102417,0.9832133650779724,0.2,-53.173572635650636,-0.011070899985497817,0.0065468852,20650,36.60118522047996,0.03291015625
113,2203,0.14234715400380082,0.0,1.7743294537067413,5.378462664224709,231424,105,3.508687973022461,0.0001,1.0006859302520752,0.9916147589683533,0.2,-53.17977738380432,-0.01440307428711094,0.009281964,20660,25.8835530847311,0.0548828125
114,2203,0.0027615517246886156,0.0,1.6592555046081543,3.2412986701633226,233472,105,3.51263689994812,0.0001,0.6431386470794678,0.997205913066864,0.2,-53.187766146659854,-0.014396240278438199,0.016479386,20670,10.11472817286849,0.0880859375
115,2206,0.23931806386099197,0.0,3.8414412140846252,9.178233639075156,235520,106,3.515087842941284,0.0001,2.837803840637207,0.9935803413391113,0.2,-53.208546328544614,-0.012611478359031026,0.0063545164,20680,16.57196620553732,0.05126953125
116,2201,0.24619181751040742,0.0,2.674408793449402,8.097149215892188,237568,107,3.5147006511688232,0.0001,2.6653096675872803,0.9470193386077881,0.2,-53.21515681743622,-0.00882957316644024,0.004991737,20690,40.008343094587325,0.024462890625
