time/iterations,time/time_elapsed,custom/min_dyn_distance,custom/collision,custom/mean_z_error,time/total_timesteps,custom/mean_form_error,time/fps,train/learning_rate,train/loss,train/approx_kl,train/entropy_loss,train/explained_variance,train/clip_fraction,train/n_updates,train/policy_gradient_loss,train/clip_range,train/std,train/value_loss
11,46,2.282257556915283,0.0,0.36603313832893036,90112,7.814320449292281,1951,0.0001,1.6585350036621094,0.0075578205,-68.53132456541061,0.9715985655784607,0.047265625,41620,-0.013339935051044449,0.2,7.763369560241699,46.38683844357729
12,50,3.25481179356575,0.0,0.15051325410604477,98304,6.0398151068640225,1949,0.0001,3.4263269901275635,0.0073473863,-68.56198244094848,0.9591988325119019,0.04471435546875,41630,-0.012538585169386352,0.2,7.7833991050720215,68.50911227539181
13,54,2.59510937333107,0.0,0.3720508933183737,106496,9.86781277128743,1957,0.0001,3.711501121520996,0.0063156774,-68.58994996547699,0.9532812237739563,0.03494873046875,41640,-0.00973544207663508,0.2,7.7861762046813965,186.5105794712901
14,58,5.589184075593948,0.0,0.23194348288234323,114688,10.892351506766877,1950,0.0001,4.3189544677734375,0.007650191,-68.61207547187806,0.9732197523117065,0.04266357421875,41650,-0.01413827825745102,0.2,7.794457912445068,44.61017524413764
15,64,5.545354872941971,0.0,0.3861825510975905,122880,13.36265871088696,1908,0.0001,1.45573091506958,0.005833756,-68.62900593280793,0.952491819858551,0.02569580078125,41660,-0.009872554504181608,0.2,7.800051212310791,104.64648288488388
16,68,4.620794177055359,0.0,0.37668060735450126,131072,20.144316740152927,1918,0.0001,2.773108720779419,0.0075760004,-68.65241519212722,0.9616625308990479,0.0451171875,41670,-0.012597320483473595,0.2,7.822122097015381,63.98013217188418
17,72,4.654375046491623,0.0,0.2414353757922072,139264,10.683018669459033,1927,0.0001,1.9559729099273682,0.007036987,-68.70293495655059,0.9711350798606873,0.0361083984375,41680,-0.012973022904407116,0.2,7.840811252593994,48.77745798565447
18,76,2.9125158339738846,0.0,0.4309968948364258,147456,11.677990008555193,1929,0.0001,0.9118010997772217,0.0076720323,-68.74227874279022,0.9753487706184387,0.046435546875,41690,-0.013996648620377528,0.2,7.850523471832275,36.66005311906338
19,80,6.959658563137054,0.0,0.39358770847320557,155648,12.388767963394601,1938,0.0001,2.881757974624634,0.0051705996,-68.74588170051575,0.9356464743614197,0.0203369140625,41700,-0.009791219922044547,0.2,7.843558311462402,148.9309914328158
20,84,2.2674493193626404,0.0,0.28521900475607254,163840,7.623352961172503,1942,0.0001,1.656708836555481,0.00798781,-68.74802589416504,0.9811283349990845,0.05059814453125,41710,-0.014373735393746756,0.2,7.8523759841918945,44.000091049820185
21,88,2.7232111990451813,0.0,0.20122787207947113,172032,4.563174015885335,1938,0.0001,3.365018606185913,0.0073031853,-68.7792630314827,0.9826788306236267,0.04412841796875,41720,-0.014101833692984655,0.2,7.861745357513428,37.480200086534026
22,92,1.623622566461563,0.0,0.0443741470517125,180224,2.0074544050604026,1941,0.0001,1.4446282386779785,0.007497143,-68.79403529167175,0.9577996730804443,0.0362548828125,41730,-0.011208585785425385,0.2,7.861279487609863,92.51365006007254
23,96,1.8214555978775024,0.0,0.02693781891139224,188416,2.1764200329439456,1947,0.0001,1.101659893989563,0.006103656,-68.81179993152618,0.9756864905357361,0.02841796875,41740,-0.009726474440685706,0.2,7.876486778259277,32.16917950958013
24,101,2.0870896875858307,0.0,0.14258623868227005,196608,3.7676789321804343,1942,0.0001,2.7097272872924805,0.0073902505,-68.8429501414299,0.9811021089553833,0.03697509765625,41750,-0.012773584146998473,0.2,7.884056091308594,42.05374742858112
25,105,2.1352351009845734,0.0,0.3410099968314171,204800,7.922450450491326,1944,0.0001,2.362967014312744,0.007159926,-68.86064608097077,0.967197835445404,0.03558349609375,41760,-0.011534380785815302,0.2,7.888425350189209,56.89628499262035
26,109,1.8740184307098389,0.0,0.38481695725931786,212992,8.156175436922718,1943,0.0001,1.262410044670105,0.0067274184,-68.87663106918335,0.984019935131073,0.03316650390625,41770,-0.0114268839606666,0.2,7.903477668762207,40.51714984513819
27,113,3.2322645783424377,0.0,0.42712388187646866,221184,6.469706027918598,1947,0.0001,1.0123456716537476,0.006817825,-68.89647053480148,0.9731659889221191,0.0352294921875,41780,-0.012821074687963119,0.2,7.908925533294678,46.89398109875619
28,117,3.7253486812114716,0.0,0.36719031631946564,229376,7.691624519232578,1950,0.0001,1.728990077972412,0.006567411,-68.90975621938705,0.9783696532249451,0.03060302734375,41790,-0.011118102197724512,0.2,7.914894104003906,38.490071806684135
29,121,2.109979748725891,0.0,0.12212663740501739,237568,2.8950177554105427,1949,0.0001,1.3458808660507202,0.0076100463,-68.93535717725754,0.9777740836143494,0.04459228515625,41800,-0.012005356566805857,0.2,7.928427696228027,25.80137794222683
30,126,2.8462976813316345,0.0,0.1618822425371036,245760,5.004004565345417,1936,0.0001,2.9292492866516113,0.0058021415,-68.9523512005806,0.962033212184906,0.026123046875,41810,-0.010484468199138064,0.2,7.9248857498168945,72.79981065019965
31,130,2.4714101254940033,0.0,0.2211101740540471,253952,5.533044172768969,1940,0.0001,3.126704216003418,0.007260135,-68.94165322780609,0.9827826023101807,0.0375244140625,41820,-0.010888312891620445,0.2,7.921244144439697,32.150098929554225
32,134,1.7578351944684982,0.0,0.3904484793602023,262144,5.947918205029012,1945,0.0001,1.000291347503662,0.00755928,-68.95806772708893,0.9724301695823669,0.0426513671875,41830,-0.012689610566667398,0.2,7.93744421005249,45.82468391973525
33,139,2.416696071624756,0.0,0.22151120752096176,270336,4.943529365707493,1944,0.0001,2.3537890911102295,0.007305459,-68.99223936796189,0.9760355353355408,0.03697509765625,41840,-0.012733234245388303,0.2,7.946403503417969,33.75494592301548
34,143,2.943946897983551,0.0,0.4492808058857918,278528,14.58826084343453,1945,0.0001,0.9850261211395264,0.0062787924,-69.03132383823394,0.9772279858589172,0.0325439453125,41850,-0.011226314825762529,0.2,7.966111183166504,27.880236268788575
35,147,3.3816833794116974,0.0,0.33746491075726226,286720,15.753981065612985,1948,0.0001,17.22751235961914,0.0054803286,-69.06316013336182,0.9566810727119446,0.01923828125,41860,-0.00952007662235701,0.2,7.959564208984375,76.14426413215696
36,151,3.389835864305496,0.0,0.23691385684651323,294912,12.176643420545807,1951,0.0001,2.9002904891967773,0.0067781038,-69.07329763174057,0.9784709811210632,0.03841552734375,41870,-0.01196014785382431,0.2,7.970332145690918,36.113983158767226
37,154,2.152103066444397,0.0,0.2407778576016426,303104,10.099884909735378,1955,0.0001,0.8243485689163208,0.007988544,-69.09562997817993,0.9801973700523376,0.0493896484375,41880,-0.013946279546507867,0.2,7.976259708404541,23.524355000443755
38,159,2.6903975903987885,0.0,0.284655506908166,311296,10.329500978031037,1956,0.0001,1.4762208461761475,0.006515707,-69.12103201150894,0.9792541265487671,0.0313720703125,41890,-0.010906161159800832,0.2,7.993721008300781,34.9730577012524
39,163,4.944398567080498,0.0,0.322703550758888,319488,10.00055564535448,1959,0.0001,1.5906145572662354,0.0064396104,-69.16102420091629,0.9736521244049072,0.03289794921875,41900,-0.012473288324690657,0.2,8.007633209228516,30.542399652302265
40,167,3.471657544374466,0.0,0.11443406789476285,327680,5.99304126477359,1961,0.0001,1.1061217784881592,0.0071114134,-69.18823013305663,0.975105881690979,0.0346435546875,41910,-0.012997139746221364,0.2,8.013766288757324,30.767135904356838
41,170,3.1799791157245636,0.0,0.1897061646086513,335872,7.043063445937207,1964,0.0001,1.159901738166809,0.007514227,-69.18330900669098,0.9810211658477783,0.05062255859375,41920,-0.01266144836699823,0.2,7.9965314865112305,26.598994554951787
42,174,4.158035606145859,0.0,0.3789505481836386,344064,10.137247435958729,1968,0.0001,0.4727025032043457,0.006953699,-69.18046549558639,0.9693370461463928,0.03829345703125,41930,-0.012728956749197096,0.2,8.009552955627441,27.669379599392414
43,179,7.051402807235718,0.0,0.42920578122721054,352256,14.780435135971167,1966,0.0001,1.9879930019378662,0.0065717297,-69.18453633785248,0.9780302047729492,0.03834228515625,41940,-0.0124638164164935,0.2,7.993709564208984,26.995304613374174
44,182,5.2070392370224,0.0,0.37935951053805184,360448,18.29738549674985,1970,0.0001,8.57721996307373,0.0068822936,-69.16878529787064,0.9777432680130005,0.03721923828125,41950,-0.012627986889128806,0.2,7.9938764572143555,30.429544019326567
45,186,5.362253904342651,0.0,0.5197588533192175,368640,16.91055187452888,1972,0.0001,0.3916477560997009,0.008364286,-69.16507979631425,0.9807497262954712,0.05523681640625,41960,-0.013933040791744133,0.2,7.994697570800781,19.41903431285173
46,190,4.247937321662903,0.0,0.23119858057179954,376832,16.099297337723694,1975,0.0001,0.7822139263153076,0.007875752,-69.1717793226242,0.9738402366638184,0.04700927734375,41970,-0.014958096091868356,0.2,8.005842208862305,21.288457915559412
47,194,3.695535033941269,0.0,0.36128506957902573,385024,14.869052480110883,1977,0.0001,1.3364336490631104,0.006177633,-69.20543016195298,0.9844134449958801,0.03603515625,41980,-0.010865285178806517,0.2,8.01984691619873,19.35532613620162
48,198,4.772973269224167,0.0,0.21033502658247016,393216,13.374936420836548,1979,0.0001,1.399552822113037,0.005150426,-69.23382288217545,0.9624765515327454,0.02164306640625,41990,-0.009669221223612112,0.2,8.022374153137207,115.46705583184958
49,202,5.75558802485466,0.0,0.4390422791329911,401408,16.63807228932073,1979,0.0001,1.6151155233383179,0.007637338,-69.25549231767654,0.9840141534805298,0.0476318359375,42000,-0.01268859048941522,0.2,8.037954330444336,22.865075635537504
50,206,2.1153664886951447,0.0,0.33934325276641175,409600,10.884852481180374,1983,0.0001,0.306180864572525,0.009042725,-69.29715859889984,0.9708852767944336,0.0608154296875,42010,-0.014967918799447944,0.2,8.05291748046875,19.741831121221185
51,210,2.9304358065128326,0.0,0.42494547068781685,417792,10.022579928390112,1983,0.0001,2.086672782897949,0.005311318,-69.33512184619903,0.9677600860595703,0.02198486328125,42020,-0.010779172943148296,0.2,8.076814651489258,61.32815294712782
52,214,2.5365471839904785,0.0,0.2978236898779869,425984,11.182410653063481,1983,0.0001,0.7481451034545898,0.008639027,-69.38394246101379,0.9725869297981262,0.05048828125,42030,-0.014806461426633177,0.2,8.093354225158691,22.8748303277418
53,218,2.331058531999588,0.0,0.2842168897332158,434176,12.5230540136724,1986,0.0001,1.2507585287094116,0.0066971416,-69.42502213716507,0.9678983688354492,0.0285888671875,42040,-0.01030017896409845,0.2,8.113346099853516,34.98550850469619
54,224,6.758885234594345,0.0,0.28237939774408005,442368,16.33663656233042,1973,0.0001,1.0432547330856323,0.007616164,-69.47638133764266,0.9809165000915527,0.048876953125,42050,-0.012795801126412699,0.2,8.132624626159668,11.579113397095352
55,228,1.314296394586563,0.0,0.0011145114694954827,450560,1.098203035646775,1975,0.0001,0.9107490181922913,0.0068685845,-69.47304549217225,0.9861820936203003,0.03839111328125,42060,-0.010700076400098624,0.2,8.111776351928711,18.874029370769858
56,231,1.3727569878101349,0.0,0.0012099712912458926,458752,0.9304438026051806,1977,0.0001,0.7335660457611084,0.007556201,-69.44296573400497,0.973686933517456,0.04752197265625,42070,-0.01263729952297581,0.2,8.113313674926758,16.87419104576111
57,235,1.4168375432491302,0.0,0.0010125249827979133,466944,0.9864507286672686,1980,0.0001,1.607088327407837,0.005998118,-69.4475715637207,0.9749946594238281,0.027783203125,42080,-0.010851233584617148,0.2,8.118428230285645,24.15299178287387
58,239,1.251537263393402,0.0,0.0007252275972859934,475136,0.927578218140347,1982,0.0001,1.1334748268127441,0.0071300277,-69.4623605966568,0.9728871583938599,0.044287109375,42090,-0.013823733381286729,0.2,8.121882438659668,20.968222232721747
59,243,1.7091483771800995,0.0,0.03663308918476105,483328,1.7620661397561137,1984,0.0001,0.8059362173080444,0.0079298485,-69.468226313591,0.9826318621635437,0.04815673828125,42100,-0.013270128994918196,0.2,8.126849174499512,18.09156248252839
60,247,1.8683180212974548,0.0,0.0011435031774453819,491520,2.0121188963356356,1985,0.0001,0.920513927936554,0.009087912,-69.46535992622375,0.9763133525848389,0.06895751953125,42110,-0.015799110484658742,0.2,8.124252319335938,12.587637184374035
61,251,2.536637008190155,0.0,0.11617519984429237,499712,4.5853152661585295,1987,0.0001,0.21632611751556396,0.007258594,-69.46071536540985,0.9769724011421204,0.0400146484375,42120,-0.013603754422365454,0.2,8.119893074035645,16.025888547766954
62,255,1.8217135667800903,0.0,0.24761063755431678,507904,4.052686751953644,1989,0.0001,0.4791683852672577,0.006175576,-69.46463024616241,0.9577451348304749,0.0247802734375,42130,-0.010425302606745391,0.2,8.124455451965332,36.804470697790386
63,259,2.9947223365306854,0.0,0.3733500301896129,516096,7.876626341208594,1991,0.0001,1.1311314105987549,0.008180071,-69.4798339009285,0.9782492518424988,0.05032958984375,42140,-0.014955910197386402,0.2,8.12843132019043,14.814753472618758
64,263,2.7158114314079285,0.0,0.05469861773599405,524288,5.743923398697024,1992,0.0001,0.4738590121269226,0.007755559,-69.50203133821488,0.9722715616226196,0.0443115234375,42150,-0.014074943216110114,0.2,8.14057731628418,19.119460649602114
65,267,3.259482830762863,0.0,0.13579462765483186,532480,6.888258952493183,1993,0.0001,0.47089114785194397,0.0070256256,-69.53418513536454,0.9756089448928833,0.04456787109375,42160,-0.01192940012042527,0.2,8.154627799987793,14.728318640217186
66,271,2.483254134654999,0.0,0.26890706419362687,540672,6.807142391529414,1994,0.0001,1.0786868333816528,0.0073188622,-69.56075336933137,0.9736563563346863,0.04515380859375,42170,-0.0133727242515306,0.2,8.164068222045898,19.021821299754084
67,274,2.124002754688263,0.0,0.43606135397567414,548864,12.493771067501763,1996,0.0001,0.7723411917686462,0.007882534,-69.58703302145004,0.969292938709259,0.051953125,42180,-0.014069993696466554,0.2,8.177358627319336,13.036236642673611
68,281,2.238516628742218,0.0,0.2796948373434134,557056,10.553306276459157,1981,0.0001,0.5324498414993286,0.007120413,-69.59630970954895,0.9775481820106506,0.03609619140625,42190,-0.0124712519980676,0.2,8.172739028930664,17.769660953246056
69,287,3.6073496341705322,0.0,0.28302334173349664,565248,14.671578791947804,1966,0.0001,2.9989123344421387,0.0060598943,-69.58312653303146,0.9819722771644592,0.03009033203125,42200,-0.011372543395555112,0.2,8.171107292175293,19.693666922673582
70,292,3.4428691267967224,0.0,0.38004994616494514,573440,7.494162952487777,1962,0.0001,0.553379476070404,0.0059895404,-69.57898200750351,0.9733797907829285,0.028662109375,42210,-0.009752741860211245,0.2,8.17082691192627,12.01015002205968
71,296,4.665709495544434,0.0,0.42894134670495987,581632,12.308719579878325,1963,0.0001,1.4848049879074097,0.0066873636,-69.59031200408936,0.9771791100502014,0.031640625,42220,-0.012556412302728859,0.2,8.179542541503906,22.861475490406157
72,300,5.817076623439789,0.0,0.2372310057398863,589824,16.24489835086724,1964,0.0001,0.3879903256893158,0.0076441634,-69.6188253045082,0.9816942811012268,0.0568359375,42230,-0.013931577240873594,0.2,8.192209243774414,10.973982711695134
73,304,5.246266067028046,0.0,0.5753147602081299,598016,20.816113671382453,1965,0.0001,1.1087048053741455,0.0071984213,-69.65106319189071,0.9691027402877808,0.0406494140625,42240,-0.012321894084016094,0.2,8.209854125976562,20.440488398633896
74,308,3.890190064907074,0.0,0.1742483671696391,606208,12.415872066039359,1967,0.0001,0.40726742148399353,0.007969612,-69.684352850914,0.9818927049636841,0.0452392578125,42250,-0.013406354586913949,0.2,8.21745777130127,15.446925554051996
75,312,2.3351266384124756,0.0,0.24160423950525,614400,5.610030227229959,1968,0.0001,0.5721868276596069,0.007175902,-69.71061060428619,0.9837538599967957,0.0496826171875,42260,-0.00968256055493839,0.2,8.2306547164917,7.889412540383637
76,315,5.789090603590012,0.0,0.30928535014390945,622592,13.910967246304821,1970,0.0001,0.3986130356788635,0.0077983723,-69.73236068487168,0.9569558501243591,0.046435546875,42270,-0.013813924667920219,0.2,8.23975944519043,13.767756026610732
77,319,4.462285161018372,0.0,0.2870291575673036,630784,12.142705088446295,1971,0.0001,0.4367314577102661,0.008724464,-69.74313375949859,0.9782922863960266,0.0614501953125,42280,-0.015417703790444649,0.2,8.24059772491455,12.218557552061975
78,323,4.681943356990814,0.0,0.3857351437181933,638976,11.820265796888211,1973,0.0001,2.023289918899536,0.0035479676,-69.73942011594772,0.9452152848243713,0.0088134765625,42290,-0.005789253617695067,0.2,8.235090255737305,107.0786579478532
79,327,4.311811059713364,0.0,0.2818292439042125,647168,8.907097231684215,1975,0.0001,1.462221622467041,0.00684463,-69.73644397258758,0.9774386882781982,0.03968505859375,42300,-0.01137131014475017,0.2,8.237393379211426,23.432383160293103
80,331,4.587622255086899,0.0,0.15009038857533596,655360,9.41850840155786,1975,0.0001,0.6984128952026367,0.0077938163,-69.74104561805726,0.980630099773407,0.04698486328125,42310,-0.01383925748814363,0.2,8.235099792480469,13.170415277779103
81,335,4.2673386335372925,0.0,0.2804277017712593,663552,8.970082067387843,1977,0.0001,1.1760916709899902,0.006540014,-69.73522173166275,0.9700493812561035,0.02978515625,42320,-0.011690929714677622,0.2,8.236391067504883,28.34962776787579
82,339,3.8048867285251617,0.0,0.23861244025465567,671744,10.563894457345684,1978,0.0001,0.4394948184490204,0.008786788,-69.72907003164292,0.9751196503639221,0.0639892578125,42330,-0.015078539084061048,0.2,8.233028411865234,10.477466677501798
83,343,4.836608469486237,0.0,0.2393623054085765,679936,11.252444298631614,1980,0.0001,1.2713065147399902,0.006637386,-69.71711765527725,0.9666239023208618,0.03072509765625,42340,-0.011869347460014978,0.2,8.2310209274292,11.863685555383563
84,347,7.960553467273712,0.0,0.2871417448041029,688128,18.856841341775002,1981,0.0001,0.804262101650238,0.006421622,-69.72052518129348,0.9735279679298401,0.03614501953125,42350,-0.011510873786028242,0.2,8.244504928588867,20.776119330339135
85,351,3.0730818808078766,0.0,0.19269756828725804,696320,6.694688521243615,1982,0.0001,2.09816837310791,0.007144935,-69.75224537849427,0.9820334315299988,0.040869140625,42360,-0.011991629513067892,0.2,8.264898300170898,13.831515784561635
86,355,3.086488664150238,0.0,0.14763382749515586,704512,6.788059988123059,1983,0.0001,7.374892711639404,0.00905207,-69.79501627683639,0.9788864254951477,0.061962890625,42370,-0.015502965373161714,0.2,8.286734580993652,14.108917747810484
87,359,2.4704980552196503,0.0,0.3342086285338155,712704,4.95275862878559,1984,0.0001,1.0749332904815674,0.008198068,-69.8359228014946,0.9736526608467102,0.05,42380,-0.01435483981258585,0.2,8.296366691589355,15.144609832018613
88,362,2.4593213498592377,0.0,0.23772484436631203,720896,8.06266318411805,1986,0.0001,0.6377273797988892,0.006933233,-69.85775229930877,0.9758102297782898,0.03155517578125,42390,-0.011426113055131281,0.2,8.309158325195312,19.16103415694088
89,366,2.0126975178718567,0.0,0.14202858805947471,729088,7.040901184122896,1987,0.0001,1.2735083103179932,0.0062855016,-69.87488371133804,0.9656899571418762,0.02994384765625,42400,-0.011460038205404999,0.2,8.318310737609863,33.03103828579187
90,371,4.044224232435226,0.0,0.25036791563616134,737280,6.105265393020465,1982,0.0001,0.8030385971069336,0.007029128,-69.89139074087143,0.9770699143409729,0.04051513671875,42410,-0.010227793363446836,0.2,8.318197250366211,10.54976066108793
91,375,2.761141747236252,0.0,0.3984277367562754,745472,9.606036932431751,1983,0.0001,0.6751598119735718,0.00891426,-69.892305290699,0.9735116958618164,0.06102294921875,42420,-0.01500812435770058,0.2,8.322969436645508,9.271968529373407
92,379,3.0646418929100037,0.0,0.19082231374341063,753664,5.643485244599702,1983,0.0001,1.030983805656433,0.0071391785,-69.91952646970749,0.9706279635429382,0.040478515625,42430,-0.014258515662731952,0.2,8.342530250549316,12.756300970166922
93,383,3.4450617730617523,0.0,0.1970187917322619,761856,7.471087513231934,1984,0.0001,0.4917662441730499,0.009906309,-69.96453663110734,0.9811060428619385,0.07625732421875,42440,-0.016186712472699583,0.2,8.361438751220703,8.569319965969772
94,387,3.0196635723114014,0.0,0.14217191337957047,770048,8.961583573533051,1985,0.0001,0.5869160890579224,0.0072321817,-69.99054398536683,0.9598077535629272,0.03836669921875,42450,-0.013408529701337102,0.2,8.365433692932129,12.748857990652322
95,391,5.067174345254898,0.0,0.19079641401185654,778240,9.077478130916768,1987,0.0001,0.9113997220993042,0.007204105,-70.01573232412338,0.9824131727218628,0.04173583984375,42460,-0.011294745431223418,0.2,8.387121200561523,14.24559898711741
96,395,4.263906002044678,0.0,0.28380349875078537,786432,12.249900770750974,1988,0.0001,0.7006676197052002,0.0075429026,-70.04549376964569,0.9791008830070496,0.04779052734375,42470,-0.011519221420167014,0.2,8.391962051391602,14.061847833357751
97,399,3.2072493731975555,0.0,0.329660569128464,794624,14.108435626935652,1988,0.0001,0.1468917429447174,0.008651998,-70.05390665531158,0.9761614799499512,0.0618408203125,42480,-0.01494960240815999,0.2,8.385478973388672,8.142037712968886
98,403,5.039388298988342,0.0,0.18899618089199066,802816,9.44033887998507,1989,0.0001,1.5588653087615967,0.0064182896,-70.07065433263779,0.9801644682884216,0.0364013671875,42490,-0.010757871522582719,0.2,8.40489387512207,27.095919119752942
99,407,4.423658549785614,0.0,0.14306631237559486,811008,5.926086589184688,1990,0.0001,0.998871922492981,0.00712156,-70.08946121931076,0.9719938039779663,0.036376953125,42500,-0.012679113842386869,0.2,8.399115562438965,24.193531199730934
100,411,2.087613582611084,0.0,0.05171936593251303,819200,2.5275052964484828,1992,0.0001,0.34499257802963257,0.0076690754,-70.09215211868286,0.9771432876586914,0.0476318359375,42510,-0.013845264887277154,0.2,8.411020278930664,9.63221146762371
101,415,3.4464519023895264,0.0,0.031416409416124225,827392,5.3434597342828685,1993,0.0001,0.5031164884567261,0.008284213,-70.10778758525848,0.9723221659660339,0.056494140625,42520,-0.013831268622379867,0.2,8.413836479187012,12.252820681594311
102,419,1.30815589427948,0.0,0.05020911921747029,835584,3.6436098548038283,1993,0.0001,0.3398597240447998,0.0067714886,-70.10373743772507,0.9839906692504883,0.031396484375,42530,-0.00940434752337751,0.2,8.406411170959473,15.753800703957676
103,423,2.9288544952869415,0.0,0.14520610272302292,843776,4.733118608160552,1993,0.0001,1.4642524719238281,0.0065093534,-70.10120836496353,0.9758191704750061,0.03150634765625,42540,-0.011348267444554949,0.2,8.413363456726074,14.245478871650993
104,427,3.262753427028656,0.0,0.35525846667587757,851968,7.82610056692333,1994,0.0001,0.16233688592910767,0.008254577,-70.09455096721649,0.9705448746681213,0.0549560546875,42550,-0.016203678881720408,0.2,8.404098510742188,10.722691022045911
105,431,3.109805643558502,0.0,0.14199299439860624,860160,9.044334530639226,1995,0.0001,0.5498800873756409,0.006615313,-70.08433231115342,0.9770228862762451,0.0374755859375,42560,-0.011105947753458167,0.2,8.41010856628418,15.89935076199472
106,435,2.71676829457283,0.0,0.2675243616104126,868352,5.020895113847699,1996,0.0001,1.010115385055542,0.007258299,-70.10859508514405,0.9794211387634277,0.04342041015625,42570,-0.013564629289248842,0.2,8.431760787963867,11.643856546841562
107,438,3.2649185061454773,0.0,0.40884514302160824,876544,9.525648496052685,1997,0.0001,0.722630500793457,0.0076051084,-70.1512407898903,0.9769511818885803,0.0446044921875,42580,-0.01401131914317375,0.2,8.45367431640625,11.189074886403978
108,442,3.6890225410461426,0.0,0.11659957691881573,884736,9.267547379476332,1997,0.0001,0.23214340209960938,0.008926485,-70.19085280895233,0.9610137343406677,0.05799560546875,42590,-0.012918146183073987,0.2,8.467610359191895,18.44450992513448
109,446,3.232250213623047,0.0,0.27067008390440606,892928,9.047598005876948,1998,0.0001,0.1762063205242157,0.007887094,-70.22646435499192,0.9815560579299927,0.0567138671875,42600,-0.013736797664751065,0.2,8.48243522644043,5.642591032013297
110,450,3.3430233895778656,0.0,0.34853333458158886,901120,8.584195013341606,1998,0.0001,0.8841689825057983,0.006678354,-70.23489917516709,0.9824758768081665,0.0326171875,42610,-0.011367566838453058,0.2,8.484092712402344,15.602158556319774
111,454,4.171056509017944,0.0,0.29071734845638275,909312,10.656958012710462,1999,0.0001,0.3323298990726471,0.008896863,-70.24434551000596,0.9641764163970947,0.06044921875,42620,-0.015389685077752801,0.2,8.500785827636719,6.567313173692673
112,458,2.5324718356132507,0.0,0.2397299438707705,917504,6.5410592402946515,2000,0.0001,0.677982747554779,0.006894756,-70.27022687196731,0.9721038937568665,0.0367919921875,42630,-0.011858235365798464,0.2,8.506503105163574,11.55094455499202
113,462,2.848986178636551,0.0,0.18989123404026031,925696,5.484201786826888,2001,0.0001,0.161985844373703,0.008260546,-70.2825896859169,0.9745369553565979,0.0522705078125,42640,-0.015132204593464848,0.2,8.509875297546387,7.032192082237453
114,466,1.55081906914711,0.0,0.0008744359074626118,933888,1.3948284276152645,2001,0.0001,1.909123182296753,0.006529423,-70.29135082960128,0.9743612408638,0.03319091796875,42650,-0.011574354849290102,0.2,8.51684284210205,17.866147492080927
115,470,1.534498006105423,0.0,0.0010518699782551266,942080,1.3992803207379727,2001,0.0001,0.26960480213165283,0.007072513,-70.3199989080429,0.9692597389221191,0.03975830078125,42660,-0.01342354391963454,0.2,8.532613754272461,17.168855446763338
116,474,1.9988543689250946,0.0,0.01194504501472693,950272,2.5986184652042863,2002,0.0001,0.1282595992088318,0.009467438,-70.34570627212524,0.971174418926239,0.0696044921875,42670,-0.016710431974570384,0.2,8.537309646606445,6.365929474961012
