time/time_elapsed,time/fps,custom/mean_form_error,custom/collision,custom/min_dyn_distance,custom/mean_z_error,time/total_timesteps,time/iterations,train/clip_fraction,train/n_updates,train/std,train/value_loss,train/loss,train/policy_gradient_loss,train/entropy_loss,train/explained_variance,train/learning_rate,train/approx_kl,train/clip_range
1248,2035,4.212228604311216,0.0,2.4275172352790833,0.07470148646098096,2541568,1241,0.27431640625,12400,2.5275979042053223,0.0006413201735995244,-0.299215704202652,-0.04483665990701411,-46.40715353488922,0.9967387914657593,0.00025,0.082488075,0.2
1249,2035,6.183386795634337,0.0,2.895496219396591,0.11099263519281521,2543616,1242,0.278564453125,12410,2.5265564918518066,0.0005906588719881256,-0.32647502422332764,-0.0420658023096621,-46.38582818508148,0.9961205720901489,0.00025,0.31221431,0.2
1250,2035,4.764418914386116,0.0,2.4347124099731445,0.1904593214421766,2545664,1243,0.267138671875,12420,2.528822422027588,0.0008337395082889998,-0.29138755798339844,-0.04348915048176423,-46.38873617649078,0.9939179420471191,0.00025,0.047874816,0.2
1251,2035,3.8081461168715305,0.0,1.741491124033928,0.09617533386153809,2547712,1244,0.2619140625,12430,2.523937940597534,0.000766666093340973,-0.28831765055656433,-0.03178336257260526,-46.372683548927306,0.9953335523605347,0.00025,0.027873907,0.2
1252,2036,2.651978778316852,0.0,1.7157066315412521,0.05517341700033285,2549760,1245,0.312451171875,12440,2.522597551345825,0.0002511489301468828,-0.2685214579105377,-0.037423543148906904,-46.35348217487335,0.9990466833114624,0.00025,0.050145365,0.2
1253,2036,3.499028378375229,0.0,2.0858066976070404,0.10314578675024677,2551808,1246,0.287841796875,12450,2.5193872451782227,0.0006490401612609276,-0.31266525387763977,-0.04882791650015861,-46.326830339431766,0.9984429478645325,0.00025,0.037761323,0.2
1254,2035,2.550949441226247,0.0,1.9727643430233002,0.10095939413076849,2553856,1247,0.28154296875,12460,2.5249812602996826,0.0005223983303949354,-0.2820242643356323,-0.04163393693743274,-46.345804166793826,0.9965291619300842,0.00025,0.051823944,0.2
1255,2035,2.213605001912458,0.0,1.8010016977787018,0.07815352519537555,2555904,1248,0.27734375,12470,2.5276761054992676,0.0008096410741472937,-0.3112433850765228,-0.05006273533799686,-46.37944991588593,0.9952279329299927,0.00025,0.03361904,0.2
1256,2036,3.257576122032372,0.0,1.962680995464325,0.12094481922395062,2557952,1249,0.26787109375,12480,2.5300452709198,0.0005355465992579411,-0.28377535939216614,-0.036143769469344986,-46.39049196243286,0.9983882904052734,0.00025,0.036620583,0.2
1256,2036,5.327703622650535,0.0,2.09951414167881,0.17331435793312266,2560000,1250,0.29716796875,12490,2.532249927520752,0.0003257416345832098,-0.3125213086605072,-0.04710265345056541,-46.40326287746429,0.9988637566566467,0.00025,0.031338528,0.2
1257,2037,5.306855715370487,0.0,3.3806854858994484,0.1577754572062986,2562048,1251,0.314697265625,12500,2.538947343826294,0.0005818575919875002,-0.3031661808490753,-0.05530285102140624,-46.43573005199433,0.9981530904769897,0.00025,0.029137854,0.2
1258,2036,4.136268946621945,0.0,2.902414232492447,0.07374560202515568,2564096,1252,0.312548828125,12510,2.537749767303467,0.0005555206399094458,-0.31013670563697815,-0.05035714097029995,-46.45219693183899,0.9978783130645752,0.00025,0.032518964,0.2
1259,2037,3.974690773833715,0.0,2.6742433458566666,0.0430479524875409,2566144,1253,0.290478515625,12520,2.53741192817688,0.0015646099286641402,-0.2881888747215271,-0.04556771108764224,-46.44677386283875,0.9949503540992737,0.00025,0.03166677,0.2
1260,2037,4.96349466321754,0.0,2.976557672023773,0.12006443366954045,2568192,1254,0.272021484375,12530,2.5432116985321045,0.0011283314444881399,-0.3081822693347931,-0.049783130691503176,-46.470054268836975,0.9912397265434265,0.00025,0.03356216,0.2
1261,2038,4.708307894105551,0.0,2.9773467630147934,0.08681179733684985,2570240,1255,0.30439453125,12540,2.54616117477417,0.0009033967924096942,-0.3110182583332062,-0.04388587658468168,-46.50390386581421,0.9920266270637512,0.00025,0.03294637,0.2
1261,2038,3.2245834149200556,0.0,2.2965275943279266,0.07259301355225034,2572288,1256,0.28310546875,12550,2.5468342304229736,0.0009645152676512226,-0.29817500710487366,-0.04274923115153797,-46.518783283233645,0.9951891899108887,0.00025,0.032483526,0.2
1262,2038,4.643806797520897,0.0,2.788492277264595,0.10511286707333056,2574336,1257,0.283203125,12560,2.549783706665039,0.00045436501322910773,-0.30713924765586853,-0.035721964479307644,-46.533372449874875,0.9985320568084717,0.00025,0.03310215,0.2
1263,2039,6.7523905970744975,0.0,3.04421404004097,0.1477399776922539,2576384,1258,0.275,12570,2.5541863441467285,0.0006896440270793391,-0.29894500970840454,-0.03722009279590566,-46.56338837146759,0.9969272017478943,0.00025,0.032203257,0.2
1264,2039,6.982598461998009,0.0,3.471963807940483,0.2910535773226002,2578432,1259,0.289501953125,12580,2.557368755340576,0.0013463065200539858,-0.28289124369621277,-0.051857772396760995,-46.60605041980743,0.9905727505683899,0.00025,0.030992031,0.2
1265,2039,3.524957065359762,0.0,1.6606254577636719,0.19089525305207644,2580480,1260,0.30400390625,12590,2.5609755516052246,0.0008982297892544012,-0.285588800907135,-0.047073958194232546,-46.62981448173523,0.9942728281021118,0.00025,0.047627233,0.2
1265,2039,3.8334194978227667,0.0,1.5058298334479332,0.1280954100220697,2582528,1261,0.27119140625,12600,2.5673346519470215,0.00041699278945088735,-0.29683375358581543,-0.04097762549063191,-46.6715487241745,0.9982098937034607,0.00025,0.044587415,0.2
1266,2040,4.473091240621803,0.0,1.6413082405924797,0.07229871230629215,2584576,1262,0.270166015625,12610,2.573935031890869,0.0008554082507544081,-0.2926844656467438,-0.03882446279749274,-46.69955160617828,0.9964464902877808,0.00025,0.029468969,0.2
1267,2040,3.278020686623916,0.0,1.5346249863505363,0.07255267947402899,2586624,1263,0.286474609375,12620,2.574655771255493,0.000849144251060352,-0.2777533233165741,-0.03786239704058971,-46.72762334346771,0.9917019605636597,0.00025,0.028923314,0.2
1268,2041,3.456314075821594,0.0,1.8933332562446594,0.06127484060561983,2588672,1264,0.286865234375,12630,2.577460765838623,0.0005883454289232759,-0.2911977469921112,-0.04544495565351099,-46.7450474023819,0.9970924258232117,0.00025,0.04947253,0.2
1269,2041,6.250440030783633,0.0,2.807565301656723,0.13855581041570986,2590720,1265,0.295947265625,12640,2.5784707069396973,0.00044490645495898207,-0.30708345770835876,-0.03925380848522764,-46.763831806182864,0.9986509084701538,0.00025,0.036898125,0.2
1269,2041,5.861966057956149,0.0,2.5327569097280502,0.09844158070336562,2592768,1266,0.30107421875,12650,2.5804760456085205,0.003528878575798444,-0.2873595356941223,-0.03070134145382326,-46.773554754257205,0.9636585116386414,0.00025,0.03326016,0.2
1270,2041,5.312292880884071,0.0,1.905142217874527,0.15054192096431507,2594816,1267,0.3060546875,12660,2.5898842811584473,0.0006944166400899121,-0.3099917769432068,-0.049360313633224,-46.83054084777832,0.9972323775291443,0.00025,0.034037746,0.2
