episode,total_reward,mean_form_error,max_form_error,form_var,mean_z_error,min_dyn_distance,collision,threat,r_terms,ic_chase_mode
0,-22.883546334603796,0.053738899528980255,0.06252497434616089,8.874877676134929e-05,0.0006429195636883378,0.10692667216062546,1.0,1.0,"{'r_form': -0.03813943405402824, 'r_form_var': -3.7274486239766694e-05, 'r_height': -0.00025716782547533515, 'r_smooth': -0.0010125772655010224, 'r_evade': -2.079219983518124, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.28398392200469974, 'collision': -8.0}",round_robin
1,-22.575541453989533,0.05371604487299919,0.05856257304549217,3.307045699330047e-05,0.0006549239042215049,0.10680519044399261,1.0,1.0,"{'r_form': -0.03585944926831871, 'r_form_var': -1.3889591937186195e-05, 'r_height': -0.00026196956168860196, 'r_smooth': -0.001034778580069542, 'r_evade': -2.0795844286680225, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.22516388893127443, 'collision': -8.0}",nearest
2,-3.489892773035216,0.08298734575510025,0.0835462138056755,2.294272007929976e-07,0.0006176471943035722,0.10192268341779709,1.0,1.0,"{'r_form': -0.05401736424770206, 'r_form_var': -9.635942433305899e-08, 'r_height': -0.0002470588777214289, 'r_smooth': -0.0007086516171693802, 'r_evade': -2.094231949746609, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.2234536647796631, 'collision': -8.0}",round_robin
3,-5.8504395464248224,0.05053884908556938,0.06104203686118126,9.610379493096843e-05,3.243684841436334e-05,0.10585485398769379,1.0,1.0,"{'r_form': -0.03696633368264884, 'r_form_var': -4.036359387100674e-05, 'r_height': -1.2974739365745336e-05, 'r_smooth': -0.001206573471426964, 'r_evade': -2.082435438036919, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.22119097709655763, 'collision': -8.0}",most_error
4,-13.491935974618238,0.04670845344662666,0.06549189239740372,0.00015482219168916345,8.721351332496852e-05,0.10486399382352829,1.0,1.0,"{'r_form': -0.03912878643255681, 'r_form_var': -6.502532050944865e-05, 'r_height': -3.488540532998741e-05, 'r_smooth': -0.0011201133579015732, 'r_evade': -2.0327576227486137, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.28471195697784424, 'collision': -8.0}",random
5,-17.882534834249046,0.043223507702350616,0.047681551426649094,8.125326530716848e-06,0.00011190176155650988,0.10283174365758896,1.0,1.0,"{'r_form': -0.028671885465737432, 'r_form_var': -3.4126371429010753e-06, 'r_height': -4.4760704622603956e-05, 'r_smooth': -0.0008698341995477676, 'r_evade': -2.0613963395357136, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.22564899921417236, 'collision': -8.0}",most_error
6,-3.097369032294604,0.08580993115901947,0.08749514818191528,1.9151846117893e-06,0.00014437436766456813,0.10655517131090164,1.0,1.0,"{'r_form': -0.05673080529086291, 'r_form_var': -8.043775369515059e-07, 'r_height': -5.7749747065827256e-05, 'r_smooth': -0.0010140428692102432, 'r_evade': -2.0803344860672954, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.21248302459716797, 'collision': -8.0}",random
7,-23.188300460403354,0.053939156234264374,0.058765579015016556,2.5317975087091327e-05,0.00029942989931441844,0.10386677086353302,1.0,1.0,"{'r_form': -0.03599021241534501, 'r_form_var': -1.0633549536578357e-05, 'r_height': -0.00011977195972576738, 'r_smooth': -0.0010058759152889252, 'r_evade': -2.0883996874094013, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.2232280731201172, 'collision': -8.0}",nearest
8,-21.97667769423002,0.04754732549190521,0.058058664202690125,6.507104990305379e-05,0.0004405975341796875,0.10979468375444412,1.0,1.0,"{'r_form': -0.03495496201561764, 'r_form_var': -2.732984095928259e-05, 'r_height': -0.000176239013671875, 'r_smooth': -0.0008864133059978485, 'r_evade': -2.070615948736668, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.2569883346557617, 'collision': -8.0}",round_robin
9,-2.816814861165226,0.07065124064683914,0.07456253468990326,9.910732842399739e-06,0.0003124237118754536,0.1056390032172203,1.0,1.0,"{'r_form': -0.04700660251080989, 'r_form_var': -4.16250779380789e-06, 'r_height': -0.00012496948475018143, 'r_smooth': -0.0014385917782783508, 'r_evade': -2.0830829903483394, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.24335927963256837, 'collision': -8.0}",most_error
10,-4.997481108725668,0.051775962114334106,0.057951778173446655,3.095037754974328e-05,0.0002688169479370117,0.10588134825229645,1.0,1.0,"{'r_form': -0.035300281555391846, 'r_form_var': -1.2999158570892178e-05, 'r_height': -0.00010752677917480469, 'r_smooth': -0.00127323716878891, 'r_evade': -2.082355955243111, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.21642699241638186, 'collision': -8.0}",round_robin
11,-6.433598490898846,0.04863842949271202,0.05669016018509865,4.3741219997173175e-05,0.0005768656847067177,0.10307757556438446,1.0,1.0,"{'r_form': -0.03427639950299636, 'r_form_var': -1.837131239881273e-05, 'r_height': -0.0002307462738826871, 'r_smooth': -0.0009284903854131698, 'r_evade': -2.090767273306847, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.2574936389923096, 'collision': -8.0}",random
12,-2.8135793825450204,0.05953674390912056,0.06295102834701538,7.930615538498387e-06,0.00042226313962601125,0.10280676186084747,1.0,1.0,"{'r_form': -0.03898275824729353, 'r_form_var': -3.3308585261693217e-06, 'r_height': -0.0001689052558504045, 'r_smooth': -0.0015959648787975311, 'r_evade': -2.091579714417458, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.2189009189605713, 'collision': -8.0}",nearest
13,-2.94875781832984,0.0571284294128418,0.06610609591007233,6.156308518256992e-05,0.00032585859298706055,0.10730563849210739,1.0,1.0,"{'r_form': -0.040510895405896, 'r_form_var': -2.5856495776679365e-05, 'r_height': -0.00013034343719482423, 'r_smooth': -0.0014901933073997499, 'r_evade': -2.078083084523678, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.21596546173095704, 'collision': -8.0}",most_error
14,-25.376183842711292,0.05461752414703369,0.0654548853635788,7.553521572845057e-05,7.280111458385363e-05,0.11074268072843552,1.0,1.0,"{'r_form': -0.03986627485603094, 'r_form_var': -3.1724790605949235e-05, 'r_height': -2.9120445833541454e-05, 'r_smooth': -0.0010701315104961395, 'r_evade': -2.067771957814694, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.2351477861404419, 'collision': -8.0}",random
15,-18.071077763034204,0.05159463360905647,0.054564621299505234,1.0253974323859438e-05,0.0002777576446533203,0.11215586960315704,1.0,1.0,"{'r_form': -0.03336206109728664, 'r_form_var': -4.306669216020963e-06, 'r_height': -0.00011110305786132812, 'r_smooth': -0.0010465146601200104, 'r_evade': -2.0635323911905292, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.2393965721130371, 'collision': -8.0}",random
16,-16.2570292267354,0.05264311283826828,0.055966272950172424,2.6285269996151328e-05,0.0004946112749166787,0.1091141626238823,1.0,1.0,"{'r_form': -0.034278575126081706, 'r_form_var': -1.1039813398383557e-05, 'r_height': -0.00019784450996667148, 'r_smooth': -0.001025182157754898, 'r_evade': -2.0726575121283535, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.2830082416534424, 'collision': -8.0}",random
17,-2.777308128742601,0.06712650507688522,0.0677938461303711,6.636690272898704e-07,0.0006722092512063682,0.10364773869514465,1.0,1.0,"{'r_form': -0.042696517664007845, 'r_form_var': -2.787409914617455e-07, 'r_height': -0.00026888370048254727, 'r_smooth': -0.0016085493564605713, 'r_evade': -2.0890567839145664, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.22742452621459963, 'collision': -8.0}",nearest
18,-18.907194260772453,0.04946908727288246,0.05403165519237518,1.4585738426831085e-05,0.000276160251814872,0.10515699535608292,1.0,1.0,"{'r_form': -0.032842591851949696, 'r_form_var': -6.126010139269056e-06, 'r_height': -0.00011046410072594881, 'r_smooth': -0.0011705408990383148, 'r_evade': -2.0469280719757084, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.278290605545044, 'collision': -8.0}",random
19,-21.222724004258364,0.045985180884599686,0.05220496654510498,1.693829835858196e-05,0.0005346536636352539,0.10796049982309341,1.0,1.0,"{'r_form': -0.031472935280762615, 'r_form_var': -7.114085310604423e-06, 'r_height': -0.00021386146545410156, 'r_smooth': -0.000906992107629776, 'r_evade': -2.07611850053072, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.24901242256164552, 'collision': -8.0}",round_robin
20,-5.44594433616887,0.04859247803688049,0.05060463026165962,4.7223284127539955e-06,0.0005700826877728105,0.10562402009963989,1.0,1.0,"{'r_form': -0.03082284194417298, 'r_form_var': -1.983377933356678e-06, 'r_height': -0.0002280330751091242, 'r_smooth': -0.0012209490686655045, 'r_evade': -2.0831279397010807, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.25599210262298583, 'collision': -8.0}",most_error
21,-3.03158183571622,0.0800355076789856,0.08278500288724899,5.666091965395026e-06,0.0004944443935528398,0.1012784019112587,1.0,1.0,"{'r_form': -0.05309151750989258, 'r_form_var': -2.3797586254659107e-06, 'r_height': -0.0001977777574211359, 'r_smooth': -0.0015236641466617584, 'r_evade': -2.0961647942662243, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.23514461517333984, 'collision': -8.0}",nearest
22,-21.763907605517613,0.04519456624984741,0.052652839571237564,3.282119723735377e-05,0.00010470151755725965,0.10674752295017242,1.0,1.0,"{'r_form': -0.031664728592149916, 'r_form_var': -1.3784902839688583e-05, 'r_height': -4.1880607022903865e-05, 'r_smooth': -0.0010219498723745347, 'r_evade': -2.079757431149483, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.24884719848632814, 'collision': -8.0}",round_robin
23,-6.089072551314706,0.057688694447278976,0.059075627475976944,7.831932862245594e-07,0.0002650856913533062,0.10564254969358444,1.0,1.0,"{'r_form': -0.03657755883876234, 'r_form_var': -3.289411802143149e-07, 'r_height': -0.00010603427654132247, 'r_smooth': -0.0013248056173324585, 'r_evade': -2.083072350919247, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.22934381961822511, 'collision': -8.0}",most_error
24,-21.605129107305444,0.04400011897087097,0.045258693397045135,2.264458089484833e-06,0.00016098022751975805,0.10552120208740234,1.0,1.0,"{'r_form': -0.027380056872498244, 'r_form_var': -9.510723975836299e-07, 'r_height': -6.439209100790322e-05, 'r_smooth': -0.0011223119497299195, 'r_evade': -2.0834363937377933, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.23245508670806886, 'collision': -8.0}",round_robin
25,-23.56316571803485,0.0493459478020668,0.06497501581907272,0.00010852469131350517,0.0005844831466674805,0.44569775462150574,0.0,1.0,"{'r_form': -0.03905673340894282, 'r_form_var': -4.558037035167217e-05, 'r_height': -0.0002337932586669922, 'r_smooth': -0.0009511115401983261, 'r_evade': -1.040811735764146, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.26996123790740967, 'collision': 0.0}",most_error
26,-2.9950326547455113,0.08266033232212067,0.08408698439598083,1.3792738400297821e-06,0.0006051063537597656,0.1024077832698822,1.0,1.0,"{'r_form': -0.0542645260412246, 'r_form_var': -5.792950128125084e-07, 'r_height': -0.00024204254150390626, 'r_smooth': -0.0012678247690200805, 'r_evade': -2.0927766501903537, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.25339930057525634, 'collision': -8.0}",most_error
27,-6.261660708607302,0.049757059663534164,0.05418802797794342,3.437656778260134e-05,0.00035409926204010844,0.10052340477705002,1.0,1.0,"{'r_form': -0.03298094432801008, 'r_form_var': -1.4438158468692561e-05, 'r_height': -0.00014163970481604338, 'r_smooth': -0.0014482469856739045, 'r_evade': -2.0717032566666607, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.21394872665405273, 'collision': -8.0}",random
28,-33.80764774307174,0.05337174981832504,0.061080750077962875,6.335788930300623e-05,2.3555756342830136e-05,0.1239815205335617,0.0,1.0,"{'r_form': -0.03726271693361923, 'r_form_var': -2.6610313507262618e-05, 'r_height': -9.422302537132056e-06, 'r_smooth': -0.0009874872863292693, 'r_evade': -2.0280554383993152, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.2732635259628296, 'collision': 0.0}",round_robin
29,-2.9701998745627094,0.06207355111837387,0.06466390192508698,1.2600228728842922e-05,0.00020265579223632812,0.10425931215286255,1.0,1.0,"{'r_form': -0.04027079695137218, 'r_form_var': -5.292096066114026e-06, 'r_height': -8.106231689453125e-05, 'r_smooth': -0.001384289562702179, 'r_evade': -2.0872220635414127, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.24568390846252441, 'collision': -8.0}",most_error
30,-5.303705420201256,0.0426781065762043,0.055365461856126785,0.00011522752174641937,0.0006721019744873047,0.10691049695014954,1.0,1.0,"{'r_form': -0.033038139693671836, 'r_form_var': -4.8395559133496135e-05, 'r_height': -0.0002688407897949219, 'r_smooth': -0.0012463134527206422, 'r_evade': -2.0792685091495517, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.2201089382171631, 'collision': -8.0}",most_error
31,-2.966201391830541,0.06807301938533783,0.0718352347612381,1.3989438230055384e-05,0.00044815539149567485,0.10642744600772858,1.0,1.0,"{'r_form': -0.04510805225931108, 'r_form_var': -5.875564056623261e-06, 'r_height': -0.00017926215659826996, 'r_smooth': -0.0017232280969619752, 'r_evade': -2.0807176619768146, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.27083811759948734, 'collision': -8.0}",nearest
32,-23.15424399314525,0.039901334792375565,0.047622740268707275,3.7125391827430576e-05,0.0006284475093707442,0.10449453443288803,1.0,1.0,"{'r_form': -0.028379438624251636, 'r_form_var': -1.5592664567520842e-05, 'r_height': -0.0002513790037482977, 'r_smooth': -0.0008934938907623291, 'r_evade': -2.0865163967013363, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.24605863094329836, 'collision': -8.0}",nearest
33,-17.326368501261744,0.05684317275881767,0.061246566474437714,2.2427515432354994e-05,0.0004118919314350933,0.10503006726503372,1.0,1.0,"{'r_form': -0.037714329943992195, 'r_form_var': -9.419556481589097e-06, 'r_height': -0.00016475677257403733, 'r_smooth': -0.0009796760976314544, 'r_evade': -2.0366070806980137, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.2588085412979126, 'collision': -8.0}",nearest
34,-22.541066962503514,0.047707848250865936,0.06304514408111572,7.808439841028303e-05,0.0002084016741719097,0.10416310280561447,1.0,1.0,"{'r_form': -0.03777711025206372, 'r_form_var': -3.279544733231887e-05, 'r_height': -8.336066966876388e-05, 'r_smooth': -0.0010200301557779312, 'r_evade': -2.087510691583157, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.23486893177032472, 'collision': -8.0}",nearest
35,-10.545661686051416,0.05856490135192871,0.06194687262177467,7.4647941801231354e-06,0.00030760763911530375,0.10624921321868896,1.0,1.0,"{'r_form': -0.03829942709300667, 'r_form_var': -3.1352135556517167e-06, 'r_height': -0.0001230430556461215, 'r_smooth': -0.000952751561999321, 'r_evade': -2.039428108930588, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.25070576667785643, 'collision': -8.0}",nearest
36,-15.661306231063797,0.050758738070726395,0.05851680040359497,2.6335275833844207e-05,0.00024602413759566844,0.10237816721200943,1.0,1.0,"{'r_form': -0.03550233236514032, 'r_form_var': -1.1060815850214566e-05, 'r_height': -9.840965503826737e-05, 'r_smooth': -0.0010182096064090729, 'r_evade': -2.0489642783999447, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.23394267559051515, 'collision': -8.0}",most_error
