step,reward,mean_form_error_m,mean_z_error_m,min_dyn_distance_m,collision_flag,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,roll_rad,pitch_rad,yaw_rad,wx_rps,wy_rps,wz_rps,x_des_m,y_des_m,z_des_m,ic_pos_jitter_d0_x_m,ic_pos_jitter_d0_y_m,ic_pos_jitter_d0_z_m,ic_yaw_jitter_d0_rad,ic_vel_jitter_d0_x_mps,ic_vel_jitter_d0_y_mps,ic_vel_jitter_d0_z_mps,ic_pos_jitter_d1_x_m,ic_pos_jitter_d1_y_m,ic_pos_jitter_d1_z_m,ic_yaw_jitter_d1_rad,ic_vel_jitter_d1_x_mps,ic_vel_jitter_d1_y_mps,ic_vel_jitter_d1_z_mps,ic_pos_jitter_d2_x_m,ic_pos_jitter_d2_y_m,ic_pos_jitter_d2_z_m,ic_yaw_jitter_d2_rad,ic_vel_jitter_d2_x_mps,ic_vel_jitter_d2_y_mps,ic_vel_jitter_d2_z_mps,ic_pos_jitter_d3_x_m,ic_pos_jitter_d3_y_m,ic_pos_jitter_d3_z_m,ic_yaw_jitter_d3_rad,ic_vel_jitter_d3_x_mps,ic_vel_jitter_d3_y_mps,ic_vel_jitter_d3_z_mps,ic_pos_jitter_d4_x_m,ic_pos_jitter_d4_y_m,ic_pos_jitter_d4_z_m,ic_yaw_jitter_d4_rad,ic_vel_jitter_d4_x_mps,ic_vel_jitter_d4_y_mps,ic_vel_jitter_d4_z_mps,ic_obstacle_jitter_x_m,ic_obstacle_jitter_y_m,ic_obstacle_jitter_z_m,ic_dynamic_jitter_x_m,ic_dynamic_jitter_y_m,ic_dynamic_jitter_z_m,ic_disable_dynamic_flag,ic_chase_mode
,,,,,,,,,,,,,,,,,,,,,0.08358626154225063,-0.04546794167524609,-0.061904431275440375,0.18025593273879992,-0.00346725914352905,-0.12300839801878527,0.1366583407146867,-0.12110644828529571,0.03308511965665922,0.2583245655344573,0.2885032118455392,-0.02138799431601801,-0.08677762624868168,-0.033189614489051195,0.29659182718019933,0.026580782865511465,0.12627158012997136,0.12230672223343864,0.045593569674983986,-0.1966447762201322,0.18137661694914675,0.2135192597571362,-0.09635783228507347,0.1390839101239721,-0.33126901153383437,0.11476726577805296,-0.18350800663990877,-0.17370633142497335,-0.17404423293837123,0.039727185012819244,0.28327640498217416,-0.18129305062687148,-0.14172888843979,0.09977203520821121,0.1850844298868935,-0.04203201994476391,-0.27575049980295496,0.3208058603698778,0.3999164950226861,-0.3644416444875231,0.38759449337919016,0.0,nearest
0.0,-0.0025284495504953133,0.0006116874283179641,0.0004399418830871582,1.5673202276229858,0.0,0.0,0.0,0.9995605,0.0,0.0,-9.8149365e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,-0.002530757294169598,0.0009572990238666534,0.00044035911560058594,1.567286491394043,0.0,0.0,0.0,0.99956006,0.0,0.0,-9.706565e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.000375,0.0002,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,-0.0025319726337773327,0.0013489635894075036,0.0004407167434692383,1.5672354698181152,0.0,0.0,0.0,0.99955964,0.0,0.0,-9.603233e-05,-0.00012803078,0.00023984909,0.0,-0.030714178,0.057589088,0.0,0.00075,0.00039999993,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,-0.0025338931972984946,0.001756241894327104,0.000441133975982666,1.5671679973602295,0.0,4.086828e-08,2.1796415e-08,0.9995593,9.808387e-06,5.2311398e-06,-9.498868e-05,0.00020241737,2.1457672e-05,0.0,0.07927969,-0.052410748,-1.2316217e-05,0.001125,0.0005999998,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,-0.0025358431271834438,0.002170233754441142,0.00044155120849609375,1.5670835971832275,0.0,8.540285e-08,9.123771e-09,0.99955887,1.0688298e-05,-3.0414344e-06,-9.412925e-05,7.43866e-05,0.00026154518,1.1920929e-06,-0.03072544,0.05758821,0.00028527447,0.0015,0.00079999946,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,-0.0025378100330126475,0.0025878245942294598,0.0004419088363647461,1.5669822692871094,0.0,1.744707e-07,-1.6206481e-08,0.99955845,2.1376283e-05,-6.079261e-06,-9.3043935e-05,0.00040459633,4.3153763e-05,-2.4080276e-05,0.07926684,-0.05241106,-0.0060845534,0.001875,0.000999999,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,-0.002539787871888075,0.003007439896464348,0.00044226646423339844,1.5668641328811646,0.0,2.708678e-07,-1.104443e-07,0.9995581,2.31353e-05,-2.2617076e-05,-9.2012866e-05,0.00027656555,0.00028300285,7.224083e-05,-0.030735558,0.05757703,0.023127267,0.00225,0.0011999982,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,-0.0025417748750897772,0.0034284174907952547,0.00044268369674682617,1.5667293071746826,0.0,4.154577e-07,-2.5176087e-07,0.99955773,3.4701578e-05,-3.3915978e-05,-9.1150956e-05,0.0006067753,6.4611435e-05,4.673004e-05,0.07925311,-0.052409466,-0.0061006187,0.002625,0.0013999972,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,-0.0025437681212040846,0.0038502749521285295,0.0004430413246154785,1.5665777921676636,0.0,5.710361e-07,-4.963892e-07,0.9995573,3.7338814e-05,-5.87108e-05,-9.025393e-05,0.0004787445,0.00030446053,0.00014328957,-0.030756464,0.057564907,0.023135802,0.003,0.0015999958,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
