step,z,error,reward
56,0.7911018,0.20889817,0.6170130372047424
57,0.7981819,0.20181811,0.6282601356506348
58,0.80508846,0.19491154,0.6393306851387024
59,0.8118217,0.18817833,0.6502248048782349
60,0.8183816,0.18161838,0.6609426736831665
61,0.8247684,0.17523155,0.6714845895767212
62,0.83098227,0.16901773,0.6818506121635437
63,0.8370232,0.1629768,0.6920409798622131
64,0.84289134,0.15710865,0.702055811882019
65,0.8485868,0.15141317,0.7118952870368958
66,0.85410976,0.14589025,0.7215596437454224
67,0.85946023,0.1405398,0.7310490012168884
68,0.8646383,0.13536167,0.7403634786605835
69,0.8696442,0.1303558,0.7495033144950867
70,0.8744779,0.12552208,0.7584686279296875
71,0.8791396,0.12086041,0.7672595977783203
72,0.8836293,0.11637071,0.7758762836456299
73,0.88794714,0.112052865,0.7843189239501953
74,0.8920932,0.1079068,0.7925876379013062
75,0.89606756,0.103932425,0.8006826043128967
76,0.89987034,0.100129664,0.8086039423942566
77,0.9035016,0.09649842,0.8163517713546753
78,0.9069614,0.093038626,0.8239262700080872
79,0.9102498,0.08975019,0.8313275575637817
80,0.9133669,0.086633064,0.8385556936264038
81,0.9163129,0.08368715,0.8456109166145325
82,0.9190876,0.08091238,0.8524932861328125
83,0.9216913,0.0783087,0.8592029809951782
84,0.92412394,0.075876035,0.8657400012016296
85,0.92638564,0.07361433,0.8721046447753906
86,0.9284765,0.07152352,0.8782969117164612
87,0.93039644,0.06960353,0.8843169212341309
88,0.93214566,0.06785434,0.8901649117469788
89,0.93372416,0.066275865,0.8958408236503601
90,0.9351319,0.06486807,0.9013447761535645
91,0.9363691,0.063630894,0.9066770076751709
92,0.9374357,0.062564306,0.9118375182151794
93,0.93837446,0.06162551,0.9158434271812439
94,0.9392337,0.06076627,0.9186118841171265
95,0.940044,0.059955996,0.9205974340438843
96,0.9408225,0.059177514,0.9221389293670654
97,0.94157803,0.058421962,0.9234447479248047
98,0.9423151,0.057684924,0.9246261715888977
99,0.94303584,0.056964148,0.9257372617721558
100,0.9437416,0.056258377,0.9268031120300293
101,0.9444332,0.055566784,0.9278349876403809
102,0.9451113,0.05488875,0.9288384318351746
103,0.9457763,0.054223746,0.9298161268234253
104,0.9464287,0.0535713,0.9307699799537659
105,0.94706905,0.05293097,0.9317011833190918
106,0.94769764,0.05230235,0.9326107501983643
107,0.94831496,0.051685054,0.933499813079834
108,0.94892126,0.05107871,0.9343690872192383
109,0.949517,0.05048298,0.9352194666862488
110,0.95010245,0.049897533,0.9360516667366028
111,0.95067793,0.049322054,0.9368664622306824
112,0.95124376,0.04875625,0.9376644492149353
113,0.95180017,0.048199836,0.9384462237358093
114,0.95234746,0.047652546,0.9392125010490417
115,0.95288587,0.047114123,0.939963698387146
116,0.9534157,0.046584323,0.9407004714012146
117,0.9539371,0.04606291,0.941423237323761
118,0.9544503,0.045549665,0.9421324133872986
119,0.95495564,0.045044374,0.9428285956382751
120,0.95545316,0.044546828,0.9435120820999146
121,0.95594317,0.044056837,0.9441834092140198
122,0.9564258,0.04357421,0.9448427557945251
123,0.95690125,0.04309877,0.9454906582832336
124,0.9573697,0.04263034,0.9461273550987244
125,0.95783126,0.042168755,0.9467532634735107
126,0.95828617,0.04171386,0.9473686218261719
127,0.9587345,0.04126549,0.9479737281799316
128,0.9591765,0.040823508,0.9485688805580139
129,0.95961225,0.040387765,0.9491544365882874
130,0.9600419,0.039958127,0.9497305154800415
131,0.96046555,0.039534457,0.950297474861145
132,0.9608834,0.039116632,0.950855553150177
133,0.9612955,0.038704526,0.9514049291610718
134,0.961702,0.03829802,0.9519457817077637
135,0.962103,0.03789699,0.9524784088134766
136,0.96249866,0.03750134,0.9530029892921448
137,0.9628891,0.03711095,0.9535197615623474
138,0.9632743,0.036725722,0.9540287852287292
139,0.96365446,0.036345553,0.9545303583145142
140,0.96402967,0.03597034,0.9550246000289917
141,0.9644,0.035599995,0.9555116891860962
142,0.96476555,0.035234425,0.955991804599762
143,0.96512645,0.034873534,0.9564650654792786
144,0.9654828,0.03451724,0.9569317102432251
145,0.96583456,0.034165457,0.9573917984962463
146,0.9661819,0.033818103,0.9578453898429871
147,0.9665249,0.0334751,0.9582928419113159
148,0.96686363,0.033136375,0.9587341547012329
149,0.96719813,0.03280184,0.9591693878173828
150,0.9675286,0.032471433,0.9595988392829895
151,0.9678549,0.03214508,0.9600224494934082
152,0.9681773,0.03182271,0.960440456867218
153,0.9684957,0.03150426,0.960852861404419
154,0.9688103,0.031189656,0.9612598419189453
155,0.96912116,0.030878838,0.9616615772247314
156,0.96942824,0.030571748,0.9620580673217773
157,0.9697317,0.030268319,0.9624494314193726
158,0.9700315,0.029968495,0.9628357291221619
159,0.9703278,0.029672217,0.9632171392440796
160,0.9706206,0.029379427,0.9635936617851257
161,0.97090995,0.029090075,0.9639654755592346
162,0.9711959,0.028804101,0.9643325209617615
163,0.9714785,0.028521456,0.9646950364112854
164,0.9717579,0.028242089,0.9650530815124512
165,0.97203404,0.027965948,0.9654066562652588
166,0.972307,0.027692985,0.9657558798789978
167,0.97257686,0.02742315,0.9661008715629578
168,0.9728436,0.0271564,0.9664415717124939
169,0.97310734,0.026892688,0.9667782187461853
170,0.97336805,0.026631966,0.9671107530593872
171,0.9736258,0.026374195,0.9674392342567444
172,0.97388065,0.026119329,0.9677638411521912
173,0.97413266,0.025867326,0.9680845737457275
174,0.97438186,0.025618147,0.9684015512466431
175,0.97462827,0.025371749,0.968714714050293
176,0.97487193,0.025128094,0.9690242409706116
177,0.97511286,0.024887145,0.9693300724029541
178,0.97535115,0.024648862,0.9696323871612549
179,0.9755868,0.024413208,0.9699310660362244
180,0.9758198,0.024180148,0.9702263474464417
181,0.9760504,0.023949645,0.9705182909965515
182,0.97627836,0.023721665,0.9708067774772644
183,0.97650385,0.023496173,0.9710920453071594
184,0.9767269,0.023273136,0.971373975276947
185,0.9769475,0.023052521,0.9716527462005615
186,0.9771657,0.022834295,0.9719282984733582
187,0.9773816,0.022618428,0.9722007513046265
188,0.9775951,0.022404887,0.9724701046943665
189,0.9778063,0.022193642,0.9727364778518677
190,0.97801536,0.021984665,0.9729998707771301
191,0.9782221,0.021777922,0.9732602834701538
192,0.97842664,0.021573389,0.9735178351402283
193,0.978629,0.021371033,0.9737724661827087
194,0.97882915,0.02117083,0.97402423620224
195,0.9790273,0.020972751,0.9742733836174011
196,0.97922325,0.020776767,0.974519670009613
197,0.97941715,0.020582857,0.9747632741928101
198,0.979609,0.02039099,0.9750041961669922
199,0.97979885,0.02020114,0.9752424955368042
200,0.9799867,0.020013286,0.9754782319068909
201,0.9801726,0.0198274,0.9757113456726074
202,0.9803565,0.019643458,0.9759419560432434
203,0.98053855,0.019461438,0.9761700630187988
204,0.9807187,0.019281315,0.9763957262039185
205,0.98089695,0.019103065,0.9766189455986023
206,0.9810733,0.018926669,0.9768397808074951
207,0.9812479,0.018752098,0.9770582318305969
208,0.98142064,0.018579338,0.9772743582725525
209,0.98159164,0.01840836,0.9774882197380066
210,0.98176086,0.018239146,0.9776997566223145
211,0.98192835,0.018071676,0.9779090285301208
212,0.98209405,0.017905928,0.9781160950660706
213,0.98225814,0.017741881,0.9783210158348083
214,0.9824205,0.017579515,0.9785237312316895
215,0.9825812,0.017418811,0.9787243008613586
216,0.9827402,0.01725975,0.9789227843284607
217,0.9828977,0.017102312,0.9791191816329956
218,0.9830535,0.01694648,0.9793134927749634
219,0.98320776,0.01679223,0.9795058369636536
220,0.98336047,0.01663955,0.9796961545944214
221,0.98351157,0.016488418,0.9798843860626221
222,0.9836612,0.01633882,0.9800707697868347
223,0.9838093,0.016190732,0.9802552461624146
224,0.98395586,0.016044144,0.980437695980072
225,0.98410094,0.015899034,0.9806182980537415
226,0.9842446,0.015755387,0.9807970523834229
227,0.9843868,0.015613186,0.9809739589691162
228,0.9845276,0.015472416,0.9811490774154663
229,0.98466694,0.015333059,0.9813224077224731
230,0.9848049,0.015195101,0.9814939498901367
231,0.9849415,0.015058524,0.9816636443138123
232,0.98507667,0.014923315,0.9818316698074341
233,0.98521054,0.014789457,0.9819979667663574
234,0.98534304,0.014656937,0.9821625351905823
235,0.9854743,0.014525738,0.9823254942893982
236,0.98560417,0.014395846,0.9824867844581604
237,0.98573273,0.014267247,0.9826463460922241
238,0.98586005,0.014139927,0.9828043580055237
239,0.9859861,0.014013872,0.9829607605934143
240,0.9861109,0.013889067,0.9831156134605408
241,0.9862345,0.0137655,0.9832688570022583
242,0.98635685,0.013643157,0.9834206104278564
243,0.986478,0.013522023,0.9835707545280457
244,0.9865979,0.013402088,0.9837194085121155
245,0.9867167,0.013283336,0.9838666319847107
246,0.9868342,0.013165756,0.9840123057365417
247,0.98695064,0.013049335,0.9841565489768982
248,0.9870659,0.012934061,0.9842993021011353
249,0.98718005,0.012819921,0.9844406843185425
250,0.9872931,0.012706903,0.9845806956291199
251,0.987405,0.012594995,0.9847192168235779
252,0.9875158,0.012484185,0.984856367111206
253,0.98762554,0.012374463,0.9849922060966492
254,0.9877342,0.0122658145,0.9851266741752625
255,0.9878418,0.012158231,0.9852597713470459
256,0.9879483,0.012051699,0.9853915572166443
257,0.9880538,0.011946209,0.9855220317840576
258,0.9881582,0.011841748,0.9856511950492859
259,0.9882617,0.011738308,0.9857791066169739
260,0.9883641,0.011635875,0.9859057068824768
261,0.98846555,0.011534442,0.9860311150550842
262,0.988566,0.011433996,0.9861552715301514
263,0.98866546,0.011334527,0.986278235912323
264,0.988764,0.011236026,0.9863999485969543
265,0.9888615,0.011138482,0.9865204691886902
266,0.9889581,0.011041885,0.9866397976875305
267,0.9890538,0.010946226,0.9867579340934753
268,0.9891485,0.010851495,0.9868749380111694
269,0.9892423,0.010757681,0.9869908094406128
270,0.98933524,0.010664776,0.9871055483818054
271,0.9894272,0.010572771,0.9872190952301025
272,0.98951834,0.010481655,0.9873315691947937
273,0.9896086,0.01039142,0.9874429702758789
274,0.98969793,0.010302057,0.9875532388687134
275,0.98978645,0.010213557,0.9876624345779419
276,0.98987406,0.01012591,0.9877705574035645
277,0.9899609,0.010039109,0.9878776669502258
278,0.99004686,0.009953145,0.9879837036132812
279,0.990132,0.009868008,0.9880887269973755
280,0.9902163,0.009783692,0.9881927371025085
281,0.9902998,0.009700187,0.9882956743240356
282,0.9903825,0.009617484,0.9883976578712463
283,0.99046445,0.009535576,0.9884986877441406
284,0.9905456,0.009454456,0.9885987043380737
285,0.99062586,0.009374115,0.9886976480484009
286,0.99070543,0.009294544,0.9887957572937012
287,0.9907843,0.009215737,0.9888929128646851
288,0.9908623,0.0091376845,0.9889890551567078
289,0.9909396,0.009060381,0.9890843033790588
290,0.9910162,0.008983818,0.9891786575317383
291,0.991092,0.008907987,0.9892721176147461
292,0.9911671,0.008832882,0.9893646240234375
293,0.9912415,0.008758496,0.9894562363624573
294,0.9913152,0.0086848205,0.9895469546318054
295,0.99138814,0.008611849,0.9896368384361267
296,0.99146044,0.008539574,0.9897258281707764
297,0.991532,0.00846799,0.9898139834403992
298,0.9916029,0.008397088,0.9899012446403503
299,0.9916731,0.008326863,0.9899877309799194
300,0.9917427,0.008257308,0.9900733232498169
301,0.9918116,0.008188415,0.9901581406593323
302,0.9918798,0.008120179,0.9902421236038208
303,0.9919474,0.008052592,0.9903253316879272
304,0.99201435,0.00798565,0.9904077053070068
305,0.9920806,0.007919343,0.9904893040657043
306,0.9921463,0.007853668,0.9905701279640198
307,0.9922114,0.007788617,0.9906501770019531
308,0.99227583,0.0077241845,0.9907294511795044
309,0.9923396,0.007660364,0.9908078908920288
310,0.99240285,0.00759715,0.9908857345581055
311,0.99246544,0.0075345356,0.9909626841545105
312,0.9925275,0.0074725156,0.991038978099823
313,0.99258894,0.0074110837,0.9911145567893982
314,0.9926498,0.007350235,0.9911894202232361
315,0.99271005,0.007289963,0.9912635087966919
316,0.9927697,0.007230262,0.9913368821144104
317,0.99282885,0.0071711265,0.9914095997810364
318,0.99288744,0.007112551,0.991481602191925
319,0.9929455,0.0070545305,0.991553008556366
320,0.99300295,0.006997059,0.9916236400604248
321,0.9930599,0.0069401315,0.9916936159133911
322,0.99311626,0.0068837423,0.9917629361152649
323,0.9931721,0.006827886,0.9918315410614014
324,0.9932274,0.0067725577,0.9918995499610901
325,0.99328226,0.0067177527,0.9919669032096863
326,0.99333656,0.0066634654,0.9920336604118347
327,0.9933903,0.0066096904,0.9920997023582458
328,0.99344355,0.0065564234,0.9921651482582092
329,0.99349636,0.006503659,0.9922299981117249
330,0.99354863,0.0064513925,0.9922942519187927
331,0.99360037,0.0063996194,0.9923577904701233
332,0.9936517,0.0063483343,0.9924208521842957
333,0.9937025,0.006297533,0.9924832582473755
334,0.9937528,0.00624721,0.9925450086593628
335,0.99380267,0.0061973617,0.9926062822341919
336,0.993852,0.0061479826,0.9926669001579285
337,0.99390095,0.006099069,0.9927270412445068
338,0.9939494,0.0060506156,0.9927865266799927
339,0.9939974,0.0060026185,0.9928454756736755
340,0.9940449,0.005955073,0.9929038286209106
341,0.99409205,0.005907975,0.9929617047309875
342,0.99413866,0.00586132,0.9930189251899719
343,0.9941849,0.0058151037,0.9930757284164429
344,0.9942307,0.005769322,0.9931319355964661
345,0.99427605,0.0057239705,0.9931876063346863
346,0.9943209,0.0056790453,0.9932427406311035
347,0.99436545,0.005634542,0.9932973980903625
348,0.99440956,0.005590457,0.9933515191078186
349,0.9944532,0.005546786,0.9934051036834717
350,0.99449646,0.005503525,0.9934582114219666
351,0.9945393,0.00546067,0.9935107827186584
352,0.99458176,0.0054182173,0.9935628771781921
353,0.99462384,0.005376163,0.9936145544052124
354,0.9946655,0.005334503,0.9936656951904297
355,0.99470675,0.005293234,0.993716299533844
356,0.99474764,0.0052523515,0.9937664866447449
357,0.99478817,0.0052118525,0.9938161969184875
358,0.9948283,0.0051717334,0.993865430355072
359,0.994868,0.00513199,0.9939141273498535
360,0.9949074,0.005092619,0.9939624667167664
361,0.99494636,0.005053617,0.994010329246521
362,0.99498504,0.00501498,0.9940577745437622
363,0.9950233,0.004976705,0.9941046833992004
364,0.9950612,0.0049387887,0.99415123462677
365,0.99509877,0.004901227,0.9941973090171814
366,0.99513596,0.004864017,0.9942429065704346
367,0.99517286,0.004827155,0.9942881464958191
368,0.99520934,0.004790638,0.9943329095840454
369,0.9952455,0.0047544623,0.9943773150444031
370,0.9952814,0.0047186255,0.9944213032722473
371,0.99531686,0.0046831234,0.9944648146629333
372,0.995352,0.004647953,0.9945079684257507
373,0.9953869,0.0046131117,0.9945507049560547
374,0.9954214,0.004578596,0.9945930242538452
375,0.9954556,0.004544403,0.9946349859237671
376,0.9954895,0.0045105293,0.9946765303611755
377,0.99552304,0.0044769724,0.9947176575660706
378,0.9955563,0.0044437284,0.9947584271430969
379,0.9955892,0.004410795,0.9947987794876099
380,0.99562186,0.0043781693,0.9948388338088989
381,0.99565417,0.004345848,0.9948784708976746
382,0.9956862,0.0043138284,0.9949176907539368
383,0.9957179,0.004282108,0.9949566125869751
384,0.9957493,0.0042506834,0.9949951171875
385,0.99578047,0.004219552,0.995033323764801
386,0.9958113,0.004188711,0.9950711131095886
387,0.99584186,0.0041581574,0.9951086044311523
388,0.99587214,0.0041278894,0.9951456785202026
389,0.9959021,0.004097903,0.995182454586029
390,0.9959318,0.0040681968,0.9952188730239868
391,0.99596125,0.004038767,0.9952549338340759
392,0.9959904,0.004009612,0.9952906966209412
393,0.99601924,0.0039807283,0.995326042175293
394,0.9960479,0.003952114,0.9953611493110657
395,0.9960762,0.0039237663,0.9953958988189697
396,0.9961043,0.0038956827,0.9954302906990051
397,0.99613214,0.0038678609,0.9954643845558167
398,0.9961597,0.003840298,0.9954981803894043
399,0.99618703,0.0038129918,0.9955316781997681
400,0.99621403,0.00378594,0.9955647587776184
401,0.99624085,0.00375914,0.9955976605415344
402,0.99626744,0.0037325893,0.9956302046775818
403,0.9962937,0.0037062862,0.9956624507904053
404,0.9963198,0.0036802276,0.9956943392753601
405,0.9963456,0.0036544115,0.9957259893417358
406,0.99637115,0.0036288358,0.9957573413848877
407,0.9963965,0.003603498,0.9957883954048157
408,0.9964216,0.0035783958,0.9958191514015198
409,0.9964465,0.0035535272,0.9958496689796448
410,0.9964711,0.00352889,0.9958798289299011
411,0.99649554,0.0035044819,0.9959097504615784
412,0.9965197,0.0034803008,0.995939314365387
413,0.99654365,0.0034563444,0.9959686994552612
414,0.99656737,0.003432611,0.9959977865219116
415,0.9965909,0.003409098,0.9960265755653381
416,0.9966142,0.0033858037,0.9960551261901855
417,0.9966373,0.0033627257,0.9960834383964539
418,0.9966601,0.0033398625,0.9961113929748535
419,0.99668276,0.0033172115,0.9961391687393188
420,0.99670523,0.003294771,0.9961666464805603
421,0.99672747,0.003272539,0.9961938858032227
422,0.99674946,0.0032505137,0.9962208271026611
423,0.99677134,0.0032286928,0.9962476491928101
424,0.9967929,0.0032070747,0.9962740540504456
425,0.99681437,0.0031856576,0.9963003396987915
426,0.9968356,0.0031644392,0.9963263273239136
427,0.9968566,0.0031434176,0.9963520765304565
428,0.99687743,0.0031225914,0.9963775873184204
429,0.99689806,0.0031019587,0.9964028596878052
430,0.9969185,0.0030815173,0.9964278936386108
431,0.9969387,0.0030612657,0.9964526891708374
432,0.9969588,0.0030412022,0.9964772462844849
433,0.9969787,0.0030213248,0.996501624584198
434,0.99699837,0.003001632,0.996525764465332
435,0.99701786,0.0029821217,0.9965496063232422
436,0.99703723,0.0029627925,0.9965733289718628
437,0.99705637,0.0029436427,0.9965967535972595
438,0.9970753,0.0029246705,0.9966199994087219
439,0.99709415,0.0029058743,0.99664306640625
440,0.99711275,0.0028872527,0.9966658353805542
441,0.99713117,0.0028688035,0.9966883659362793
442,0.99714947,0.0028505255,0.9967107772827148
443,0.9971676,0.002832417,0.9967330098152161
444,0.9971855,0.0028144764,0.9967549443244934
445,0.9972033,0.002796702,0.9967767000198364
446,0.99722093,0.0027790926,0.9967983365058899
447,0.99723834,0.0027616466,0.9968196153640747
448,0.9972556,0.0027443622,0.99684077501297
449,0.9972728,0.0027272378,0.9968618154525757
450,0.9972897,0.0027102723,0.9968825578689575
451,0.9973065,0.002693464,0.996903121471405
452,0.9973232,0.0026768115,0.996923565864563
453,0.99733967,0.0026603136,0.9969437122344971
454,0.99735606,0.0026439682,0.9969637393951416
455,0.9973722,0.0026277744,0.9969835877418518
456,0.99738824,0.0026117305,0.9970031976699829
457,0.99740416,0.0025958354,0.9970226883888245
458,0.9974199,0.0025800874,0.9970419406890869
459,0.9974355,0.0025644854,0.9970610737800598
460,0.99745095,0.002549028,0.9970799684524536
461,0.99746627,0.0025337136,0.9970987439155579
462,0.99748147,0.002518541,0.9971173405647278
463,0.9974965,0.0025035092,0.9971356987953186
464,0.9975114,0.0024886162,0.9971539378166199
465,0.9975261,0.0024738614,0.9971719980239868
466,0.9975408,0.0024592432,0.9971899390220642
467,0.99755526,0.0024447602,0.9972076416015625
468,0.99756956,0.0024304115,0.9972251653671265
469,0.9975838,0.0024161953,0.9972426295280457
470,0.9975979,0.002402111,0.9972598552703857
471,0.9976118,0.002388157,0.9972769021987915
472,0.99762565,0.0023743322,0.9972938299179077
473,0.99763936,0.0023606354,0.9973106384277344
474,0.99765295,0.0023470651,0.9973272681236267
475,0.99766636,0.0023336208,0.9973437190055847
476,0.9976797,0.0023203006,0.9973600506782532
477,0.9976929,0.0023071037,0.9973761439323425
478,0.997706,0.002294029,0.9973921775817871
479,0.99771893,0.0022810753,0.9974080324172974
480,0.99773175,0.0022682415,0.9974237084388733
481,0.9977445,0.0022555264,0.9974393248558044
482,0.9977571,0.0022429288,0.9974547624588013
483,0.99776953,0.002230448,0.997469961643219
484,0.99778193,0.0022180823,0.9974851608276367
485,0.99779415,0.0022058312,0.9975001215934753
486,0.9978063,0.0021936933,0.9975150227546692
487,0.99781835,0.0021816678,0.9975297451019287
488,0.9978303,0.0021697534,0.9975443482398987
489,0.9978421,0.0021579494,0.9975587725639343
490,0.99785376,0.0021462543,0.9975730776786804
491,0.9978653,0.0021346675,0.997587263584137
492,0.9978768,0.0021231878,0.997601330280304
493,0.9978882,0.0021118142,0.9976152181625366
494,0.9978995,0.002100546,0.9976290464401245
495,0.9979106,0.0020893817,0.9976426959037781
496,0.9979217,0.0020783208,0.9976562261581421
497,0.9979326,0.0020673622,0.9976695775985718
498,0.9979435,0.0020565046,0.9976829290390015
499,0.99795425,0.0020457476,0.9976961016654968
500,0.9979649,0.00203509,0.9977091550827026
501,0.99797547,0.002024531,0.9977220296859741
502,0.99798596,0.0020140694,0.9977349042892456
503,0.9979963,0.0020037047,0.997747540473938
504,0.9980066,0.0019934357,0.9977601170539856
505,0.9980167,0.0019832617,0.9977725148200989
506,0.99802685,0.0019731815,0.9977849125862122
507,0.9980368,0.0019631947,0.9977971315383911
508,0.9980467,0.0019532999,0.9978092312812805
509,0.99805653,0.0019434968,0.9978212714195251
510,0.9980662,0.0019337842,0.9978330731391907
511,0.99807584,0.0019241612,0.9978448748588562
512,0.9980854,0.0019146273,0.9978565573692322
513,0.9980948,0.0019051814,0.9978681206703186
514,0.99810416,0.0018958228,0.9978795647621155
515,0.99811345,0.0018865507,0.9978909492492676
516,0.99812263,0.0018773642,0.9979021549224854
517,0.99813175,0.0018682625,0.9979133009910583
518,0.99814075,0.0018592451,0.9979243278503418
519,0.9981497,0.0018503108,0.9979352951049805
520,0.9981585,0.0018414591,0.9979460835456848
521,0.99816734,0.001832689,0.9979568719863892
522,0.998176,0.0018240003,0.9979674220085144
523,0.9981846,0.0018153915,0.9979780316352844
524,0.99819314,0.0018068623,0.9979884624481201
525,0.9982016,0.0017984118,0.9979987740516663
526,0.99820995,0.0017900396,0.9980090260505676
527,0.99821824,0.0017817444,0.9980191588401794
528,0.99822646,0.0017735258,0.9980292320251465
529,0.9982346,0.0017653833,0.998039186000824
530,0.9982427,0.001757316,0.9980490803718567
531,0.99825066,0.001749323,0.9980588555335999
532,0.9982586,0.001741404,0.9980685114860535
533,0.99826646,0.001733558,0.9980781674385071
534,0.9982742,0.0017257845,0.9980876445770264
535,0.9982819,0.0017180827,0.9980970621109009
536,0.9982895,0.001710452,0.9981063604354858
537,0.9982971,0.0017028918,0.9981156587600708
538,0.9983046,0.0016954014,0.9981248378753662
539,0.998312,0.0016879801,0.9981338977813721
540,0.9983194,0.0016806273,0.9981428980827332
541,0.99832666,0.0016733425,0.9981518387794495
542,0.9983339,0.0016661249,0.9981606602668762
543,0.998341,0.0016589739,0.9981694221496582
544,0.9983481,0.0016518888,0.9981780648231506
545,0.99835515,0.0016448692,0.9981867074966431
546,0.99836206,0.0016379145,0.9981951713562012
547,0.998369,0.0016310238,0.9982035756111145
548,0.9983758,0.0016241969,0.9982119202613831
549,0.99838257,0.0016174327,0.9982202053070068
550,0.99838924,0.0016107312,0.9982284307479858
551,0.9983959,0.0016040914,0.9982365369796753
552,0.9984025,0.001597513,0.99824458360672
553,0.99840903,0.0015909951,0.9982526302337646
554,0.99841547,0.0015845376,0.998260498046875
555,0.99842185,0.0015781395,0.9982683062553406
556,0.9984282,0.0015718006,0.9982761144638062
557,0.9984345,0.0015655201,0.9982837438583374
558,0.9984407,0.0015592976,0.9982913136482239
559,0.9984469,0.0015531323,0.9982989430427551
560,0.99845296,0.0015470241,0.998306393623352
561,0.99845904,0.0015409723,0.9983137845993042
562,0.998465,0.0015349762,0.9983211159706116
563,0.99847096,0.0015290354,0.9983283877372742
564,0.99847686,0.0015231494,0.998335599899292
565,0.9984827,0.0015173178,0.998342752456665
566,0.9984885,0.00151154,0.9983498454093933
567,0.9984942,0.0015058155,0.998356819152832
568,0.9984999,0.0015001439,0.998363733291626
569,0.9985055,0.0014945245,0.9983705878257751
570,0.998511,0.001488957,0.9983773827552795
571,0.99851656,0.0014834407,0.9983841776847839
572,0.99852204,0.0014779754,0.9983908534049988
573,0.99852747,0.0014725605,0.9983975291252136
574,0.99853283,0.0014671956,0.9984040856361389
575,0.99853814,0.00146188,0.9984105825424194
576,0.9985434,0.0014566137,0.9984169602394104
577,0.9985486,0.0014513958,0.9984233975410461
578,0.99855375,0.001446226,0.9984296560287476
579,0.9985589,0.001441104,0.9984359741210938
580,0.99856395,0.0014360291,0.9984421730041504
581,0.998569,0.0014310011,0.9984483122825623
582,0.99857396,0.0014260195,0.9984543919563293
583,0.9985789,0.0014210837,0.9984604716300964
584,0.9985838,0.0014161936,0.998466432094574
585,0.9985887,0.0014113485,0.9984723925590515
586,0.99859345,0.0014065481,0.9984782338142395
587,0.9985982,0.0014017919,0.9984840750694275
588,0.9986029,0.0013970797,0.9984898567199707
589,0.9986076,0.0013924108,0.9984955191612244
590,0.9986122,0.0013877851,0.998501181602478
591,0.9986168,0.0013832019,0.9985068440437317
592,0.99862134,0.0013786611,0.9985123872756958
593,0.9986258,0.0013741622,0.9985178112983704
594,0.9986303,0.0013697046,0.9985232949256897
595,0.9986347,0.0013652883,0.9985287189483643
596,0.9986391,0.0013609125,0.998534083366394
597,0.9986434,0.0013565773,0.9985393285751343
598,0.9986477,0.0013522818,0.9985445737838745
599,0.998652,0.001348026,0.9985498189926147
600,0.9986562,0.0013438095,0.9985550045967102
601,0.9986604,0.001339632,0.9985601305961609
602,0.9986645,0.0013354928,0.998565137386322
