step,reward,mean_form_error_m,mean_z_error_m,min_dyn_distance_m,collision_flag,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,roll_rad,pitch_rad,yaw_rad,wx_rps,wy_rps,wz_rps,x_des_m,y_des_m,z_des_m,ic_pos_jitter_d0_x_m,ic_pos_jitter_d0_y_m,ic_pos_jitter_d0_z_m,ic_yaw_jitter_d0_rad,ic_vel_jitter_d0_x_mps,ic_vel_jitter_d0_y_mps,ic_vel_jitter_d0_z_mps,ic_pos_jitter_d1_x_m,ic_pos_jitter_d1_y_m,ic_pos_jitter_d1_z_m,ic_yaw_jitter_d1_rad,ic_vel_jitter_d1_x_mps,ic_vel_jitter_d1_y_mps,ic_vel_jitter_d1_z_mps,ic_pos_jitter_d2_x_m,ic_pos_jitter_d2_y_m,ic_pos_jitter_d2_z_m,ic_yaw_jitter_d2_rad,ic_vel_jitter_d2_x_mps,ic_vel_jitter_d2_y_mps,ic_vel_jitter_d2_z_mps,ic_pos_jitter_d3_x_m,ic_pos_jitter_d3_y_m,ic_pos_jitter_d3_z_m,ic_yaw_jitter_d3_rad,ic_vel_jitter_d3_x_mps,ic_vel_jitter_d3_y_mps,ic_vel_jitter_d3_z_mps,ic_pos_jitter_d4_x_m,ic_pos_jitter_d4_y_m,ic_pos_jitter_d4_z_m,ic_yaw_jitter_d4_rad,ic_vel_jitter_d4_x_mps,ic_vel_jitter_d4_y_mps,ic_vel_jitter_d4_z_mps,ic_obstacle_jitter_x_m,ic_obstacle_jitter_y_m,ic_obstacle_jitter_z_m,ic_dynamic_jitter_x_m,ic_dynamic_jitter_y_m,ic_dynamic_jitter_z_m,ic_disable_dynamic_flag,ic_chase_mode
,,,,,,,,,,,,,,,,,,,,,0.07530985876444124,0.08904039833543409,-0.02003404775373646,0.08171274475335266,-0.007140945848206209,0.11574090439405643,0.17744670037800236,-0.13515979877318768,0.121791840535375,0.2936614651666503,0.17688199244918257,0.11984846224736584,-0.006523700924168152,-0.11431805383852543,0.22147863560105213,0.031371686449743974,-0.07794130726410198,-0.04989184101495203,-0.027775903580138428,-0.035835196858319124,-0.15467187329025736,-0.13538319898575715,-0.25044899298522255,-0.2542285790837024,0.10361626231894205,-0.12857052500423666,0.05429944846213258,-0.030647845938376828,0.260717260042487,-0.2634367365759536,0.07193218531261719,-0.23020691834420762,0.07910569393125183,0.06128009632553838,-0.0969737976643581,0.381403226252614,-0.046754756201338954,0.19841900266641166,-0.296990123016192,0.3602632837559697,0.049898060583347725,0.0,round_robin
0.0,-0.00933715221882022,0.0007117582717910409,0.0005709528923034668,0.5631565451622009,0.0,0.0,0.0,0.9994296,0.0,0.0,-0.00012735906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,-0.00934094026134997,0.0010242585558444262,0.0005714893341064453,0.5631195306777954,0.0,0.0,0.0,0.99942905,0.0,0.0,-0.00012596481,0.0,0.0,0.0,0.0,0.0,0.0,0.000375,0.0002,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,-0.00934434989982724,0.0013973850291222334,0.0005720257759094238,0.56306391954422,0.0,0.0,0.0,0.9994285,0.0,0.0,-0.00012463647,-0.00012803078,0.00023984909,0.0,-0.030714178,0.057589088,0.0,0.00075,0.00039999993,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,-0.009349091225759483,0.001793751842342317,0.000572502613067627,0.5629897117614746,0.0,4.0868574e-08,2.1796572e-08,0.999428,9.808457e-06,5.231177e-06,-0.00012329416,0.00020241737,2.1457672e-05,0.0,0.07927969,-0.052410748,-1.2316217e-05,0.001125,0.0005999998,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,-0.009354457415568325,0.002200754825025797,0.0005730390548706055,0.5628967881202698,0.0,8.540348e-08,9.123682e-09,0.9994275,1.0688378e-05,-3.0414933e-06,-0.000121952944,7.43866e-05,0.00026154518,1.1920929e-06,-0.03072544,0.05758821,0.00028527447,0.0015,0.00079999946,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,-0.009360422267226297,0.002613516990095377,0.0005735158920288086,0.5627850890159607,0.0,1.7447174e-07,-1.6206837e-08,0.99942696,2.1376381e-05,-6.0793245e-06,-0.00012079678,0.00040459633,4.3153763e-05,-2.4080276e-05,0.07926684,-0.05241106,-0.0060845534,0.001875,0.000999999,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,-0.009366975407180145,0.0030296139884740114,0.0005739927291870117,0.5626545548439026,0.0,2.708693e-07,-1.104455e-07,0.9994265,2.3135413e-05,-2.261728e-05,-0.000119414406,0.00027656555,0.00028300285,7.224083e-05,-0.030735558,0.05757703,0.023127267,0.00225,0.0011999982,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,-0.009374111488510245,0.0034479114692658186,0.0005744695663452148,0.5625051259994507,0.0,4.1546e-07,-2.5176325e-07,0.999426,3.4701767e-05,-3.3916258e-05,-0.00011826705,0.0006067753,6.4611435e-05,4.673004e-05,0.07925311,-0.052409466,-0.0061006187,0.002625,0.0013999972,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,-0.00938183021424684,0.003867673221975565,0.000574946403503418,0.5623366832733154,0.0,5.7103927e-07,-4.963935e-07,0.99942553,3.7339025e-05,-5.871126e-05,-0.00011706912,0.0004787445,0.00030446053,0.00014328957,-0.030756464,0.057564907,0.023135802,0.003,0.0015999958,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,-0.009390124462134193,0.004288504831492901,0.0005754232406616211,0.5621494054794312,0.0,7.78465e-07,-8.2248516e-07,0.99942505,4.978217e-05,-7.8262005e-05,-0.00011587761,0.0008087158,8.606911e-05,0.00011777878,0.079239376,-0.052407872,-0.006116672,0.003375,0.0017999939,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,-0.009399003228569566,0.004710094071924686,0.0005759000778198242,0.5619429349899292,0.0,1.000532e-06,-1.2862548e-06,0.9994246,5.3296088e-05,-0.00011130472,-0.00011469257,0.00068068504,0.0003259182,0.00021409988,-0.030777361,0.05755279,0.023144327,0.00375,0.0019999917,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,-0.009408462073120974,0.005132303107529879,0.0005763769149780273,0.5617173910140991,0.0,1.2780922e-06,-1.8658292e-06,0.9994241,6.661445e-05,-0.00013909783,-0.00011349719,0.0010106564,0.00010752678,0.0001885891,0.07922566,-0.052406278,-0.006132712,0.004125,0.0021999888,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,-0.009418500794043215,0.005554982926696539,0.0005768537521362305,0.5614727139472961,0.0,1.5739399e-06,-2.6174077e-06,0.9994236,7.100345e-05,-0.00018037886,-0.00011231558,0.00088238716,0.00034737587,0.00028514862,-0.030798247,0.057540674,0.02315284,0.0045,0.0023999857,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,-0.009429126488037221,0.005978068802505732,0.0005773305892944336,0.5612087249755859,0.0,1.928921e-06,-3.519095e-06,0.99942315,8.519545e-05,-0.00021640494,-0.00011111855,0.0012123585,0.00012874603,0.00025963783,0.07921194,-0.052404687,-0.0061487397,0.004875,0.0025999816,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,-0.009440332854351802,0.006401476915925741,0.0005777478218078613,0.5609255433082581,0.0,2.305829e-06,-4.627074e-06,0.99942267,9.045796e-05,-0.00026591492,-0.000109939865,0.0010840893,0.00036859512,0.00035619736,-0.030819124,0.05752856,0.023161342,0.00525,0.002799977,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
