step,reward,mean_form_error,mean_z_error,min_dyn_distance,collision
55,-0.09033656657671588,0.3655222351252268,0.002374887466430664,0.7615676522254944,0.0
56,-0.08896138574619644,0.36599536675258526,0.0023827552795410156,0.7614972591400146,0.0
57,-0.09220648012140342,0.36647220319626256,0.0023905038833618164,0.7614254355430603,0.0
58,-0.09007829488715972,0.36695273921165383,0.002398252487182617,0.7613521218299866,0.0
59,-0.09333621279051904,0.36743697047727497,0.002406001091003418,0.7612776160240173,0.0
60,-0.09050183520223812,0.36792488786479965,0.0024138689041137695,0.7612019181251526,0.0
61,-0.09110834024923045,0.36841648432291646,0.0024216175079345703,0.7611246705055237,0.0
62,-0.09160052889734478,0.3689117540291246,0.002429366111755371,0.7610462307929993,0.0
63,-0.09221380317393467,0.36941069034218216,0.002437114715576172,0.7609663009643555,0.0
64,-0.09275582013122277,0.3699132859406551,0.0024448633193969727,0.7608852386474609,0.0
65,-0.09341314437286294,0.37041953579817444,0.0024526119232177734,0.760802686214447,0.0
66,-0.09388506521018744,0.3709294285900879,0.0024603605270385742,0.7607190012931824,0.0
67,-0.09454945772040996,0.37144295901917396,0.002468109130859375,0.7606338262557983,0.0
68,-0.09502887536318014,0.37196012040575877,0.0024759769439697266,0.7605476379394531,0.0
69,-0.09570030797928093,0.3724809029894129,0.0024837255477905273,0.7604598999023438,0.0
70,-0.0961870703870178,0.3730052998367997,0.002491474151611328,0.7603707909584045,0.0
71,-0.09686551333524024,0.37353330524364337,0.002499222755432129,0.7602804899215698,0.0
72,-0.09762626011305434,0.3740649069442839,0.0025069713592529297,0.7601888179779053,0.0
73,-0.09827583015685912,0.3746000989762305,0.0025147199630737305,0.7600958347320557,0.0
74,-0.0988176625503243,0.37513887331890744,0.0025224685668945312,0.7600015997886658,0.0
75,-0.09947434960874689,0.3756812206410106,0.002530217170715332,0.7599059343338013,0.0
76,-0.1000233116141596,0.3762271326730394,0.002537965774536133,0.7598090767860413,0.0
77,-0.10068708304497039,0.3767766010347192,0.0025457143783569336,0.759710967540741,0.0
78,-0.10124314368532102,0.37732961989732466,0.0025534629821777344,0.7596114873886108,0.0
79,-0.10191390328742615,0.3778861730084498,0.0025610923767089844,0.7595105767250061,0.0
80,-0.10247702196822135,0.3784462571488948,0.002568840980529785,0.7594084739685059,0.0
81,-0.10315242201280958,0.3790098611283076,0.002576589584350586,0.7593051195144653,0.0
82,-0.1021511834385708,0.37957697662440093,0.0025843381881713867,0.7592004537582397,0.0
83,-0.10329769116555851,0.38014759396878234,0.0025920867919921875,0.7590945363044739,0.0
84,-0.1033740169756728,0.3807217061398349,0.0025998353958129883,0.7589871883392334,0.0
85,-0.10452825251484961,0.38129929836685095,0.002607583999633789,0.7588787078857422,0.0
86,-0.10461075296039717,0.38188036403658704,0.00261533260345459,0.7587688565254211,0.0
87,-0.10447348783757274,0.3824648913091785,0.00262296199798584,0.7586575746536255,0.0
88,-0.10562843750526212,0.3830528734525126,0.0026307106018066406,0.7585451602935791,0.0
89,-0.10558372620593422,0.3836442984096195,0.0026384592056274414,0.7584314942359924,0.0
90,-0.1068960204048417,0.38423915993198904,0.002646207809448242,0.7583165168762207,0.0
91,-0.10684227048533768,0.38483744180322665,0.002653956413269043,0.7582002282142639,0.0
92,-0.10816081824759918,0.38543913584380957,0.002661585807800293,0.7580825686454773,0.0
93,-0.10811437811286166,0.3860442328492922,0.0026693344116210938,0.7579637169837952,0.0
94,-0.10943926080691455,0.3866527229409374,0.0026770830154418945,0.757843554019928,0.0
95,-0.10940008973418788,0.38726459321703927,0.0026848316192626953,0.7577221989631653,0.0
96,-0.11073114604650694,0.38787983728061304,0.0026924610137939453,0.7575994729995728,0.0
97,-0.11069920042674548,0.3884984382642075,0.002700209617614746,0.7574755549430847,0.0
98,-0.11205600899568986,0.3891203902932221,0.002707958221435547,0.7573502063751221,0.0
99,-0.11202693637096342,0.3897456790156833,0.002715587615966797,0.7572237253189087,0.0
100,-0.11340015496509584,0.39037429591637485,0.0027233362197875977,0.7570959329605103,0.0
101,-0.11337363574096651,0.39100622815206715,0.0027309656143188477,0.7569668292999268,0.0
102,-0.11482033098136486,0.3916414670554328,0.0027387142181396484,0.756836473941803,0.0
103,-0.11474085567838906,0.3922800007070297,0.0027464628219604492,0.7567049860954285,0.0
104,-0.1161935954667093,0.3929218142904098,0.0027540922164916992,0.7565720081329346,0.0
105,-0.3145376375955041,0.3935669017314015,0.0027618408203125,0.7564378976821899,0.0
106,-0.31789049624337173,0.3942152546783019,0.00276947021484375,0.7563024163246155,0.0
107,-0.3157139387587472,0.3948668501981979,0.0027772188186645508,0.7561658024787903,0.0
108,-0.31939158752962504,0.3955216822278624,0.0027849674224853516,0.7560279369354248,0.0
109,-0.3171026318282018,0.39617973989686994,0.0027925968170166016,0.7558887004852295,0.0
110,-0.3207861230994551,0.3968410110536153,0.0028003454208374023,0.7557482719421387,0.0
111,-0.31850414732682963,0.39750548366458077,0.0028079748153686523,0.7556065917015076,0.0
112,-0.3221934338523818,0.39817314688859484,0.002815723419189453,0.7554636597633362,0.0
113,-0.31991839296799995,0.39884398860752085,0.002823352813720703,0.7553194761276245,0.0
114,-0.32361336340383867,0.39951799532775195,0.002830982208251953,0.755173921585083,0.0
115,-0.3213452697069419,0.4001951579411956,0.002838730812072754,0.7550272345542908,0.0
116,-0.32504593749472327,0.4008754612012118,0.002846360206604004,0.7548792362213135,0.0
117,-0.3227846825574728,0.401558895441782,0.0028541088104248047,0.7547301054000854,0.0
118,-0.32649100413887966,0.402245453429496,0.0028617382049560547,0.7545796036720276,0.0
119,-0.3242365412556657,0.4029351106860096,0.0028694868087768555,0.754427969455719,0.0
120,-0.32794845489370134,0.4036278613850278,0.0028771162033081055,0.7542749643325806,0.0
121,-0.32570067592525886,0.4043236946577279,0.0028847455978393555,0.7541207671165466,0.0
122,-0.32941819867190086,0.405022596493272,0.0028924942016601562,0.7539653778076172,0.0
123,-0.3271771136156647,0.4057245528240062,0.0029001235961914062,0.7538087368011475,0.0
124,-0.3309000740288088,0.4064295541919041,0.0029077529907226562,0.7536507844924927,0.0
125,-0.3289144565005607,0.4071375895589789,0.002915501594543457,0.7534916996955872,0.0
126,-0.3326910005101841,0.4078486416334076,0.002923130989074707,0.7533313035964966,0.0
127,-0.3304013443421746,0.40856270086136937,0.002930760383605957,0.753169596195221,0.0
128,-0.3341892480329193,0.4092797534823262,0.002938389778137207,0.7530066967010498,0.0
129,-0.33190694970025003,0.4099997882981269,0.002946138381958008,0.7528427839279175,0.0
130,-0.33570039276970765,0.4107227926390477,0.002953767776489258,0.7526774406433105,0.0
131,-0.3334243504094613,0.41144875904761846,0.002961397171020508,0.7525108456611633,0.0
132,-0.3372232791986252,0.41217766126323196,0.002969026565551758,0.7523431181907654,0.0
133,-0.3349535488109235,0.4129094965639945,0.0029767751693725586,0.7521741986274719,0.0
134,-0.3387579147004405,0.4136442489662701,0.0029844045639038086,0.7520039677619934,0.0
135,-0.3364943333096937,0.41438190548318854,0.0029920339584350586,0.7518325448036194,0.0
136,-0.3403040821240943,0.4151224553653087,0.0029996633529663086,0.7516598701477051,0.0
137,-0.3380466585463669,0.41586588456825985,0.0030072927474975586,0.7514860033988953,0.0
138,-0.34217716023827965,0.416612180668526,0.0030149221420288086,0.7513108849525452,0.0
139,-0.3397043674040992,0.41736133223848587,0.0030226707458496094,0.7511347532272339,0.0
140,-0.34384814091005483,0.4181133248179011,0.0030303001403808594,0.750957190990448,0.0
141,-0.4413826641493577,0.4188681435994729,0.0030379295349121094,0.7507784962654114,0.0
142,-0.44590646883894997,0.41962577945756685,0.0030455589294433594,0.7505986094474792,0.0
143,-0.44295644881820556,0.42038622555663246,0.0030531883239746094,0.7504174113273621,0.0
144,-0.44748540824509,0.4211494530801854,0.0030608177185058594,0.7502351403236389,0.0
145,-0.4445413630448205,0.42191545681195963,0.0030684471130371094,0.7500515580177307,0.0
146,-0.44907542832163505,0.4226842259494564,0.0030760765075683594,0.7498667240142822,0.0
147,-0.446137316718095,0.42345574455351154,0.0030837059020996094,0.7496808171272278,0.0
148,-0.450676431840045,0.42423000181472836,0.0030913352966308594,0.7494935989379883,0.0
149,-0.44773811173533107,0.42500698348400545,0.0030989646911621094,0.7493053078651428,0.0
150,-0.45228748785801365,0.42578667702935713,0.0031065940856933594,0.7491157054901123,0.0
151,-0.44935581125886337,0.4265690699229143,0.0031142234802246094,0.7489250302314758,0.0
152,-0.45391012764173155,0.42735414964206225,0.0031218528747558594,0.7487330436706543,0.0
153,-0.45164458853435396,0.4281419019109574,0.0031294822692871094,0.7485399842262268,0.0
154,-0.45624007114576565,0.4289323159676486,0.0031371116638183594,0.7483456134796143,0.0
155,-0.4533903472144827,0.4297253757672676,0.0031447410583496094,0.748150110244751,0.0
156,-0.4577582107379953,0.43052107723411825,0.0031522512435913086,0.7479532361030579,0.0
157,-0.45493856377207303,0.43131939276236847,0.0031598806381225586,0.7477553486824036,0.0
158,-0.45939496286299863,0.43212031828551584,0.0031675100326538086,0.7475563287734985,0.0
159,-0.45669645253009084,0.4329238377344926,0.0031751394271850586,0.7473560571670532,0.0
160,-0.4610755406054664,0.4337299404156652,0.0031827688217163086,0.7471546530723572,0.0
161,-0.45838276681916934,0.43453861386534437,0.0031903982162475586,0.7469520568847656,0.0
162,-0.4627663718289277,0.43534984381951103,0.0031980276107788086,0.7467482686042786,0.0
163,-0.46007921878168256,0.4361636168401294,0.003205537796020508,0.7465431690216064,0.0
164,-0.46446728748627547,0.43697992064511537,0.003213167190551758,0.7463369965553284,0.0
165,-0.46176875323955774,0.4377987436489277,0.003220796585083008,0.7461297512054443,0.0
166,-0.46568352496243265,0.43862007345879633,0.003228425979614258,0.74592125415802,0.0
167,-0.46301446238835375,0.4394438930227337,0.003235936164855957,0.7457115054130554,0.0
168,-0.4673938898184966,0.44027020174516257,0.003243565559387207,0.7455006837844849,0.0
169,-0.4647302446850022,0.44109897038574264,0.003251194953918457,0.7452887296676636,0.0
170,-0.4691141234448165,0.44193019269798384,0.003258824348449707,0.745075523853302,0.0
171,-0.4664474527612731,0.44276385538134144,0.0032663345336914062,0.7448611259460449,0.0
172,-0.47084297624178556,0.4435999481117525,0.0032739639282226562,0.7446456551551819,0.0
173,-0.46818288189443197,0.4444384557560676,0.0032815933227539062,0.7444289922714233,0.0
174,-0.47258252555017244,0.44527936696373505,0.0032891035079956055,0.7442111372947693,0.0
175,-0.46992784048913183,0.44612266959217395,0.0032967329025268555,0.7439920902252197,0.0
176,-0.47390713992294603,0.4469683504570157,0.0033043622970581055,0.7437720894813538,0.0
177,-0.47188006234879276,0.44781639449880595,0.0033118724822998047,0.7435506582260132,0.0
178,-0.4757471413130542,0.4486667934293063,0.0033195018768310547,0.743328332901001,0.0
179,-0.4736583690804549,0.44951953125762556,0.003327012062072754,0.7431046366691589,0.0
180,-0.47752933632174505,0.45037459784245115,0.003334641456604004,0.7428799271583557,0.0
181,-0.4756519398902267,0.45123198742795945,0.003342151641845703,0.742654025554657,0.0
182,-0.47962957506731196,0.4520916714822046,0.003349781036376953,0.7424269914627075,0.0
183,-0.4774542007525356,0.4529536452536463,0.003357410430908203,0.7421988844871521,0.0
184,-0.48143568164072825,0.45381789772531667,0.0033649206161499023,0.7419694066047668,0.0
185,-0.4799207317383164,0.4546844150109294,0.0033725500106811523,0.74173903465271,0.0
186,-0.4832083027018679,0.4555531832235,0.0033800601959228516,0.741507351398468,0.0
187,-0.48172423369232603,0.45642419437735554,0.0033876895904541016,0.7412746548652649,0.0
188,-0.4850160527474337,0.45729743270696516,0.0033951997756958008,0.7410407662391663,0.0
189,-0.4835366256065214,0.45817288833381153,0.0034028291702270508,0.7408057451248169,0.0
190,-0.48683264104523544,0.45905054553999064,0.00341033935546875,0.7405695915222168,0.0
191,-0.4853577470678899,0.45993039551495507,0.0034178495407104492,0.7403321862220764,0.0
192,-0.48865797034071506,0.46081242353487684,0.0034254789352416992,0.7400939464569092,0.0
193,-0.48718762955826556,0.46169662847090825,0.0034329891204833984,0.7398543357849121,0.0
194,-0.4904919525438157,0.4625829795794556,0.0034406185150146484,0.7396136522293091,0.0
195,-0.4883255341329947,0.4634714717990879,0.0034481287002563477,0.7393718957901001,0.0
196,-0.4923967125691252,0.4643620985334838,0.003455638885498047,0.7391289472579956,0.0
197,-0.4901914863141584,0.46525484116465765,0.003463268280029297,0.7388849258422852,0.0
198,-0.49429362943212674,0.466149690254883,0.003470778465270996,0.738639771938324,0.0
199,-0.4920935433909975,0.467046635304628,0.0034782886505126953,0.7383934855461121,0.0
200,-0.49619947959200716,0.4679456617881551,0.0034859180450439453,0.7381461262702942,0.0
201,-0.4940039472393106,0.4688467604265167,0.0034934282302856445,0.7378976345062256,0.0
202,-0.49811350818864597,0.46974991675752975,0.0035009384155273438,0.7376480102539062,0.0
203,-0.4959423427186985,0.4706551235446378,0.003508448600769043,0.7373971939086914,0.0
204,-0.5002495071368537,0.4715623663878284,0.003516077995300293,0.7371454834938049,0.0
205,-0.4978625579312121,0.4724716279896439,0.003523588180541992,0.7368924617767334,0.0
206,-0.5021733978062314,0.47338290633718705,0.0035310983657836914,0.7366384267807007,0.0
207,-0.4997907209437299,0.47429618202639273,0.0035386085510253906,0.7363832592964172,0.0
208,-0.5041053058357309,0.47521144902308404,0.0035462379455566406,0.7361271381378174,0.0
209,-0.5017268583814242,0.47612869432623334,0.00355374813079834,0.735869824886322,0.0
210,-0.5060450237935525,0.47704790370661937,0.003561258316040039,0.7356113195419312,0.0
211,-0.5036707548593039,0.4779690661523272,0.0035687685012817383,0.7353517413139343,0.0
212,-0.5079480917459168,0.47889219272625816,0.0035762786865234375,0.7350910902023315,0.0
213,-0.5063454652903917,0.4798172284965719,0.0035837888717651367,0.734829306602478,0.0
214,-0.5098883640292083,0.4807441897368303,0.0035914182662963867,0.7345665693283081,0.0
215,-0.5082896418640384,0.48167305528987436,0.003598928451538086,0.7343026995658875,0.0
216,-0.5118361757229245,0.482603823756795,0.003606438636779785,0.7340377569198608,0.0
217,-0.5102413128530289,0.48353647172261577,0.0036139488220214844,0.7337716221809387,0.0
218,-0.5137752790983583,0.48447100117346464,0.0036214590072631836,0.7335044145584106,0.0
219,-0.5122152531939199,0.48540738872992995,0.003628969192504883,0.7332361936569214,0.0
220,-0.5157374007875589,0.4863456322648673,0.003636479377746582,0.7329668998718262,0.0
221,-0.5141811430755608,0.4872857169538605,0.0036439895629882812,0.7326964735984802,0.0
222,-0.5177068530163657,0.48822763226454713,0.0036514997482299805,0.7324250340461731,0.0
223,-0.5161543199183346,0.4891713677118081,0.0036590099334716797,0.7321524620056152,0.0
224,-0.5195960671783729,0.49011691285786646,0.003666520118713379,0.7318788170814514,0.0
225,-0.5182589648671136,0.4910642573123777,0.003674030303955078,0.7316042184829712,0.0
226,-0.5215760148721876,0.49201338641308956,0.0036815404891967773,0.7313284277915955,0.0
227,-0.5202425078036929,0.49296429416600107,0.0036890506744384766,0.7310515642166138,0.0
228,-0.5235630284870976,0.4939169616485568,0.0036965608596801758,0.7307736873626709,0.0
229,-0.5222330775174349,0.4948713916467248,0.003704071044921875,0.7304947376251221,0.0
230,-0.5255570333598588,0.49582756096917724,0.0037115812301635742,0.7302147746086121,0.0
231,-0.5233406758290529,0.49678546382291994,0.0037190914154052734,0.7299337387084961,0.0
232,-0.5280120478956076,0.49774509012553503,0.0037266016006469727,0.7296515107154846,0.0
233,-0.5253465912840484,0.4987064288889969,0.003733992576599121,0.7293682098388672,0.0
234,-0.5300210742099595,0.49966947203518125,0.0037415027618408203,0.7290840148925781,0.0
235,-0.5273593420643282,0.5006342042725281,0.0037490129470825195,0.7287987470626831,0.0
236,-0.5319781115981599,0.5016006156853977,0.0037565231323242188,0.7285124063491821,0.0
237,-0.5293492646300295,0.50256871957735,0.003764033317565918,0.7282249927520752,0.0
238,-0.5340022065955772,0.5035384642563067,0.003771543502807617,0.7279365658760071,0.0
239,-0.5313768844049889,0.5045098577202849,0.0037789344787597656,0.7276470065116882,0.0
240,-0.5360327839655697,0.5054828921504709,0.003786444664001465,0.7273565530776978,0.0
241,-0.5334110868003744,0.5064575569217095,0.003793954849243164,0.7270650267601013,0.0
242,-0.538069906383063,0.5074338424089742,0.0038014650344848633,0.7267724275588989,0.0
243,-0.5354516704425099,0.5084117336184338,0.0038088560104370117,0.726478636264801,0.0
244,-0.5401133650665805,0.5093912273724789,0.003816366195678711,0.7261839509010315,0.0
245,-0.5374986747441043,0.5103723087571169,0.00382387638092041,0.7258883714675903,0.0
246,-0.542163201433669,0.5113549683161008,0.0038313865661621094,0.7255915999412537,0.0
247,-0.5395518981136225,0.5123392001938005,0.003838777542114258,0.7252936959266663,0.0
248,-0.544219218271658,0.5133249879349505,0.003846287727355957,0.724994957447052,0.0
249,-0.5416113816602135,0.5143123302885485,0.0038537979125976562,0.7246952652931213,0.0
250,-0.5459664775565158,0.5153012080198948,0.0038611888885498047,0.7243943810462952,0.0
251,-0.5438229016919951,0.5162916183170029,0.003868699073791504,0.7240924835205078,0.0
252,-0.5480457893658846,0.5172835510659448,0.003876209259033203,0.7237896919250488,0.0
253,-0.5459150817737252,0.5182769916541444,0.0038836002349853516,0.7234856486320496,0.0
254,-0.5501398880846144,0.5192719374354245,0.0038911104202270508,0.7231807708740234,0.0
255,-0.5480039303570946,0.5202683683682834,0.0038985013961791992,0.7228747010231018,0.0
256,-0.5522312356403033,0.5212662864647626,0.0039060115814208984,0.7225677967071533,0.0
257,-0.550213877910869,0.5222656763289023,0.003913402557373047,0.7222598195075989,0.0
258,-0.5538454984422139,0.5232665309469745,0.003920912742614746,0.721950888633728,0.0
259,-0.5521158330220899,0.5242688405194897,0.003928422927856445,0.7216410040855408,0.0
260,-0.5565215515380924,0.5252725906939968,0.003935813903808594,0.721329927444458,0.0
261,-0.5544069954258504,0.5262777791841272,0.003943324089050293,0.7210180163383484,0.0
262,-0.5580435476933931,0.5272844149475137,0.003950715065002441,0.720704972743988,0.0
263,-0.5563203320443302,0.5282924428732679,0.003958225250244141,0.720391035079956,0.0
264,-0.5601419008394145,0.5293018812039804,0.003965616226196289,0.7200760245323181,0.0
265,-0.5584220501372392,0.530312722310925,0.0039730072021484375,0.7197600603103638,0.0
266,-0.5621728411809636,0.5313249493177318,0.003980517387390137,0.7194430828094482,0.0
267,-0.5607135097374423,0.5323385564750508,0.003987908363342285,0.7191250920295715,0.0
268,-0.5642856037266285,0.5333535372116132,0.003995418548583984,0.718806266784668,0.0
269,-0.562829539394204,0.5343698765730893,0.004002809524536133,0.7184863090515137,0.0
270,-0.5664037810283867,0.5353875727336368,0.004010319709777832,0.7181654572486877,0.0
271,-0.5649509545901197,0.5364066155014258,0.0040177106857299805,0.7178434729576111,0.0
272,-0.5685272478949301,0.5374269928600952,0.004025101661682129,0.7175205945968628,0.0
273,-0.5670776791037635,0.5384486975061147,0.004032611846923828,0.7171968221664429,0.0
274,-0.5706560493183117,0.5394717193672461,0.0040400028228759766,0.7168719172477722,0.0
275,-0.5692095813703959,0.5404960512324211,0.004047393798828125,0.7165461182594299,0.0
276,-0.5727900549014977,0.5415216859348676,0.004054903984069824,0.716219425201416,0.0
277,-0.5713467194203508,0.5425486135419736,0.004062294960021973,0.7158916592597961,0.0
278,-0.5749291432773906,0.5435768269784467,0.004069685935974121,0.7155629396438599,0.0
279,-0.5737060370036016,0.5446063144754116,0.00407719612121582,0.7152332663536072,0.0
280,-0.5769846160153487,0.5456370709623537,0.004084587097167969,0.7149026393890381,0.0
281,-0.5758176699692452,0.5466690847476169,0.004091978073120117,0.7145709991455078,0.0
282,-0.5791332741721273,0.5477023479789207,0.004099369049072266,0.7142384648323059,0.0
283,-0.5779669453430896,0.5487368528488358,0.004106760025024414,0.713904857635498,0.0
284,-0.5809634019408313,0.5497725925286849,0.004114270210266113,0.7135705351829529,0.0
285,-0.5801093755350395,0.5508095622086786,0.004121661186218262,0.7132351398468018,0.0
286,-0.5831256506018018,0.5518477456017773,0.00412905216217041,0.7128986716270447,0.0
287,-0.5822744050061583,0.5528871553209893,0.004136443138122559,0.7125613689422607,0.0
288,-0.5852927204301968,0.5539277528558604,0.004143834114074707,0.7122229933738708,0.0
289,-0.5844442497060308,0.5549695374435041,0.004151344299316406,0.7118839621543884,0.0
290,-0.5874645645519313,0.5560125093005017,0.004158735275268555,0.7115437984466553,0.0
291,-0.5866187438970509,0.5570566619045703,0.004166126251220703,0.7112026810646057,0.0
292,-0.5896410308864208,0.5581019782012365,0.0041735172271728516,0.7108606100082397,0.0
293,-0.5884892023549445,0.5591484556122713,0.004180908203125,0.7105177044868469,0.0
294,-0.591456624531286,0.5601960916273062,0.0041882991790771484,0.7101737260818481,0.0
295,-0.5906668990100805,0.561244869283815,0.004195690155029297,0.7098289728164673,0.0
296,-0.5936362958213417,0.5622947861508132,0.004203081130981445,0.7094832062721252,0.0
297,-0.5928491126989645,0.5633458301603202,0.004210472106933594,0.7091364860534668,0.0
298,-0.5958204563851991,0.5643979989784652,0.004217863082885742,0.7087888121604919,0.0
299,-0.5950357864862845,0.565451280609802,0.004225254058837891,0.7084402441978455,0.0
300,-0.5980090457358119,0.5665056728166337,0.004232645034790039,0.7080908417701721,0.0
301,-0.5972268556542817,0.5675611587997823,0.0042400360107421875,0.7077404856681824,0.0
302,-0.6002019999620625,0.5686177412807393,0.004247426986694336,0.7073891758918762,0.0
303,-0.5994222674190505,0.56967540840733,0.004254817962646484,0.7070369720458984,0.0
304,-0.6023992626176804,0.5707341483454256,0.004262208938598633,0.7066838145256042,0.0
305,-0.6016219484911043,0.5717939590766246,0.004269599914550781,0.7063298225402832,0.0
306,-0.604597434221601,0.5728548337419721,0.00427699089050293,0.7059749364852905,0.0
307,-0.6038407100212504,0.5739167606131382,0.004284381866455078,0.7056190967559814,0.0
308,-0.606802822499119,0.5749797378112613,0.0042917728424072266,0.705262303352356,0.0
309,-0.6060484584952311,0.5760437536777564,0.004299163818359375,0.7049046158790588,0.0
310,-0.6090105729226816,0.577108801498809,0.0043065547943115234,0.7045460939407349,0.0
311,-0.6087532413638073,0.5781748736763219,0.004313826560974121,0.7041865587234497,0.0
312,-0.6112814769832072,0.5792419863114662,0.0043212175369262695,0.7038263082504272,0.0
313,-0.610958569015995,0.5803100901372747,0.004328608512878418,0.7034650444984436,0.0
314,-0.6134888982196067,0.5813791945128692,0.004335999488830566,0.7031030058860779,0.0
315,-0.6131678598551403,0.5824492978609228,0.004343390464782715,0.7027400135993958,0.0
316,-0.6157002839994158,0.5835203937054241,0.004350781440734863,0.702376127243042,0.0
317,-0.6153810264532,0.5845924697223597,0.004358053207397461,0.7020111680030823,0.0
318,-0.6179155168618335,0.5856655263123712,0.004365444183349609,0.70164555311203,0.0
319,-0.6175981314260336,0.5867395462428742,0.004372835159301758,0.7012790441513062,0.0
320,-0.6201346527547321,0.5878145331217275,0.004380226135253906,0.7009117007255554,0.0
