step,reward,mean_form_error_m,mean_z_error_m,min_dyn_distance_m,collision_flag,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,roll_rad,pitch_rad,yaw_rad,wx_rps,wy_rps,wz_rps,x_des_m,y_des_m,z_des_m,ic_pos_jitter_d0_x_m,ic_pos_jitter_d0_y_m,ic_pos_jitter_d0_z_m,ic_yaw_jitter_d0_rad,ic_vel_jitter_d0_x_mps,ic_vel_jitter_d0_y_mps,ic_vel_jitter_d0_z_mps,ic_pos_jitter_d1_x_m,ic_pos_jitter_d1_y_m,ic_pos_jitter_d1_z_m,ic_yaw_jitter_d1_rad,ic_vel_jitter_d1_x_mps,ic_vel_jitter_d1_y_mps,ic_vel_jitter_d1_z_mps,ic_pos_jitter_d2_x_m,ic_pos_jitter_d2_y_m,ic_pos_jitter_d2_z_m,ic_yaw_jitter_d2_rad,ic_vel_jitter_d2_x_mps,ic_vel_jitter_d2_y_mps,ic_vel_jitter_d2_z_mps,ic_pos_jitter_d3_x_m,ic_pos_jitter_d3_y_m,ic_pos_jitter_d3_z_m,ic_yaw_jitter_d3_rad,ic_vel_jitter_d3_x_mps,ic_vel_jitter_d3_y_mps,ic_vel_jitter_d3_z_mps,ic_pos_jitter_d4_x_m,ic_pos_jitter_d4_y_m,ic_pos_jitter_d4_z_m,ic_yaw_jitter_d4_rad,ic_vel_jitter_d4_x_mps,ic_vel_jitter_d4_y_mps,ic_vel_jitter_d4_z_mps,ic_obstacle_jitter_x_m,ic_obstacle_jitter_y_m,ic_obstacle_jitter_z_m,ic_dynamic_jitter_x_m,ic_dynamic_jitter_y_m,ic_dynamic_jitter_z_m,episode,max_steps,timestamp_unix
,,,,,,,,,,,,,,,,,,,,,-0.20811039601744763,0.062006819649202294,-0.2463912728510246,0.24971896634237523,-0.026715501601655978,-0.011133940606144449,-0.11053854927281065,-0.21469795863669947,-0.19738736871474294,-0.13713490979149698,-0.14192026889865733,-0.183089149915583,-0.08499938058538459,-0.04793983987870659,0.0702456928776446,-0.19186681135353212,0.06686248741397971,-0.2115543574820392,-0.04787361630539802,-0.030907360522447302,-0.022753387563349076,0.29582287491131815,0.29642809951345833,0.05284185665724239,-0.16448574795937834,-0.025648945503077725,-0.15964600236969628,-0.07180491389034196,0.10088795754137847,0.16579647291587324,0.15648964134399856,-0.18462167376904565,0.04308028323346064,0.054744653608474025,-0.02386131787875989,-0.27697219095576353,0.053013158699603824,-0.2638717858561933,0.16011370921468582,0.23188711122567485,-0.15451002318856777,84.0,1000.0,1764625060.4649513
0.0,-0.0022755609559665063,0.0005545936292037368,0.00035631656646728516,1.5050437450408936,0.0,0.0,0.0,1.000356,0.0,0.0,7.925133e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,-0.0022779546162802035,0.0009218035265803337,0.0003566741943359375,1.5050100088119507,0.0,0.0,0.0,1.0003563,0.0,0.0,7.872534e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.000375,0.0002,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,-0.0022792109833662732,0.0013239553663879633,0.00035691261291503906,1.5049597024917603,0.0,0.0,0.0,1.0003567,0.0,0.0,7.774504e-05,-0.00012803078,0.00023984909,0.0,-0.030714178,0.057589088,0.0,0.00075,0.00039999993,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,-0.0022811539889144123,0.0017370746936649084,0.0003572702407836914,1.5048925876617432,0.0,4.0866396e-08,2.1795412e-08,1.0003569,9.807935e-06,5.2308988e-06,7.6869896e-05,0.00020241737,2.1457672e-05,0.0,0.07927969,-0.052410748,-1.2316217e-05,0.001125,0.0005999998,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,-0.0022831178953009387,0.002154726069420576,0.00035762786865234375,1.5048085451126099,0.0,8.5398966e-08,9.122905e-09,1.0003573,1.0687817e-05,-3.0414014e-06,7.6340155e-05,7.43866e-05,0.00026154518,1.1920929e-06,-0.03072544,0.05758821,0.00028527447,0.0015,0.00079999946,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,-0.00228509387402346,0.0025748047046363354,0.0003578662872314453,1.504707932472229,0.0,1.744626e-07,-1.6206583e-08,1.0003576,2.1375272e-05,-6.0790767e-06,7.5360076e-05,0.00040459633,4.3153763e-05,-2.4080276e-05,0.07926684,-0.05241106,-0.0060845534,0.001875,0.000999999,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,-0.0022870786432725256,0.0029962342232465744,0.00035822391510009766,1.5045907497406006,0.0,2.7085514e-07,-1.10440475e-07,1.0003579,2.313421e-05,-2.2616136e-05,7.448452e-05,0.00027656555,0.00028300285,7.224083e-05,-0.030735558,0.05757703,0.023127267,0.00225,0.0011999982,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,-0.0022890697873567665,0.003418563399463892,0.0003584623336791992,1.5044567584991455,0.0,4.1543888e-07,-2.5175157e-07,1.0003582,3.47001e-05,-3.391466e-05,7.39544e-05,0.0006067753,6.4611435e-05,4.673004e-05,0.07925311,-0.052409466,-0.0061006187,0.002625,0.0013999972,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,-0.0022910668328948304,0.0038414946757256985,0.00035881996154785156,1.504306435585022,0.0,5.710106e-07,-4.9636975e-07,1.0003585,3.733722e-05,-5.8708363e-05,7.297065e-05,0.0004787445,0.00030446053,0.00014328957,-0.030756464,0.057564907,0.023135802,0.003,0.0015999958,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,-0.0022930688496608127,0.004264876712113619,0.0003591775894165039,1.50413978099823,0.0,7.7842674e-07,-8.2244605e-07,1.0003588,4.9779865e-05,-7.8258316e-05,7.246679e-05,0.0008087158,8.606911e-05,0.00011777878,0.079239376,-0.052407872,-0.006116672,0.003375,0.0017999939,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,-0.002295074870018107,0.004688550718128681,0.00035941600799560547,1.5039564371109009,0.0,1.0004834e-06,-1.2861932e-06,1.0003592,5.3293596e-05,-0.000111299305,7.147435e-05,0.00068068504,0.0003259182,0.00021409988,-0.030777361,0.05755279,0.023144327,0.00375,0.0019999917,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,-0.0022970853454344253,0.005112501792609692,0.00035965442657470703,1.5037565231323242,0.0,1.2780305e-06,-1.8657391e-06,1.0003594,6.66113e-05,-0.00013909103,7.060544e-05,0.0010106564,0.00010752678,0.0001885891,0.07922566,-0.052406278,-0.006132712,0.004125,0.0021999888,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,-0.0022990996372605887,0.005536667071282864,0.0003600120544433594,1.5035405158996582,0.0,1.5738642e-06,-2.6172825e-06,1.0003597,7.100012e-05,-0.00018037038,7.006412e-05,0.00088238716,0.00034737587,0.00028514862,-0.030798247,0.057540674,0.02315284,0.0045,0.0023999857,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,-0.0023011177317290295,0.00596102187409997,0.00036025047302246094,1.503307580947876,0.0,1.9288289e-06,-3.5189278e-06,1.00036,8.51915e-05,-0.0002163949,6.9458074e-05,0.0012123585,0.00012874603,0.00025963783,0.07921194,-0.052404687,-0.0061487397,0.004875,0.0025999816,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,-0.0023031394151599677,0.006385543383657932,0.0003606081008911133,1.5030585527420044,0.0,2.3057194e-06,-4.626854e-06,1.0003603,9.045374e-05,-0.00026590232,6.8484565e-05,0.0010840893,0.00036859512,0.00035619736,-0.030819124,0.05752856,0.023161342,0.00525,0.002799977,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,-0.0023051650653935223,0.006810225546360016,0.00036084651947021484,1.5027934312820435,0.0,2.7453743e-06,-5.9191466e-06,1.0003606,0.00010551719,-0.00031015018,6.798085e-05,0.0014138222,0.0001502037,0.00033044815,0.079198234,-0.052403096,-0.0061647547,0.005625,0.0029999719,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
