step,reward,mean_form_error_m,mean_z_error_m,min_dyn_distance_m,collision_flag,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,roll_rad,pitch_rad,yaw_rad,wx_rps,wy_rps,wz_rps,x_des_m,y_des_m,z_des_m,ic_pos_jitter_d0_x_m,ic_pos_jitter_d0_y_m,ic_pos_jitter_d0_z_m,ic_yaw_jitter_d0_rad,ic_vel_jitter_d0_x_mps,ic_vel_jitter_d0_y_mps,ic_vel_jitter_d0_z_mps,ic_pos_jitter_d1_x_m,ic_pos_jitter_d1_y_m,ic_pos_jitter_d1_z_m,ic_yaw_jitter_d1_rad,ic_vel_jitter_d1_x_mps,ic_vel_jitter_d1_y_mps,ic_vel_jitter_d1_z_mps,ic_pos_jitter_d2_x_m,ic_pos_jitter_d2_y_m,ic_pos_jitter_d2_z_m,ic_yaw_jitter_d2_rad,ic_vel_jitter_d2_x_mps,ic_vel_jitter_d2_y_mps,ic_vel_jitter_d2_z_mps,ic_pos_jitter_d3_x_m,ic_pos_jitter_d3_y_m,ic_pos_jitter_d3_z_m,ic_yaw_jitter_d3_rad,ic_vel_jitter_d3_x_mps,ic_vel_jitter_d3_y_mps,ic_vel_jitter_d3_z_mps,ic_pos_jitter_d4_x_m,ic_pos_jitter_d4_y_m,ic_pos_jitter_d4_z_m,ic_yaw_jitter_d4_rad,ic_vel_jitter_d4_x_mps,ic_vel_jitter_d4_y_mps,ic_vel_jitter_d4_z_mps,ic_obstacle_jitter_x_m,ic_obstacle_jitter_y_m,ic_obstacle_jitter_z_m,ic_dynamic_jitter_x_m,ic_dynamic_jitter_y_m,ic_dynamic_jitter_z_m,episode,max_steps,timestamp_unix
,,,,,,,,,,,,,,,,,,,,,0.10402180158101176,0.03987122830157652,-0.20214740394067993,0.25701567645772894,-0.023592237268665495,0.1552754768399865,0.08375672037132792,0.28980489253633307,0.21773013609593467,-0.06774269753510681,0.19395664742237595,0.033116394755891454,0.06171901127467472,-0.03960768832891767,0.16272623944285086,0.08637170203233868,0.19791759942924259,0.29840536501941495,0.0025689826560122975,0.019979472876929444,0.10831449285417322,-0.21827156889939686,-0.12070266381099229,0.01749122114535845,-0.24616182867807368,0.048581615065867056,0.12856890384328817,0.09957354709941424,-0.12193838331744006,0.29414824588348626,0.2896249786918233,-0.36390543195329306,0.19323666675090578,0.038976865484964845,0.06614159178546652,-0.17661498344920457,0.19228472333926105,0.08659467419652789,-0.019861093890455817,-0.2221238431192707,0.3096904217463762,66.0,1000.0,1764624989.457006
0.0,-0.0024521597223139684,0.0005033135530538857,0.0002696514129638672,1.3710657358169556,0.0,0.0,0.0,0.9997306,0.0,0.0,-6.0107566e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,-0.002454638608658206,0.0008918216335587204,0.00026988983154296875,1.3710321187973022,0.0,0.0,0.0,0.99973035,0.0,0.0,-5.950162e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.000375,0.0002,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,-0.002455932631123336,0.0013032546266913414,0.0002701878547668457,1.3709818124771118,0.0,0.0,0.0,0.9997301,0.0,0.0,-5.8908023e-05,-0.00012803078,0.00023984909,0.0,-0.030714178,0.057589088,0.0,0.00075,0.00039999993,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,-0.0024578956036843467,0.0017213126411661506,0.00027042627334594727,1.3709150552749634,0.0,4.086784e-08,2.1796179e-08,0.9997298,9.808282e-06,5.231083e-06,-5.8313035e-05,0.00020241737,2.1457672e-05,0.0,0.07927969,-0.052410748,-1.2316217e-05,0.001125,0.0005999998,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,-0.0024598715679461296,0.0021420097909867764,0.00027066469192504883,1.370831847190857,0.0,8.5401965e-08,9.123361e-09,0.9997296,1.0688191e-05,-3.0414765e-06,-5.7532234e-05,7.43866e-05,0.00026154518,1.1920929e-06,-0.03072544,0.05758821,0.00028527447,0.0015,0.00079999946,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,-0.0024618557071910806,0.0025641582906246185,0.000270843505859375,1.3707321882247925,0.0,1.744688e-07,-1.6206904e-08,0.99972934,2.137604e-05,-6.0792636e-06,-5.6980352e-05,0.00040459633,4.3153763e-05,-2.4080276e-05,0.07926684,-0.05241106,-0.0060845534,0.001875,0.000999999,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,-0.002463846582430415,0.002987068612128496,0.00027108192443847656,1.37061607837677,0.0,2.708648e-07,-1.1044403e-07,0.99972916,2.3135039e-05,-2.2616909e-05,-5.6375935e-05,0.00027656555,0.00028300285,7.224083e-05,-0.030735558,0.05757703,0.023127267,0.00225,0.0011999982,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,-0.0024658429632529993,0.0034105267841368914,0.0002713203430175781,1.3704835176467896,0.0,4.1545306e-07,-2.517594e-07,0.9997289,3.470119e-05,-3.3915687e-05,-5.596576e-05,0.0006067753,6.4611435e-05,4.673004e-05,0.07925311,-0.052409466,-0.0061006187,0.002625,0.0013999972,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,-0.002467843443449965,0.0038343288470059633,0.0002715587615966797,1.3703349828720093,0.0,5.710298e-07,-4.963859e-07,0.9997287,3.733841e-05,-5.8710357e-05,-5.533061e-05,0.0004787445,0.00030446053,0.00014328957,-0.030756464,0.057564907,0.023135802,0.003,0.0015999958,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
