step,reward,mean_form_error_m,mean_z_error_m,min_dyn_distance_m,collision_flag,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,roll_rad,pitch_rad,yaw_rad,wx_rps,wy_rps,wz_rps,x_des_m,y_des_m,z_des_m,ic_pos_jitter_d0_x_m,ic_pos_jitter_d0_y_m,ic_pos_jitter_d0_z_m,ic_yaw_jitter_d0_rad,ic_vel_jitter_d0_x_mps,ic_vel_jitter_d0_y_mps,ic_vel_jitter_d0_z_mps,ic_pos_jitter_d1_x_m,ic_pos_jitter_d1_y_m,ic_pos_jitter_d1_z_m,ic_yaw_jitter_d1_rad,ic_vel_jitter_d1_x_mps,ic_vel_jitter_d1_y_mps,ic_vel_jitter_d1_z_mps,ic_pos_jitter_d2_x_m,ic_pos_jitter_d2_y_m,ic_pos_jitter_d2_z_m,ic_yaw_jitter_d2_rad,ic_vel_jitter_d2_x_mps,ic_vel_jitter_d2_y_mps,ic_vel_jitter_d2_z_mps,ic_pos_jitter_d3_x_m,ic_pos_jitter_d3_y_m,ic_pos_jitter_d3_z_m,ic_yaw_jitter_d3_rad,ic_vel_jitter_d3_x_mps,ic_vel_jitter_d3_y_mps,ic_vel_jitter_d3_z_mps,ic_pos_jitter_d4_x_m,ic_pos_jitter_d4_y_m,ic_pos_jitter_d4_z_m,ic_yaw_jitter_d4_rad,ic_vel_jitter_d4_x_mps,ic_vel_jitter_d4_y_mps,ic_vel_jitter_d4_z_mps,ic_obstacle_jitter_x_m,ic_obstacle_jitter_y_m,ic_obstacle_jitter_z_m,ic_dynamic_jitter_x_m,ic_dynamic_jitter_y_m,ic_dynamic_jitter_z_m,episode,max_steps,timestamp_unix
,,,,,,,,,,,,,,,,,,,,,-0.0686882210513701,-0.21873969854411995,-0.2758276695786645,0.3750507442985179,-0.08993052729635634,0.17232536659497621,0.010018530651807633,-0.050218199746442704,-0.2672487697703575,-0.2540017505409658,-0.2593283561860285,0.1427946830363761,0.014464286664197745,-0.04415856231087076,0.22726177355142813,0.09726949586616979,0.0922858437291092,0.3491432070988213,0.15242591878989714,-0.07302206613828308,-0.12886165263577026,0.0925481333333168,0.07585263685854843,-0.018081558436866707,-0.09708155236611138,-0.16064114956223152,-0.08752702244746363,0.1400247425370747,0.24367170627603657,-0.1154697195723828,-0.18633232454227744,0.03314773993809028,0.12475453102401979,-0.06534989451014073,-0.19668116550203388,-0.09468049927116506,-0.18000800300714667,0.2962247637915467,-0.01456067240223985,0.158219428816897,0.0006329780465370582,32.0,1000.0,1764624894.5541196
0.0,-0.002579360597751216,0.0004262070287950337,3.224611282348633e-05,1.2556819915771484,0.0,0.0,0.0,0.99996775,0.0,0.0,-7.1650784e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,-0.0025819819427466825,0.0008506145095452666,3.224611282348633e-05,1.2556495666503906,0.0,0.0,0.0,0.99996775,0.0,0.0,-7.026824e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.000375,0.0002,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,-0.002583328781597744,0.0012753488263115287,3.230571746826172e-05,1.2556006908416748,0.0,0.0,0.0,0.99996775,0.0,0.0,-7.059283e-06,-0.00012803078,0.00023984909,0.0,-0.030714178,0.057589088,0.0,0.00075,0.00039999993,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,-0.0025853179765638295,0.0017002441454678774,3.230571746826172e-05,1.255535364151001,0.0,4.086726e-08,2.1795872e-08,0.9999677,9.808143e-06,5.2310093e-06,-7.0531732e-06,0.00020241737,2.1457672e-05,0.0,0.07927969,-0.052410748,-1.2316217e-05,0.001125,0.0005999998,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,-0.002587310571684703,0.002125086961314082,3.236532211303711e-05,1.255453109741211,0.0,8.540076e-08,9.12324e-09,0.9999677,1.0688039e-05,-3.0414317e-06,-6.869978e-06,7.43866e-05,0.00026154518,1.1920929e-06,-0.03072544,0.05758821,0.00028527447,0.0015,0.00079999946,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,-0.002589305723925009,0.0025500194169580936,3.236532211303711e-05,1.2553542852401733,0.0,1.7446632e-07,-1.6206657e-08,0.99996763,2.1375736e-05,-6.0791754e-06,-6.913652e-06,0.00040459633,4.3153763e-05,-2.4080276e-05,0.07926684,-0.05241106,-0.0060845534,0.001875,0.000999999,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,-0.002591304290299104,0.0029749192763119936,3.24249267578125e-05,1.2552387714385986,0.0,2.7086097e-07,-1.10442734e-07,0.99996763,2.3134717e-05,-2.261666e-05,-6.721307e-06,0.00027656555,0.00028300285,7.224083e-05,-0.030735558,0.05757703,0.023127267,0.00225,0.0011999982,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,-0.0025933065401908613,0.003399871988222003,3.24249267578125e-05,1.2551063299179077,0.0,4.154474e-07,-2.5175655e-07,0.9999676,3.470074e-05,-3.3915316e-05,-6.7662813e-06,0.0006067753,6.4611435e-05,4.673004e-05,0.07925311,-0.052409466,-0.0061006187,0.002625,0.0013999972,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,-0.002595311389242215,0.0038248379714787006,3.248453140258789e-05,1.2549569606781006,0.0,5.710221e-07,-4.963804e-07,0.9999676,3.7337933e-05,-5.870972e-05,-6.5761665e-06,0.0004787445,0.00030446053,0.00014328957,-0.030756464,0.057564907,0.023135802,0.003,0.0015999958,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
