episode,steps,max_form_err,min_dyn_distance,num_close_calls,collision,mean_reward
0,2000,0.24710265,1.0129520410631028,0,0.0,0.30027445477147713
1,2000,0.24714456,0.999912934747084,0,0.0,0.3218474555168989
2,2000,0.24574907,0.6009021124459075,0,0.0,0.19550158697227477
3,2000,0.24596901,0.9996793028982258,0,0.0,0.3093854754367472
