episode,steps,total_reward,mean_form_error,max_form_error,form_var,mean_z_error,min_dyn_distance,collision,threat,r_terms
54,549,-6.001742631339458,0.05093560740351677,0.052538517862558365,6.6067063926311675e-06,0.00043895244016312063,0.11190959066152573,1.0,1.0,"{'r_form': -0.03215266500134021, 'r_form_var': -2.77481668490509e-06, 'r_height': -0.00017558097606524826, 'r_smooth': -0.0012957866489887238, 'r_evade': -2.064271228015423, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.2646485805511475, 'collision': -8.0}"
55,451,-3.0511657138336274,0.06532476842403412,0.06930240988731384,1.1706384611898102e-05,0.0003185272216796875,0.10878020524978638,1.0,1.0,"{'r_form': -0.04330233252607286, 'r_form_var': -4.916681536997202e-06, 'r_height': -0.000127410888671875, 'r_smooth': -0.0014018473029136658, 'r_evade': -2.0736593842506412, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.2285634994506836, 'collision': -8.0}"
56,870,-10.204491675336676,0.043174564838409424,0.0492960587143898,4.59988004877232e-05,0.00037758349208161235,0.11162709444761276,1.0,1.0,"{'r_form': -0.029611336631933226, 'r_form_var': -1.9319496204843744e-05, 'r_height': -0.00015103339683264494, 'r_smooth': -0.0009903763234615326, 'r_evade': -2.018672311306, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.22102012634277346, 'collision': -8.0}"
57,418,-2.8511832410328912,0.06840807944536209,0.07066459208726883,6.8582967287511565e-06,0.0002603173197712749,0.10090072453022003,1.0,1.0,"{'r_form': -0.04449302144814283, 'r_form_var': -2.8804846260754856e-06, 'r_height': -0.00010412692790850997, 'r_smooth': -0.0016868160665035247, 'r_evade': -2.0972978264093403, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.2248389005661011, 'collision': -8.0}"
58,1000,-13.412273609516381,0.054399274289608,0.06271358579397202,6.0181821027072147e-05,7.021427336439956e-06,0.4069380760192871,0.0,1.0,"{'r_form': -0.03829004399012774, 'r_form_var': -2.5276364831370297e-05, 'r_height': -2.8085709345759827e-06, 'r_smooth': -0.000865463986992836, 'r_evade': -1.1363838963210584, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.2503663063049317, 'collision': 0.0}"
59,1000,-12.1521048481484,0.05234045907855034,0.061618443578481674,2.2643325792159885e-05,0.0006539106252603233,0.26534199714660645,0.0,1.0,"{'r_form': -0.03740660377079621, 'r_form_var': -9.510196832707152e-06, 'r_height': -0.00026156425010412935, 'r_smooth': -0.0008718891441822052, 'r_evade': -1.562628371268511, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.2871490240097046, 'collision': 0.0}"
60,244,-3.515995541054051,0.08417042344808578,0.08490754663944244,3.864258815156063e-07,0.0005430340534076095,0.10407762974500656,1.0,1.0,"{'r_form': -0.05498752518557012, 'r_form_var': -1.6229887023655462e-07, 'r_height': -0.0002172136213630438, 'r_smooth': -0.0007843980938196183, 'r_evade': -2.0877671107649807, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.2200108766555786, 'collision': -8.0}"
61,358,-2.9721388303303153,0.07937939465045929,0.08172432333230972,4.282900590624195e-06,0.00024733543978072703,0.10816024988889694,1.0,1.0,"{'r_form': -0.05238626104779542, 'r_form_var': -1.7988182480621616e-06, 'r_height': -9.893417591229082e-05, 'r_smooth': -0.0014046069979667664, 'r_evade': -2.0755192503333095, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.22243409156799318, 'collision': -8.0}"
62,1000,-13.081624491745298,0.055153585970401764,0.05726567655801773,2.3226118628372205e-06,0.0003353118954692036,0.4341782331466675,0.0,1.0,"{'r_form': -0.03526523154694587, 'r_form_var': -9.754969823916325e-07, 'r_height': -0.00013412475818768145, 'r_smooth': -0.001004454493522644, 'r_evade': -1.0494735889136793, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.21946215629577637, 'collision': 0.0}"
63,1000,-13.460418358304597,0.06124637648463249,0.07098240405321121,8.791968139121309e-05,0.00012202262587379664,0.26057061553001404,0.0,1.0,"{'r_form': -0.04378113698679954, 'r_form_var': -3.692626618430949e-05, 'r_height': -4.880905034951866e-05, 'r_smooth': -0.0009534347802400589, 'r_evade': -1.5812477596104146, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.24211382865905762, 'collision': 0.0}"
64,473,-6.803764479456772,0.0605442151427269,0.06223105639219284,5.31656314706197e-06,8.083581633400172e-05,0.11013265699148178,1.0,1.0,"{'r_form': -0.03870385651709512, 'r_form_var': -2.232956521766027e-06, 'r_height': -3.233432653360069e-05, 'r_smooth': -0.0013254547119140624, 'r_evade': -2.069602029025555, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.21609435081481934, 'collision': -8.0}"
65,513,-1.3649283631694795,0.05903315544128418,0.06808466464281082,4.708947744802572e-05,0.0008001327514648438,0.09924551844596863,1.0,1.0,"{'r_form': -0.041836015502922236, 'r_form_var': -1.97775805281708e-05, 'r_height': -0.0003200531005859375, 'r_smooth': -0.0017078687250614167, 'r_evade': -2.1022634446620945, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.2800111770629883, 'collision': -8.0}"
66,598,-5.908153066098688,0.04747433587908745,0.04999148100614548,4.391653874336043e-06,0.00034227370633743703,0.10973630845546722,1.0,1.0,"{'r_form': -0.030366343972273172, 'r_form_var': -1.8444946272211378e-06, 'r_height': -0.0001369094825349748, 'r_smooth': -0.0010670556873083115, 'r_evade': -2.0707910746335987, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.25612959861755374, 'collision': -8.0}"
67,879,-8.613299226261185,0.054077405482530594,0.059980012476444244,2.9332941267057322e-05,0.00021524429030250758,0.1098610907793045,1.0,1.0,"{'r_form': -0.03669019078835845, 'r_form_var': -1.2319835332164075e-05, 'r_height': -8.609771612100303e-05, 'r_smooth': -0.0009666014462709427, 'r_evade': -2.02755423784256, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.23354845046997072, 'collision': -8.0}"
68,1000,-13.744141743114342,0.05299124866724014,0.058102093636989594,1.945927579072304e-05,0.00023217200941871852,0.19029971957206726,0.0,1.0,"{'r_form': -0.03550608018878847, 'r_form_var': -8.172895832103677e-06, 'r_height': -9.286880376748741e-05, 'r_smooth': -0.0009581317752599716, 'r_evade': -1.7862768784165384, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.26166715621948244, 'collision': 0.0}"
69,443,-2.7412610479477335,0.06421621143817902,0.06650448590517044,1.386062376695918e-05,0.00013457536988426,0.10445462912321091,1.0,1.0,"{'r_form': -0.04158697433769703, 'r_form_var': -5.821461982122854e-06, 'r_height': -5.3830147953704e-05, 'r_smooth': -0.0013425114750862121, 'r_evade': -2.0866361126303676, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.21828455924987794, 'collision': -8.0}"
70,1000,-14.278260724314999,0.05083832889795303,0.06323215365409851,0.0001265357423108071,0.00028233526973053813,0.3346415162086487,0.0,1.0,"{'r_form': -0.03825663052732125, 'r_form_var': -5.3145011770538984e-05, 'r_height': -0.00011293410789221526, 'r_smooth': -0.0009744253009557725, 'r_evade': -1.3535434059798719, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.24567451477050783, 'collision': 0.0}"
71,1000,-12.402038097564501,0.053106196224689484,0.06007295474410057,5.132320802658796e-05,0.0003055810811929405,0.4354625642299652,0.0,1.0,"{'r_form': -0.03665602534543723, 'r_form_var': -2.1555747371166944e-05, 'r_height': -0.0001222324324771762, 'r_smooth': -0.0009501698613166809, 'r_evade': -1.0463542357087137, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.22612857818603516, 'collision': 0.0}"
72,607,-5.739814885901995,0.04353174939751625,0.044794995337724686,7.986324135345058e-07,0.000461578369140625,0.10917854309082031,1.0,1.0,"{'r_form': -0.02707579973503016, 'r_form_var': -3.354256136844924e-07, 'r_height': -0.00018463134765625002, 'r_smooth': -0.0012067574262619018, 'r_evade': -2.0724643707275394, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.25334877967834474, 'collision': -8.0}"
73,1000,-13.679198233738159,0.049488626420497894,0.05997452139854431,4.340801024227403e-05,0.0006837129476480186,0.28553274273872375,0.0,1.0,"{'r_form': -0.036202890234999355, 'r_form_var': -1.8231364301755092e-05, 'r_height': -0.00027348517905920747, 'r_smooth': -0.000988592952489853, 'r_evade': -1.5034421101212503, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.23566546440124514, 'collision': 0.0}"
74,1000,-14.175226877930681,0.055615704506635666,0.060926876962184906,1.3712143299926538e-05,0.0005429267766885459,0.3161919116973877,0.0,1.0,"{'r_form': -0.03738121080445126, 'r_form_var': -5.759100185969145e-06, 'r_height': -0.0002171707106754184, 'r_smooth': -0.0010970425605773926, 'r_evade': -1.399633949249983, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.22517685890197756, 'collision': 0.0}"
75,865,-10.710830156904596,0.05011569336056709,0.07278729975223541,0.00013395617133937776,5.148649142938666e-05,0.10747022926807404,1.0,1.0,"{'r_form': -0.04353870369261131, 'r_form_var': -5.6261591962538655e-05, 'r_height': -2.0594596571754666e-05, 'r_smooth': -0.0009439986944198608, 'r_evade': -2.0325220577418808, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.2809194087982178, 'collision': -8.0}"
76,1000,-13.62013098753465,0.05763934925198555,0.06822694092988968,9.582557686371729e-05,5.6862831115722656e-05,0.28723612427711487,0.0,1.0,"{'r_form': -0.041796113748569036, 'r_form_var': -4.024674228276125e-05, 'r_height': -2.2745132446289064e-05, 'r_smooth': -0.0008843568712472915, 'r_evade': -1.494476979225874, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.2868701219558716, 'collision': 0.0}"
77,555,-6.1527316430317445,0.05054565146565437,0.05713571235537529,3.135040606139228e-05,0.00022342204465530813,0.10386545211076736,1.0,1.0,"{'r_form': -0.03471152226207778, 'r_form_var': -1.3167170545784754e-05, 'r_height': -8.936881786212326e-05, 'r_smooth': -0.0016740420460700988, 'r_evade': -2.0884036436676983, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.26886079311370853, 'collision': -8.0}"
78,496,-1.6297242580595355,0.05579591915011406,0.058784183114767075,2.9768223612336442e-05,0.0005628227954730392,0.1093117818236351,1.0,1.0,"{'r_form': -0.03621924359817058, 'r_form_var': -1.2502653917181305e-05, 'r_height': -0.00022512911818921568, 'r_smooth': -0.0014279219508171082, 'r_evade': -2.072064654529095, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.24876167774200442, 'collision': -8.0}"
79,368,-2.9908902405859665,0.0773715078830719,0.07891938090324402,2.729592779360246e-06,0.00014450549497269094,0.10341522097587585,1.0,1.0,"{'r_form': -0.05048338761553168, 'r_form_var': -1.146428967331303e-06, 'r_height': -5.780219798907638e-05, 'r_smooth': -0.0014193980395793915, 'r_evade': -2.089754337072373, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.21733405590057375, 'collision': -8.0}"
80,1000,-14.865521559530807,0.05486966297030449,0.05677488073706627,2.6933953449770343e-06,0.00129863026086241,0.3984096646308899,0.0,1.0,"{'r_form': -0.03495797547744587, 'r_form_var': -1.1312260448903543e-06, 'r_height': -0.0005194521043449641, 'r_smooth': -0.0010588356107473374, 'r_evade': -1.1623332589864732, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.22624194622039795, 'collision': 0.0}"
81,463,-2.8789598944403565,0.05997741222381592,0.06243360415101051,7.965189070091583e-06,0.0005970001220703125,0.11146914958953857,1.0,1.0,"{'r_form': -0.03874833575217053, 'r_form_var': -3.3453794094384644e-06, 'r_height': -0.000238800048828125, 'r_smooth': -0.0015218999981880187, 'r_evade': -2.0655925512313846, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.2224982261657715, 'collision': -8.0}"
82,394,-7.604776597707421,0.07421860843896866,0.07577691227197647,6.10396182310069e-06,0.0004261016729287803,0.10471039265394211,1.0,1.0,"{'r_form': -0.048225301457569, 'r_form_var': -2.5636639657022896e-06, 'r_height': -0.00017044066917151215, 'r_smooth': -0.0013438117504119874, 'r_evade': -2.085868822038174, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.2684638977050781, 'collision': -8.0}"
83,484,-2.1065886747376523,0.0548785924911499,0.06009354069828987,1.934398096636869e-05,0.0005350828287191689,0.10925181955099106,1.0,1.0,"{'r_form': -0.03683493673335761, 'r_form_var': -8.12447200587485e-06, 'r_height': -0.00021403313148766757, 'r_smooth': -0.0018102152645587922, 'r_evade': -2.072244541347027, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.2794511795043945, 'collision': -8.0}"
84,1000,-13.215309199399119,0.04527167230844498,0.051197052001953125,2.808427052514162e-05,0.00038738251896575093,0.17143742740154266,0.0,1.0,"{'r_form': -0.030851838153321296, 'r_form_var': -1.179539362055948e-05, 'r_height': -0.0001549530075863004, 'r_smooth': -0.0010429024696350098, 'r_evade': -1.8383834190666677, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.2388274908065796, 'collision': 0.0}"
85,427,-6.9881291183771195,0.0695832148194313,0.07123183459043503,4.5174083425081335e-06,0.0005217194557189941,0.10344231128692627,1.0,1.0,"{'r_form': -0.04497848539613187, 'r_form_var': -1.897311503853416e-06, 'r_height': -0.00020868778228759767, 'r_smooth': -0.00163186714053154, 'r_evade': -2.0896730661392215, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.21477930545806886, 'collision': -8.0}"
86,1000,-14.329816952288242,0.0599217489361763,0.0692819133400917,7.897832983871922e-05,0.0004751801607199013,0.4333004057407379,0.0,1.0,"{'r_form': -0.0426509451167658, 'r_form_var': -3.3170898532262066e-05, 'r_height': -0.00019007206428796054, 'r_smooth': -0.0009996309131383896, 'r_evade': -1.050512930005789, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.2799191236495972, 'collision': 0.0}"
87,1000,-14.020105578748451,0.0520898811519146,0.055872708559036255,2.906647205236368e-05,0.0006855606916360557,0.46822062134742737,0.0,1.0,"{'r_form': -0.03416826018597931, 'r_form_var': -1.2207918261992743e-05, 'r_height': -0.0002742242766544223, 'r_smooth': -0.0010519956052303314, 'r_evade': -0.9440231971442701, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.2525611400604248, 'collision': 0.0}"
88,621,-5.55427684825938,0.03773260861635208,0.04806981608271599,2.7602678528637625e-05,0.0005631923559121788,0.10967763513326645,1.0,1.0,"{'r_form': -0.028443016881356014, 'r_form_var': -1.15931249820278e-05, 'r_height': -0.00022527694236487152, 'r_smooth': -0.0011149318516254425, 'r_evade': -2.070967094600201, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.21664128303527833, 'collision': -8.0}"
89,601,-5.872300139748946,0.048697441816329956,0.052490197122097015,1.029209033731604e-05,0.0003690957964863628,0.10440867394208908,1.0,1.0,"{'r_form': -0.03189533019904047, 'r_form_var': -4.322677941672736e-06, 'r_height': -0.00014763831859454513, 'r_smooth': -0.001222379207611084, 'r_evade': -2.086773978173733, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.23346395492553712, 'collision': -8.0}"
90,390,-2.9073810722105664,0.07533629238605499,0.07843989133834839,6.737186140526319e-06,0.0007784724002704024,0.10281875729560852,1.0,1.0,"{'r_form': -0.04989274811930955, 'r_form_var': -2.829618179021054e-06, 'r_height': -0.000311388960108161, 'r_smooth': -0.0016811242699623107, 'r_evade': -2.091543728113175, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.2424165964126587, 'collision': -8.0}"
91,360,-2.8343109642018463,0.08105524629354477,0.08165488392114639,3.4974880236404715e-07,0.0003733396588359028,0.10786401480436325,1.0,1.0,"{'r_form': -0.05262555204331875, 'r_form_var': -1.468944969928998e-07, 'r_height': -0.00014933586353436113, 'r_smooth': -0.001391829550266266, 'r_evade': -2.0764079555869106, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.22463760375976563, 'collision': -8.0}"
92,409,-2.8414474696098524,0.07126187533140182,0.07317661494016647,2.631602455949178e-06,0.0006910443189553916,0.10057155042886734,1.0,1.0,"{'r_form': -0.0463138358388096, 'r_form_var': -1.1052730314986546e-06, 'r_height': -0.0002764177275821567, 'r_smooth': -0.001712012141942978, 'r_evade': -2.0982853487133983, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.23087234497070314, 'collision': -8.0}"
93,367,-2.8870790564197937,0.07928844541311264,0.08023148030042648,2.0826560103159864e-06,0.0007173895719461143,0.10161803662776947,1.0,1.0,"{'r_form': -0.05153280532453209, 'r_form_var': -8.747155243327142e-07, 'r_height': -0.00028695582877844575, 'r_smooth': -0.001459035873413086, 'r_evade': -2.095145890116692, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.23555874824523926, 'collision': -8.0}"
94,1000,-11.853865160759437,0.04738973453640938,0.05351806804537773,1.0360598025727086e-05,0.00031616687192581594,0.26463979482650757,0.0,1.0,"{'r_form': -0.032339073047041894, 'r_form_var': -4.351451170805375e-06, 'r_height': -0.0001264667487703264, 'r_smooth': -0.0009644808620214463, 'r_evade': -1.5588764898478986, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.22243492603302004, 'collision': 0.0}"
95,1000,-14.132227670372082,0.05733202025294304,0.07046511769294739,0.0001210248883580789,0.0001478672056691721,0.45466771721839905,0.0,1.0,"{'r_form': -0.04303885086206719, 'r_form_var': -5.083045311039314e-05, 'r_height': -5.914688226766885e-05, 'r_smooth': -0.001012895330786705, 'r_evade': -0.9856293253600599, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.27546441555023193, 'collision': 0.0}"
96,415,-2.9428058549651377,0.07024277746677399,0.07231010496616364,2.849367319868179e-06,0.0002029895840678364,0.10458099097013474,1.0,1.0,"{'r_form': -0.04567740083672106, 'r_form_var': -1.1967342743446352e-06, 'r_height': -8.119583362713456e-05, 'r_smooth': -0.0014690710604190827, 'r_evade': -2.086257027089596, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.22826948165893557, 'collision': -8.0}"
97,627,-6.046931172363345,0.048992305994033813,0.05230370908975601,3.402064976398833e-05,9.028911881614476e-05,0.10669129341840744,1.0,1.0,"{'r_form': -0.031846057402435686, 'r_form_var': -1.4288672900875097e-05, 'r_height': -3.6115647526457904e-05, 'r_smooth': -0.0010403017699718476, 'r_evade': -2.061952715367079, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.26800563335418703, 'collision': -8.0}"
98,1000,-14.8517323712685,0.05292045325040817,0.054843537509441376,1.122266439779196e-06,0.00011947155144298449,0.4131048321723938,0.0,1.0,"{'r_form': -0.03365416236920282, 'r_form_var': -4.7135190470726226e-07, 'r_height': -4.77886205771938e-05, 'r_smooth': -0.0010158876329660416, 'r_evade': -1.115683411806822, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.25348916053771975, 'collision': 0.0}"
99,441,-2.8822700975183735,0.06311462819576263,0.06614717096090317,6.307911917247111e-06,0.0006196260219439864,0.10788773000240326,1.0,1.0,"{'r_form': -0.04123166845180094, 'r_form_var': -2.6493230052437864e-06, 'r_height': -0.0002478504087775946, 'r_smooth': -0.001567482203245163, 'r_evade': -2.0763368099927906, 'r_safe': 0.0, 'workspace_pen': -0.0, 'sep_pen': 0.0, 'static_pen': -0.22113704681396484, 'collision': -8.0}"
