step,reward,mean_form_error_m,mean_z_error_m,min_dyn_distance_m,collision_flag,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,roll_rad,pitch_rad,yaw_rad,wx_rps,wy_rps,wz_rps,x_des_m,y_des_m,z_des_m,roll_cmd_unit,pitch_cmd_unit,yaw_rate_cmd_unit,thrust_cmd_unitless,thrust_actual_N
0,-0.0021570112618482713,0.0004259553679730743,2.872943878173828e-05,inf,0.0,0.0,0.0,0.99997133,0.0,0.0,-6.3122316e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,-0.0,0.0,0.26424580074316334
1,-0.0021596330863428307,0.0008504884317517281,2.872943878173828e-05,inf,0.0,0.0,0.0,0.9999713,0.0,0.0,-6.3579414e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.000375,0.0002,1.0,-0.0004,0.00075,-0.0,0.0,0.26424580074316334
2,-0.0021609796568231115,0.0012752632610499859,2.872943878173828e-05,inf,0.0,0.0,0.0,0.9999713,0.0,0.0,-6.163245e-06,-0.00012803078,0.00023984909,0.0,-0.030714178,0.057589088,0.0,0.00075,0.00039999993,1.0,-0.00079999986,0.0015,-0.0,0.0,0.26424580074316334
3,-0.002162969189247315,0.0017001809319481254,2.8789043426513672e-05,inf,0.0,4.0867207e-08,2.1795843e-08,0.9999713,9.80813e-06,5.2310024e-06,-6.2104664e-06,0.00020241737,2.1457672e-05,0.0,0.07927969,-0.052410748,-1.2316217e-05,0.001125,0.0005999998,1.0,-0.001194725,0.00224011,1.1761120849542168e-06,0.0,0.26424580074316334
4,-0.0021649613630766455,0.0021250355057418346,2.8789043426513672e-05,inf,0.0,8.5400636e-08,9.123328e-09,0.9999712,1.06880225e-05,-3.0414037e-06,-6.198715e-06,7.43866e-05,0.00026154518,1.1920929e-06,-0.03072544,0.05758821,0.00028527447,0.0015,0.00079999946,1.0,-0.001603022,0.002989141,-2.7810887925499436e-05,0.0,0.26424580074316334
5,-0.0021669570407314045,0.0025499770417809486,2.8848648071289062e-05,inf,0.0,1.7446638e-07,-1.6206524e-08,0.9999712,2.1375778e-05,-6.079164e-06,-6.0181737e-06,0.00040459633,4.3153763e-05,-2.4080276e-05,0.07926684,-0.05241106,-0.0060845534,0.001875,0.000999999,1.0,-0.0020061096,0.0037282752,0.0005925295270849625,0.0,0.26424580074316334
6,-0.002168955392195676,0.00297488272190094,2.8848648071289062e-05,inf,0.0,2.7086116e-07,-1.1044216e-07,0.99997115,2.313475e-05,-2.2616552e-05,-6.062433e-06,0.00027656555,0.00028300285,7.224083e-05,-0.030735558,0.05757703,0.023127267,0.00225,0.0011999982,1.0,-0.0024228338,0.0044763237,-0.0022429838752957153,0.0,0.26424580074316334
7,-0.0021709571886352934,0.0033998400904238224,2.8848648071289062e-05,inf,0.0,4.15448e-07,-2.517558e-07,0.99997115,3.470084e-05,-3.3915272e-05,-5.8678943e-06,0.0006067753,6.4611435e-05,4.673004e-05,0.07925311,-0.052409466,-0.0061006187,0.002625,0.0013999972,1.0,-0.0028344132,0.0052144686,0.0005602542152140078,0.0,0.26424580074316334
8,-0.002172962053670017,0.0038248091004788876,2.8908252716064453e-05,inf,0.0,5.7102307e-07,-4.9637885e-07,0.99997115,3.7338017e-05,-5.8709535e-05,-5.917976e-06,0.0004787445,0.00030446053,0.00014328957,-0.030756464,0.057564907,0.023135802,0.003,0.0015999958,1.0,-0.003259694,0.0059615197,-0.002277722012864464,0.0,0.26424580074316334
9,-0.002174969974455235,0.0042498232796788216,2.8908252716064453e-05,inf,0.0,7.7844317e-07,-8.2246106e-07,0.9999711,4.9780818e-05,-7.825973e-05,-5.905186e-06,0.0008087158,8.606911e-05,0.00011777878,0.079239376,-0.052407872,-0.006116672,0.003375,0.0017999939,1.0,-0.0036798925,0.006698663,0.000527863955172451,0.0,0.26424580074316334
10,-0.0021769810436671837,0.004674843978136778,2.8967857360839844e-05,inf,0.0,1.0005042e-06,-1.2862179e-06,0.9999711,5.3294647e-05,-0.00011130165,-5.731166e-06,0.00068068504,0.0003259182,0.00021409988,-0.030777361,0.05755279,0.023144327,0.00375,0.0019999917,1.0,-0.004113857,0.0074447044,-0.002312345646936385,0.0,0.26424580074316334
11,-0.002178995602752184,0.005099917761981487,2.8967857360839844e-05,inf,0.0,1.2780567e-06,-1.865776e-06,0.99997103,6.6612614e-05,-0.00013909393,-5.7701395e-06,0.0010106564,0.00010752678,0.0001885891,0.07922566,-0.052406278,-0.006132712,0.004125,0.0021999888,1.0,-0.004542803,0.008180831,0.0004955861975957386,0.0,0.26424580074316334
12,-0.00218101268350838,0.005525026470422745,2.8967857360839844e-05,inf,0.0,1.5738964e-06,-2.6173343e-06,0.99997103,7.100151e-05,-0.00018037399,-5.5864975e-06,0.00088238716,0.00034737587,0.00028514862,-0.030798247,0.057540674,0.02315284,0.0045,0.0023999857,1.0,-0.0049855798,0.0089258505,-0.0023470817834731505,0.0,0.26424580074316334
13,-0.002183033754385544,0.0059501961804926395,2.9027462005615234e-05,inf,0.0,1.9288675e-06,-3.5189967e-06,0.99997103,8.519308e-05,-0.00021639898,-5.626879e-06,0.0012123585,0.00012874603,0.00025963783,0.07921194,-0.052404687,-0.0061487397,0.004875,0.0025999816,1.0,-0.0054234,0.00966095,0.0004631934918484242,0.0,0.26424580074316334
