step,reward,mean_form_error_m,mean_z_error_m,min_dyn_distance_m,collision_flag,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,roll_rad,pitch_rad,yaw_rad,wx_rps,wy_rps,wz_rps,x_des_m,y_des_m,z_des_m,roll_cmd_unit,pitch_cmd_unit,yaw_rate_cmd_unit,thrust_cmd_unitless,thrust_actual_N
35,-0.0023065170470144966,0.015335112810134888,0.0005367398262023926,inf,0.0,2.3206636e-05,-9.360942e-05,0.9994636,0.00040391728,-0.001747779,-8.0939266e-05,0.0014603138,0.00036120415,0.0010378361,-0.06369569,-0.052499905,-0.0061700367,0.013125,0.0069996426,1.0,-0.015934283,0.02579967,9.36649165055283e-05,0.0,0.253501280299879
36,-0.002307121588033627,0.015761952847242355,0.0005370378494262695,inf,0.0,2.4951043e-05,-0.00010113898,0.99946326,0.0004186576,-0.001807095,-7.997505e-05,0.0016531944,0.0006008148,0.0011341572,0.04620096,0.057571825,0.023113417,0.0135,0.007199611,1.0,-0.016408594,0.026531441,-0.0027486889025419665,0.0,0.253501280299879
37,-0.0023100190179713574,0.016188833862543106,0.0005373954772949219,inf,0.0,2.6797736e-05,-0.00010894842,0.99946296,0.00044320634,-0.0018742655,-7.9114616e-05,0.0013875961,0.0003824234,0.001108408,-0.06369421,-0.05250056,-0.006168649,0.013875,0.007399578,1.0,-0.01689132,0.027253198,5.983680381545343e-05,0.0,0.253501280299879
38,-0.002310629455800524,0.01661578193306923,0.0005376935005187988,inf,0.0,2.870943e-05,-0.00011699248,0.9994626,0.0004588066,-0.0019305741,-7.8375895e-05,0.0015802383,0.0006220341,0.0012047291,0.0461953,0.057581056,0.023104457,0.01425,0.007599543,1.0,-0.017363645,0.027983773,-0.002781528950106015,0.0,0.253501280299879
39,-0.0023135328599979445,0.017042772844433784,0.0005379915237426758,inf,0.0,3.0727e-05,-0.0001253039,0.9994623,0.00048421652,-0.001994737,-7.746216e-05,0.00131464,0.00040364265,0.0011789799,-0.06369272,-0.05250122,-0.0061672567,0.014625,0.0077995057,1.0,-0.017844357,0.028704328,2.6008246451604464e-05,0.0,0.253501280299879
40,-0.0023141487772634782,0.017469817772507668,0.0005383491516113281,inf,0.0,3.2813157e-05,-0.00013383738,0.999462,0.0005006777,-0.0020480389,-7.673656e-05,0.0015075207,0.0006432533,0.001275301,0.046189636,0.057590287,0.023095498,0.015,0.007999467,1.0,-0.018314648,0.029433696,-0.002814368997670063,0.0,0.253501280299879
41,-0.0023170580969861586,0.017896872013807297,0.0005386471748352051,inf,0.0,3.500878e-05,-0.0001426257,0.99946165,0.00052694953,-0.0021091944,-7.6003336e-05,0.001241684,0.0004248619,0.0012493134,-0.063691236,-0.05250188,-0.00616586,0.015375,0.008199425,1.0,-0.018793296,0.030153034,-7.70691909985171e-06,0.0,0.253501280299879
42,-0.0023176800309476814,0.0183239933103323,0.000538945198059082,inf,0.0,3.7276583e-05,-0.00015162356,0.99946135,0.0005442726,-0.0021594903,-7.505199e-05,0.0014345646,0.000664711,0.0013456345,0.046183977,0.05759951,0.023086535,0.01575,0.008399382,1.0,-0.019261502,0.030881174,-0.0028470947640741704,0.0,0.253501280299879
43,-0.0023205941419553885,0.018751125782728195,0.000539243221282959,inf,0.0,3.9657447e-05,-0.00016086372,0.99946105,0.00057140726,-0.002217639,-7.43714e-05,0.0011687279,0.00044631958,0.0013198853,-0.063689746,-0.05250254,-0.0061644586,0.016125,0.008599337,1.0,-0.01973804,0.031599276,-4.153636581124885e-05,0.0,0.253501280299879
44,-0.0023212216718530125,0.019178293645381927,0.0005395412445068359,inf,0.0,4.2114083e-05,-0.00017030093,0.99946076,0.00058959296,-0.0022649288,-7.3592266e-05,0.0013616085,0.00068616867,0.0014162064,0.046178322,0.05760873,0.02307757,0.0165,0.00879929,1.0,-0.02020411,0.032326177,-0.0028799343669644447,0.0,0.253501280299879
45,-0.0023241414806747735,0.019605472683906555,0.0005398392677307129,inf,0.0,4.4687382e-05,-0.0001799679,0.99946046,0.0006175915,-0.0023200714,-7.2870884e-05,0.0010960102,0.00046777725,0.0013902187,-0.06368826,-0.0525032,-0.0061630523,0.016875,0.008999241,1.0,-0.020678489,0.033043038,-7.52524207102532e-05,0.0,0.253501280299879
46,-0.0023247739979910366,0.02003263123333454,0.0005401372909545898,inf,0.0,4.734005e-05,-0.00018981939,0.99946016,0.00063664076,-0.002364356,-7.2101924e-05,0.0012886524,0.0007073879,0.0014865398,0.046172667,0.057617947,0.023068605,0.01725,0.009199189,1.0,-0.021142373,0.03376868,-0.002912660133368552,0.0,0.253501280299879
47,-0.0023276993269072187,0.020459847524762154,0.0005404353141784668,inf,0.0,5.0112983e-05,-0.0001998881,0.99945986,0.00066550396,-0.002416493,-7.1377784e-05,0.0010230541,0.0004889965,0.0014607906,-0.06368679,-0.052503854,-0.006161642,0.017625,0.009399135,1.0,-0.021614539,0.03448427,-0.00010908270118497676,0.0,0.253501280299879
48,-0.0023283371051599435,0.02088702656328678,0.0005407333374023438,inf,0.0,5.296889e-05,-0.00021012883,0.99945956,0.0006854177,-0.0024577726,-7.0610084e-05,0.0012156963,0.0007288456,0.0015568733,0.046167012,0.05762716,0.023059636,0.018,0.009599078,1.0,-0.022076188,0.035208646,-0.0029453854550988852,0.0,0.253501280299879
49,-0.002331268128875029,0.021314257755875587,0.0005410313606262207,inf,0.0,5.5948665e-05,-0.00022057425,0.99945927,0.0007151464,-0.0025069043,-6.9885275e-05,0.0009498596,0.0005104542,0.0015311241,-0.063685305,-0.052504513,-0.006160226,0.018375,0.009799019,1.0,-0.022546092,0.035922956,-0.00014279964543152928,0.0,0.253501280299879
50,-0.0023319113589969805,0.021741408854722977,0.0005413293838500977,inf,0.0,5.9015023e-05,-0.00023117918,0.99945897,0.00073592545,-0.0025451798,-6.911833e-05,0.0011427402,0.00075030327,0.0016272068,0.046161365,0.05763637,0.023050668,0.01875,0.009998959,1.0,-0.023005456,0.03664605,-0.0029781107768292185,0.0,0.253501280299879
51,-0.002334847925568599,0.022168610244989395,0.0005416274070739746,inf,0.0,6.2208856e-05,-0.00024197629,0.9994587,0.0007665206,-0.0025913068,-6.839299e-05,0.00087690353,0.00053215027,0.0016014576,-0.06368383,-0.052505173,-0.0061588064,0.019125,0.010198895,1.0,-0.023473049,0.037359063,-0.00017651697876763415,0.0,0.253501280299879
52,-0.0023354953532690728,0.022595766931772232,0.0005418658256530762,inf,0.0,6.549288e-05,-0.00025292035,0.9994584,0.0007881659,-0.0026265783,-6.762677e-05,0.0010697842,0.00077199936,0.0016975403,0.046155717,0.05764557,0.023041695,0.0195,0.010398828,1.0,-0.023930077,0.03808085,-0.0030108356538857775,0.0,0.253501280299879
53,-0.0023384370479210895,0.023022912442684174,0.0005421638488769531,inf,0.0,6.8908004e-05,-0.00026404412,0.99945813,0.0008196284,-0.0026697011,-6.6900895e-05,0.00080394745,0.00055360794,0.0016717911,-0.06368235,-0.052505832,-0.006157382,0.019875,0.010598759,1.0,-0.024395308,0.038792554,-0.00021023475677751309,0.0,0.253501280299879
54,-0.0023390900566361375,0.023450011387467384,0.0005424022674560547,inf,0.0,7.241692e-05,-0.00027530233,0.99945784,0.0008421407,-0.0027019691,-6.631936e-05,0.0009965897,0.00079345703,0.0017678738,0.04615007,0.05765477,0.023032723,0.02025,0.010798688,1.0,-0.024849951,0.039513025,-0.003043560530942337,0.0,0.253501280299879
55,-0.0023420368131369827,0.02387712337076664,0.0005427002906799316,inf,0.0,7.6060554e-05,-0.00028672768,0.9994576,0.0008744714,-0.0027420882,-6.5549764e-05,0.00073099136,0.0005750656,0.0017418861,-0.06368087,-0.05250649,-0.0061559523,0.020625,0.010998613,1.0,-0.025312768,0.04022341,-0.00024383919855922102,0.0,0.253501280299879
56,-0.002342695005232618,0.02430414780974388,0.0005429983139038086,inf,0.0,7.9801604e-05,-0.000298275,0.9994573,0.00089785166,-0.0027713533,-6.4979096e-05,0.0009236336,0.0008151531,0.0018379688,0.046144426,0.057663966,0.023023747,0.021,0.0111985365,1.0,-0.025764976,0.040942546,-0.003076171349175842,0.0,0.253501280299879
57,-0.002345646466059103,0.024731140583753586,0.0005432367324829102,inf,0.0,8.3680985e-05,-0.00030997695,0.999457,0.00093105144,-0.002808469,-6.4206586e-05,0.0006580353,0.0005967617,0.0018122196,-0.063679405,-0.05250715,-0.0061545186,0.021375,0.011398457,1.0,-0.026225336,0.041651588,-0.00027755786591664817,0.0,0.253501280299879
58,-0.0023463096383149556,0.0251581072807312,0.0005434751510620117,inf,0.0,8.76614e-05,-0.00032178833,0.99945676,0.0009553007,-0.002834732,-6.345324e-05,0.0008506775,0.0008368492,0.0019083023,0.046138782,0.057673156,0.02301477,0.02175,0.011598374,1.0,-0.026675057,0.042369373,-0.003108896003895514,0.0,0.253501280299879
59,-0.002349266189966014,0.025585006922483444,0.0005437731742858887,inf,0.0,9.1783775e-05,-0.00033374186,0.9994565,0.0009893703,-0.0028688447,-6.290722e-05,0.0005848408,0.0006184578,0.0018823147,-0.06367793,-0.05250781,-0.00615308,0.022125,0.011798289,1.0,-0.027132906,0.043077063,-0.00031116319704590427,0.0,0.253501280299879
60,-0.002349934069388114,0.02601187489926815,0.0005440115928649902,inf,0.0,9.6010815e-05,-0.0003457923,0.9994562,0.0010144891,-0.0028921056,-6.228526e-05,0.000777483,0.0008585453,0.0019783974,0.046133142,0.05768234,0.023005793,0.0225,0.0119982,1.0,-0.02758009,0.043793492,-0.0031415065997921323,0.0,0.253501280299879
61,-0.0023528954053131275,0.02643866464495659,0.0005442500114440918,inf,0.0,0.00010038344,-0.00035797237,0.999456,0.0010494296,-0.0029232162,-6.1524064e-05,0.0005118847,0.0006401539,0.0019526482,-0.063676454,-0.052508473,-0.006151637,0.022875,0.012198108,1.0,-0.028035378,0.044499803,-0.00034488275375087955,0.0,0.253501280299879
62,-0.00235379982118712,0.026865381747484207,0.0005444884300231934,inf,0.0,0.00010486435,-0.00037023684,0.99945575,0.0010754191,-0.0029434757,-6.095323e-05,0.0007045269,0.0008802414,0.0020484924,0.046127506,0.057691522,0.022996813,0.02325,0.012398014,1.0,-0.028479978,0.04521485,-0.0031741169733518633,0.0,0.253501280299879
63,-0.0023569979084550217,0.02729201875627041,0.0005447864532470703,inf,0.0,0.00010949448,-0.00038261845,0.9994555,0.0011112313,-0.0029715844,-6.0363636e-05,0.0004386902,0.0007531643,0.0020227432,-0.063719854,-0.030600429,-0.0061347545,0.023625,0.012597917,1.0,-0.028932653,0.04591978,-0.00037996284545190306,0.0,0.253501280299879
64,-0.0023579072138831584,0.02771856263279915,0.0005450248718261719,inf,0.0,0.000114252085,-0.00039507193,0.9994552,0.0011418236,-0.0029888356,-5.975575e-05,0.0006313324,0.0010845661,0.002118826,0.04608001,0.079604395,0.022993205,0.024,0.012797816,1.0,-0.02937461,0.04662967,-0.0032073543369330604,0.0,0.253501280299879
65,-0.002361109569059113,0.028144989162683487,0.0005452632904052734,inf,0.0,0.000119193624,-0.00040762997,0.999455,0.0011859697,-0.0030139275,-5.89953e-05,0.0003657341,0.000957489,0.0020930767,-0.0637227,-0.030611325,-0.006123363,0.024375,0.012997712,1.0,-0.02982461,0.04732564,-0.0004146323920909985,0.0,0.253501280299879
66,-0.0023620235099707683,0.028571289032697678,0.000545501708984375,inf,0.0,0.00012429734,-0.0004202473,0.99945474,0.0012248922,-0.0030281623,-5.8427257e-05,0.0005583763,0.0012888908,0.002188921,0.046075363,0.07960336,0.02297408,0.02475,0.013197605,1.0,-0.030263865,0.04802651,-0.003238995766339051,0.0,0.253501280299879
67,-0.0023652300403764442,0.02899738773703575,0.0005457401275634766,inf,0.0,0.0001296197,-0.0004329566,0.9994545,0.001277366,-0.0030502372,-5.7843612e-05,0.0002925396,0.0011618137,0.0021631718,-0.063725546,-0.030622218,-0.0061119692,0.025125,0.013397493,1.0,-0.030711139,0.048713397,-0.00044918838016503595,0.0,0.253501280299879
68,-0.002366147829617658,0.02942333184182644,0.0005459785461425781,inf,0.0,0.00013513892,-0.00044571268,0.99945426,0.001324613,-0.0030614552,-5.723379e-05,0.0004851818,0.0014929771,0.002259016,0.046070714,0.079602316,0.022954958,0.0255,0.013597379,1.0,-0.031147638,0.04940511,-0.0032706376404188155,0.0,0.253501280299879
69,-0.002369359080344685,0.029849078506231308,0.0005462169647216797,inf,0.0,0.00014091146,-0.00045854814,0.999454,0.001385409,-0.0030805122,-5.6662142e-05,0.0002193451,0.0013659,0.0022332668,-0.063728385,-0.030633105,-0.0061005736,0.025875,0.013797263,1.0,-0.031592134,0.05008277,-0.00048374447940751687,0.0,0.253501280299879
70,-0.002370280442447908,0.03027459979057312,0.0005464553833007812,inf,0.0,0.00014691551,-0.0004714178,0.9994538,0.0014409748,-0.0030887127,-5.6049237e-05,0.00041222572,0.0016973019,0.002329111,0.046066064,0.07960127,0.022935841,0.02625,0.013997142,1.0,-0.032025833,0.05076519,-0.003302280181509241,0.0,0.253501280299879
71,-0.0023734950327404763,0.03069993481040001,0.0005466938018798828,inf,0.0,0.00015320755,-0.00048435424,0.99945354,0.0015100874,-0.0031047512,-5.5480497e-05,0.00014638901,0.0015702248,0.002303362,-0.063731216,-0.030643987,-0.0060891756,0.026625,0.014197018,1.0,-0.032467496,0.051433496,-0.0005183008565711067,0.0,0.253501280299879
72,-0.0023744202218286448,0.03112497366964817,0.000546872615814209,inf,0.0,0.00015976574,-0.0004973123,0.9994533,0.0015739662,-0.0031099338,-5.4866647e-05,0.00033903122,0.0019013882,0.0023992062,0.04606142,0.07960024,0.022916729,0.027,0.01439689,1.0,-0.032898337,0.052106503,-0.0033339229449365535,0.0,0.253501280299879
73,-0.0023776386239838278,0.03154977411031723,0.0005471110343933105,inf,0.0,0.00016664653,-0.0005103246,0.9994531,0.0016513896,-0.0031229535,-5.4300315e-05,7.3194504e-05,0.0017743111,0.0023732185,-0.06373405,-0.030654864,-0.0060777757,0.027375,0.014596758,1.0,-0.03333712,0.052765314,-0.0005527435640011948,0.0,0.253501280299879
74,-0.0023787090903541,0.03197425976395607,0.0005473494529724121,inf,0.0,0.0001738281,-0.00052334595,0.9994529,0.0017235754,-0.0031251174,-5.3869593e-05,0.00026583672,0.0021054745,0.0024690628,0.046056774,0.079599194,0.022897618,0.02775,0.014796623,1.0,-0.033765055,0.05342877,-0.0033654520942145863,0.0,0.253501280299879
75,-0.0023817893093733378,0.032398469746112823,0.0005475282669067383,inf,0.0,0.00018136686,-0.0005364089,0.99945265,0.001809304,-0.0031351172,-5.326245e-05,0.0,0.0019783974,0.0024433136,-0.06373687,-0.030665737,-0.0060663735,0.028125,0.014996485,1.0,-0.034200907,0.05407796,-0.0005873002746701151,0.0,0.253501280299879
76,-0.0023832339710259214,0.03282230719923973,0.0005477666854858398,inf,0.0,0.000189241,-0.0005494683,0.9994525,0.0018897917,-0.0031342618,-5.2657084e-05,0.00019264221,0.0023095608,0.0025389194,0.046052124,0.07959815,0.022878513,0.0285,0.015196342,1.0,-0.034625884,0.054731727,-0.0033969819105032803,0.0,0.253501280299879
