checkpoint,mfe_mean_avg,mdd_min_avg,collisions_any_total
ppo_multi_163840_steps.zip,1.4802935520807903,0.3541274269421895,0
ppo_multi_327680_steps.zip,0.2985362149775028,0.15397486463189125,8
ppo_multi_409600_steps.zip,0.21504853218793868,0.9309511758387089,10
ppo_multi_491520_steps.zip,0.12718548693440176,0.529240371151404,11
ppo_multi_655360_steps.zip,0.14564483861128488,0.5349588046471278,9
ppo_multi_819200_steps.zip,0.12665757862851024,0.4967512692324817,10
best_model.zip,0.23216362959808773,1.1287096672587924,9
