time/fps,custom/min_dyn_distance,custom/collision,time/total_timesteps,time/time_elapsed,time/iterations,custom/mean_z_error,custom/mean_form_error,train/learning_rate,train/loss,train/value_loss,train/policy_gradient_loss,train/explained_variance,train/std,train/n_updates,train/clip_fraction,train/clip_range,train/approx_kl,train/entropy_loss
2229,4.336491197347641,0.0,22528,10,11,0.43130855783238076,9.154879541992461,0.0001,9.418736457824707,46.166261768341066,-0.002663392690010369,0.9906836152076721,4.01757287979126,19640,0.0041015625,0.2,0.0010140132,-55.489484786987305
2184,4.966915726661682,0.0,24576,11,12,0.5779575435444713,16.828729903895372,0.0001,1.6303987503051758,14.57249371856451,-0.013144178787479177,0.9960906505584717,4.0185699462890625,19650,0.05126953125,0.2,0.009008174,-55.49145624637604
2149,2.3135200440883636,0.0,26624,12,13,0.09598563908366486,2.4834579533580885,0.0001,1.628112554550171,32.75764267742634,-0.006341853487538174,0.9924619793891907,4.019407749176025,19660,0.04306640625,0.2,0.01287229,-55.49852614402771
2154,2.1650547683238983,0.0,28672,13,14,0.25561651145108044,4.752662240131405,0.0001,0.2073342204093933,10.127697821706533,-0.014493713024421595,0.996723473072052,4.016086578369141,19670,0.058935546875,0.2,0.009338004,-55.49869344234467
2157,2.551776796579361,0.0,30720,14,15,0.28542825431213714,8.54553123576308,0.0001,-0.07514414191246033,12.233097470924259,-0.025185068111750298,0.9891325831413269,4.022696495056152,19680,0.11240234375,0.2,0.013701597,-55.501434898376466
2159,3.971820831298828,0.0,32768,15,16,0.33319524524267763,15.233469347872738,0.0001,191.6764678955078,1150.3288618445397,-0.006782467738958076,0.9168320894241333,4.023903846740723,19690,0.01220703125,0.2,0.0025141877,-55.518285393714905
2174,1.5077366828918457,0.0,34816,16,17,0.25455507039441727,3.59161546093134,0.0001,3.8210818767547607,109.5417216271162,-0.0024128013057634233,0.9860907793045044,4.024122714996338,19700,0.01376953125,0.2,0.003135051,-55.521095395088196
2149,2.4681023955345154,0.0,36864,17,18,0.33276355639100075,9.558868469854003,0.0001,1.1997008323669434,17.225047754496337,-0.01571415234939195,0.9916843771934509,4.027903079986572,19710,0.059765625,0.2,0.009375869,-55.53017055988312
2156,3.2584425508975983,0.0,38912,18,19,0.28731575308484025,6.7614626144236025,0.0001,1.3282127380371094,19.970910501480102,-0.010594595171278342,0.989047646522522,4.032205104827881,19720,0.05244140625,0.2,0.008195408,-55.54686851501465
2156,1.9774748384952545,0.0,40960,18,20,0.1691828787297709,2.7018815625741506,0.0001,0.9525071382522583,10.147958286851644,-0.009765716307447292,0.9973360300064087,4.035273551940918,19730,0.04619140625,0.2,0.00622439,-55.56393318176269
2172,3.4379288852214813,0.0,43008,19,21,0.18938395674922504,9.097318601757111,0.0001,2.7484333515167236,32.437663263082506,-0.015559544881398324,0.9886037111282349,4.035743236541748,19740,0.0392578125,0.2,0.007360001,-55.57244062423706
2163,3.1629480123519897,0.0,45056,20,22,0.20415669381327461,7.1204886476612534,0.0001,0.713423490524292,11.312258532643318,-0.013594536849996074,0.9949113726615906,4.038092613220215,19750,0.089794921875,0.2,0.012296667,-55.58037433624268
2181,1.7353031635284424,0.0,47104,21,23,0.1916934996843338,5.371229749145531,0.0001,0.254548043012619,12.245960919186473,-0.019699568205396645,0.9945569634437561,4.041987895965576,19760,0.0873046875,0.2,0.012632286,-55.59203290939331
2166,2.1417092978954315,0.0,49152,22,24,0.23853019475063775,2.041908447628419,0.0001,1.1960564851760864,13.512407729774713,-0.012394926948763896,0.9951741695404053,4.043507099151611,19770,0.051025390625,0.2,0.007624667,-55.60629661083222
2180,1.6895333528518677,0.0,51200,23,25,0.37969230412272736,7.570152548397942,0.0001,2.0009403228759766,39.61538531184196,-0.014256671335897409,0.987325131893158,4.048030376434326,19780,0.032861328125,0.2,0.0067861974,-55.61667375564575
2160,5.1628991067409515,0.0,53248,24,26,0.3297708645404782,12.9670720304098,0.0001,5.498835563659668,62.44960934519768,-0.004908950047683902,0.9759109020233154,4.049127578735352,19790,0.016015625,0.2,0.005637291,-55.63442161083221
2172,3.2839935421943665,0.0,55296,25,27,0.16969332395819947,10.353407527373392,0.0001,25.717947006225586,166.15483485460283,-0.0024501365580363197,0.9752702116966248,4.049492835998535,19800,0.009326171875,0.2,0.0019043818,-55.63792037963867
2175,2.016619175672531,0.0,57344,26,28,0.09829356893897057,2.7015601697479372,0.0001,0.8555560111999512,15.783325055986642,-0.012174492864869536,0.993747353553772,4.052550315856934,19810,0.0609375,0.2,0.0073896637,-55.6463446855545
2188,3.8081681728363037,0.0,59392,27,29,0.1898615091922693,10.555494570380525,0.0001,1.7025156021118164,35.96503924429417,-0.014172784259426408,0.9801530838012695,4.056088447570801,19820,0.046435546875,0.2,0.007243702,-55.66412615776062
2179,3.853022664785385,0.0,61440,28,30,0.14255440533452202,13.03283954664542,0.0001,2.5213725566864014,22.256397868692876,-0.010825801259488798,0.9575133919715881,4.057640552520752,19830,0.03740234375,0.2,0.0053941356,-55.67806725502014
2176,3.6180908381938934,0.0,63488,29,31,0.31503719388274476,6.469695285363855,0.0001,3.5554723739624023,21.61300783455372,-0.0038034667370084206,0.9924383759498596,4.057376861572266,19840,0.00908203125,0.2,0.0027903246,-55.679475450515746
2173,1.4351938962936401,0.0,65536,30,32,0.16322675719857216,2.1854786576310214,0.0001,1.8706891536712646,26.854350264370442,-0.01208057475159876,0.9861249923706055,4.057583332061768,19850,0.034765625,0.2,0.0067973332,-55.678366732597354
2182,2.176324412226677,0.0,67584,30,33,0.33123416305170394,10.005834428829068,0.0001,0.6808186173439026,19.018634939193724,-0.012595626528491267,0.9933802485466003,4.060206413269043,19860,0.024072265625,0.2,0.0061759357,-55.68220958709717
2174,2.756356805562973,0.0,69632,32,34,0.3798734754382167,4.125618619636647,0.0001,4.873993396759033,76.04038872122764,-0.004727942304452881,0.9006980061531067,4.060077667236328,19870,0.0216796875,0.2,0.0036477002,-55.68816227912903
2178,3.8037796914577484,0.0,71680,32,35,0.397066586476285,8.772602870462496,0.0001,2.2527995109558105,43.63586253225803,-0.008982100102002732,0.9880887269973755,4.0593390464782715,19880,0.027587890625,0.2,0.005910782,-55.68692991733551
2172,2.039208710193634,0.0,73728,33,36,0.2747768357512541,4.16655068935064,0.0001,7.604966640472412,59.12476585507393,-0.00784364359860774,0.9854359030723572,4.059278964996338,19890,0.0154296875,0.2,0.0036214588,-55.68402845859528
2176,3.1250167191028595,0.0,75776,34,37,0.38098915814771317,8.516359200155716,0.0001,3.4211208820343018,45.4612070530653,-0.008706173769314773,0.9869104623794556,4.063959121704102,19900,0.0318359375,0.2,0.007245208,-55.69340226650238
2156,2.7951452434062958,0.0,77824,36,38,0.04860345277120359,2.803909896526318,0.0001,1.542311191558838,12.539153140038252,-0.015995467372704297,0.9780953526496887,4.067729949951172,19910,0.09716796875,0.2,0.011809758,-55.71770486831665
2164,3.895090252161026,0.0,79872,36,39,0.11573930681333877,5.553200332215935,0.0001,136.8885955810547,623.2558502316475,-0.008720960636856035,0.932094931602478,4.06722354888916,19920,0.031591796875,0.2,0.005092083,-55.730487203598024
2164,3.2804346084594727,0.0,81920,37,40,0.2828919373569079,5.051798949173616,0.0001,1.5128706693649292,25.73393559604883,-0.016276098630623893,0.9383227229118347,4.071061611175537,19930,0.06259765625,0.2,0.010345908,-55.737917351722714
2159,4.612823814153671,0.0,83968,38,41,0.4735073178890161,9.903208290728397,0.0001,1.148572325706482,33.56515831127763,-0.019502949979505503,0.9850480556488037,4.068758964538574,19940,0.063720703125,0.2,0.010794805,-55.74613332748413
2140,1.5342968106269836,0.0,86016,40,42,0.09502722023171373,3.2246883662557693,0.0001,4.9099650382995605,66.12154361605644,-0.007052429713075981,0.9829028248786926,4.069319248199463,19950,0.02490234375,0.2,0.0054185046,-55.738130283355716
2140,2.791941285133362,0.0,88064,41,43,0.270924374461174,9.24530260799487,0.0001,12.971883773803711,73.93335374593735,-0.008718161535216495,0.9780992865562439,4.072145938873291,19960,0.031396484375,0.2,0.007107055,-55.74809427261353
2142,1.7724224925041199,0.0,90112,42,44,0.37978414446115494,5.108749361945897,0.0001,7.2691969871521,42.96120066046715,-0.004933503866777755,0.9522580504417419,4.073133945465088,19970,0.01826171875,0.2,0.0027154146,-55.75966155529022
2135,2.962991237640381,0.0,92160,43,45,0.5683108835946769,20.19359263463519,0.0001,1.9084408283233643,31.376228223741055,-0.015315499690768775,0.986283540725708,4.072113990783691,19980,0.05009765625,0.2,0.009193819,-55.76099722385406
2109,1.409113496541977,0.0,94208,44,46,0.0952159047301393,2.083770498204663,0.0001,7.517041206359863,68.76858837604523,-0.0038777730893343686,0.985461413860321,4.072349548339844,19990,0.013525390625,0.2,0.0017239474,-55.756922888755795
2111,3.196257919073105,0.0,96256,45,47,0.20243145077256486,7.459208186768382,0.0001,24.028940200805664,42.13307254314422,-0.0022898778406670317,0.9916722774505615,4.0728559494018555,20000,0.012939453125,0.2,0.0009773589,-55.759245777130126
2121,3.7672970592975616,0.0,98304,46,48,0.3511122897325549,6.827082731675452,0.0001,0.4606110751628876,15.775085682421922,-0.025418949595768937,0.9838216304779053,4.085683345794678,20010,0.11552734375,0.2,0.016748361,-55.785528564453124
2124,8.407123446464539,0.0,100352,47,49,0.5582835152745247,22.460082769168995,0.0001,1.3035070896148682,19.295243622362612,-0.020252703479491173,0.9940236806869507,4.085748195648193,20020,0.094775390625,0.2,0.012230145,-55.81093883514404
2111,2.677236944437027,0.0,102400,48,50,0.10585467069176957,5.379267767700366,0.0001,1.478485107421875,14.274113902449608,-0.01442763547092909,0.9430299997329712,4.083099365234375,20030,0.102197265625,0.2,0.012275957,-55.805284810066226
2109,3.8462142944335938,0.0,104448,49,51,0.22742288932204247,11.463805893281943,0.0001,3.9986472129821777,30.34181244075298,-0.004918942494259682,0.9837579727172852,4.085366249084473,20040,0.022314453125,0.2,0.006844436,-55.801046991348265
2106,4.443500220775604,0.0,106496,50,52,0.5663442343357019,11.186189857694641,0.0001,4.5014262199401855,58.89872723817825,-0.0034302309883059933,0.9597584009170532,4.086066246032715,20050,0.005517578125,0.2,0.0010214929,-55.81014068126679
2103,4.9039967358112335,0.0,108544,51,53,0.6923232227563858,22.284789973000077,0.0001,17.36090660095215,112.86297768354416,-0.005309320349624613,0.9810538291931152,4.086488246917725,20060,0.00859375,0.2,0.0023599304,-55.8131726026535
2095,3.073042392730713,0.0,110592,52,54,0.20722730754641816,4.294206273186112,0.0001,36.583045959472656,180.6134179711342,-0.0038272356818197296,0.9867444634437561,4.086346626281738,20070,0.01669921875,0.2,0.0027625458,-55.81465060710907
2094,3.803360790014267,0.0,112640,53,55,0.273518345085904,8.52926776573024,0.0001,1.2472726106643677,13.251325404644012,-0.012851691196556204,0.997012734413147,4.087340831756592,20080,0.065380859375,0.2,0.012447055,-55.818138885498044
2093,1.7529985308647156,0.0,114688,54,56,0.2777370512485504,4.442257938786503,0.0001,1.151332974433899,25.53136934041977,-0.02311430150002707,0.9874297976493835,4.088753700256348,20090,0.0904296875,0.2,0.013379922,-55.82721161842346
2092,2.7030175924301147,0.0,116736,55,57,0.40813140719546936,9.621624250440057,0.0001,126.2453842163086,709.425854152441,-0.0068917127588065345,0.923767626285553,4.0868353843688965,20100,0.023974609375,0.2,0.0055047395,-55.828621006011964
2083,2.779780089855194,0.0,118784,57,58,0.23774437009706162,5.469532566520328,0.0001,0.5166743397712708,17.796013849228622,-0.020863436759100296,0.9892955422401428,4.0905256271362305,20110,0.09716796875,0.2,0.012823303,-55.82829439640045
2082,2.014110654592514,0.0,120832,58,59,0.3459955484722741,4.074383827660668,0.0001,0.5425066947937012,7.754561633616686,-0.021029346768045798,0.9976561069488525,4.087922096252441,20120,0.102587890625,0.2,0.013001347,-55.8330501794815
2080,1.3162934184074402,0.0,122880,59,60,0.2835604101419449,5.5698555964279475,0.0001,0.7953589558601379,19.709087184071542,-0.01878952814731747,0.9864224195480347,4.0934648513793945,20130,0.062353515625,0.2,0.008822822,-55.83675508499145
2074,1.696262925863266,0.0,124928,60,61,0.10486823768860631,2.73173859549966,0.0001,2.3459837436676025,29.680302304029464,-0.008930462467833421,0.979805588722229,4.096354007720947,20140,0.02041015625,0.2,0.004817092,-55.86019818782806
2069,1.750151813030243,0.0,126976,61,62,0.24747911989106797,4.059356395036595,0.0001,3.8246750831604004,29.355897855758666,-0.013057348155416548,0.9844583868980408,4.096395492553711,20150,0.059228515625,0.2,0.008753143,-55.86868433952331
2061,3.0247280299663544,0.0,129024,62,63,0.4097927749098744,6.938256116950307,0.0001,0.9805906414985657,25.73904472962022,-0.008733729876985308,0.9875797033309937,4.095267295837402,20160,0.022607421875,0.2,0.0058731437,-55.868601727485654
2058,3.6329023241996765,0.0,131072,63,64,0.153536952304421,6.116701895522405,0.0001,2.517496109008789,74.40179036557674,-0.007969138695625589,0.9871794581413269,4.095077991485596,20170,0.01474609375,0.2,0.004581487,-55.86785190105438
2058,1.3845646381378174,0.0,133120,64,65,0.1894336760042279,2.167282963143296,0.0001,2.1265645027160645,29.48465215265751,-0.011587886681081728,0.9884297847747803,4.0932416915893555,20180,0.0337890625,0.2,0.0057108975,-55.86553530693054
2064,1.7454051971435547,0.0,135168,65,66,0.19442011119099334,6.16572843544974,0.0001,0.8678927421569824,22.977606676518917,-0.01076991320005618,0.9961761236190796,4.094631195068359,20190,0.027978515625,0.2,0.005576879,-55.865798115730286
2065,3.1610400676727295,0.0,137216,66,67,0.18494607508182526,5.781625975451844,0.0001,0.5510953664779663,8.533077202737331,-0.01141110172320623,0.9965804815292358,4.0956878662109375,20200,0.067919921875,0.2,0.010127129,-55.87276840209961
2065,2.6095577776432037,0.0,139264,67,68,0.23906816248199902,12.84477032118967,0.0001,0.6313126087188721,13.936039490252734,-0.017184669882408344,0.9911954402923584,4.103321075439453,20210,0.08408203125,0.2,0.011926783,-55.886764430999754
2060,1.5982875376939774,0.0,141312,68,69,0.06008087022928521,2.2197848941756133,0.0001,2.7595605850219727,17.76176660582423,-0.01058676234970335,0.9943998456001282,4.102699279785156,20220,0.0369140625,0.2,0.00692825,-55.90817754268646
2065,2.5427776873111725,0.0,143360,69,70,0.14319915769738145,3.852419591949959,0.0001,10.161369323730469,1422.4678223371507,-0.0051533160971303,0.9048701524734497,4.102652072906494,20230,0.011474609375,0.2,0.001668371,-55.906020522117615
2071,4.002003073692322,0.0,145408,70,71,0.4592303968966007,8.278950238370928,0.0001,0.14391210675239563,5.882089613378048,-0.021814699529204517,0.9960810542106628,4.110597133636475,20240,0.11279296875,0.2,0.0147052575,-55.920646047592165
2073,4.365428298711777,0.0,147456,71,72,0.5445898532925639,10.058077058247136,0.0001,5.358351707458496,62.14611637592316,-0.0058572099675075154,0.9876437783241272,4.110962867736816,20250,0.01103515625,0.2,0.0026082378,-55.937368750572205
2068,2.0986357033252716,0.0,149504,72,73,0.14597606954703224,5.478572180651711,0.0001,3.3900492191314697,52.1828739374876,-0.003963778758770786,0.9816195368766785,4.111306667327881,20260,0.00703125,0.2,0.002147545,-55.93824350833893
2071,2.150745153427124,0.0,151552,73,74,0.1914834320486989,3.876666153531873,0.0001,5.256977081298828,36.66929339468479,-0.004772652732208371,0.9892092943191528,4.111941814422607,20270,0.015087890625,0.2,0.002801296,-55.94041395187378
2077,3.7837570905685425,0.0,153600,73,75,0.5478672385215759,10.729628164592892,0.0001,0.21164822578430176,8.878826217725873,-0.02247908563585952,0.9850727319717407,4.121068954467773,20280,0.106005859375,0.2,0.012611808,-55.96582205295563
2060,2.5833435654640198,0.0,155648,75,76,0.474482923746109,10.07646465406481,0.0001,1.921563982963562,22.152430229634046,-0.014883916144026444,0.9286494255065918,4.124011993408203,20290,0.052001953125,0.2,0.008504537,-55.99719851016998
2046,1.8434575498104095,0.0,157696,77,77,0.07384856045246124,1.526112211433154,0.0001,3.304746627807617,32.445645403862,-0.01005644523538649,0.9784862995147705,4.126033782958984,20300,0.0408203125,0.2,0.005895982,-56.00919086933136
2052,2.0879757404327393,0.0,159744,77,78,0.14443181452224962,4.517055487044067,0.0001,4.141067028045654,64.83631540536881,-0.005572855463833548,0.9851157069206238,4.126693248748779,20310,0.02216796875,0.2,0.00432012,-56.01545152664185
2051,3.5183316469192505,0.0,161792,78,79,0.3918413117644377,11.27410853463401,0.0001,4.171823978424072,78.9574171602726,-0.00795253086835146,0.97971510887146,4.127227783203125,20320,0.018115234375,0.2,0.002268102,-56.0183629989624
2051,3.3093282282352448,0.0,163840,79,80,0.3713884443277493,9.604512666957252,0.0001,190.43678283691406,1103.1298058986663,-0.0061162958387285474,0.9614934921264648,4.1273908615112305,20330,0.026513671875,0.2,0.004022099,-56.02052319049835
2040,2.9824542105197906,0.0,165888,81,81,0.12313931361131836,3.868628147620235,0.0001,8.528156280517578,62.952377647161484,-0.0038153219240484757,0.9757447242736816,4.128357410430908,20340,0.0130859375,0.2,0.0023181997,-56.02191517353058
2045,2.654663860797882,0.0,167936,82,82,0.2843187749676872,8.693056069889689,0.0001,1.9569530487060547,33.355597698688506,-0.0025457579642534254,0.990717887878418,4.1279449462890625,20350,0.01484375,0.2,0.0041234423,-56.02410373687744
2044,5.044987589120865,0.0,169984,83,83,0.38389672042103484,11.924422256985322,0.0001,4.204825401306152,44.22329860031605,-0.00748716551461257,0.9862078428268433,4.127874851226807,20360,0.021044921875,0.2,0.0051461053,-56.02448365688324
2047,2.1620994806289673,0.0,172032,84,84,0.18938082456588745,4.509516437487791,0.0001,27.83407974243164,308.1335264325142,-0.004851937526836991,0.9859001040458679,4.1290717124938965,20370,0.02392578125,0.2,0.004581605,-56.02811162471771
2042,2.3416724801063538,0.0,174080,85,85,0.18129168896120973,3.2958302904906276,0.0001,5.083715915679932,100.45599858090281,-0.008687670095241629,0.9574385285377502,4.129584789276123,20380,0.02939453125,0.2,0.007366894,-56.032159090042114
2046,2.3122957050800323,0.0,176128,86,86,0.2861180454492569,6.891199762264541,0.0001,427.87762451171875,640.5965277299285,-0.011508659058017656,0.8881486654281616,4.132443904876709,20390,0.04658203125,0.2,0.0081559075,-56.037432837486264
2045,3.5917007327079773,0.0,178176,87,87,0.4117550030350685,10.583796628000425,0.0001,0.2574145793914795,8.535399792343378,-0.018560626814723945,0.9905173778533936,4.132806301116943,20400,0.131005859375,0.2,0.018001297,-56.04082400798798
2047,2.5482780933380127,0.0,180224,88,88,0.42655425070552155,8.748199931568982,0.0001,6.36970853805542,74.35422372817993,-0.006093349168077111,0.9655332565307617,4.133635520935059,20410,0.003271484375,0.2,0.0018955693,-56.03650934696198
2045,2.9201622307300568,0.0,182272,89,89,0.3935465842660051,8.296884788067272,0.0001,13.340559959411621,132.51369966864587,-0.009978506434708833,0.9606232047080994,4.134772300720215,20420,0.04208984375,0.2,0.008740416,-56.04056577682495
2048,3.1504048109054565,0.0,184320,89,90,0.3803146481513977,9.555775748055485,0.0001,11.675395011901855,139.68025462627412,-0.005285728216404095,0.9816357493400574,4.1351704597473145,20430,0.034619140625,0.2,0.004712688,-56.044867157936096
2049,3.7799812853336334,0.0,186368,90,91,0.24096564055071212,11.581978173874113,0.0001,3.2298128604888916,21.993616032600404,-0.0037183935288339852,0.9737650752067566,4.135605812072754,20440,0.0126953125,0.2,0.002435965,-56.046590924263
2051,1.8641766011714935,0.0,188416,91,92,0.25021383014973253,8.762577606631075,0.0001,7.060371398925781,58.19865086078644,-0.004717391265148763,0.9838319420814514,4.135977745056152,20450,0.00703125,0.2,0.0023522892,-56.048610186576845
2050,2.4657672345638275,0.0,190464,92,93,0.2772003382560797,4.704233772096808,0.0001,10.0857572555542,30.196756345033645,-0.009592840960249305,0.9864965677261353,4.138279914855957,20460,0.034716796875,0.2,0.0054636877,-56.05462839603424
2055,3.2467169165611267,0.0,192512,93,94,0.38373564183712006,11.087057389110425,0.0001,13.95003890991211,83.18952857255935,-0.004756064250250347,0.980828046798706,4.138752460479736,20470,0.0134765625,0.2,0.0017899371,-56.063312196731566
2051,5.781475454568863,0.0,194560,94,95,0.5217134892882314,14.809534275505175,0.0001,2.5374462604522705,38.38611410856247,-0.01117191516677849,0.951265275478363,4.140235424041748,20480,0.054345703125,0.2,0.00806526,-56.067832708358765
2056,3.3154056668281555,0.0,196608,95,96,0.2942215442599263,8.707450395253895,0.0001,4.902787208557129,62.016930657625196,-0.0048975493322359395,0.985224723815918,4.140851974487305,20490,0.0228515625,0.2,0.0027597265,-56.076123571395875
2052,1.195522740483284,0.0,198656,96,97,0.048373946541687474,1.8526621531988878,0.0001,1.5160053968429565,17.702826629579068,-0.009514807804953307,0.9891070127487183,4.140805721282959,20500,0.046435546875,0.2,0.006531718,-56.07885818481445
2057,1.3985718190670013,0.0,200704,97,98,0.049210609489819035,3.155011386075699,0.0001,1.402779221534729,151.53430852964522,-0.009842478501377627,0.9368607997894287,4.14248514175415,20510,0.023193359375,0.2,0.004847782,-56.081816339492796
2060,3.080420136451721,0.0,202752,98,99,0.3829704843519721,5.768005266533521,0.0001,1.3225066661834717,12.509538052976131,-0.01341583830799209,0.9488820433616638,4.147615909576416,20520,0.07177734375,0.2,0.009340843,-56.10113203525543
2063,4.136850208044052,0.0,204800,99,100,0.6035282239317894,15.485507721665076,0.0001,2.3579819202423096,48.57995870113373,-0.00887206103943754,0.9862406849861145,4.15072774887085,20530,0.014599609375,0.2,0.0039774864,-56.11598336696625
2057,1.3111640810966492,0.0,206848,100,101,0.14336738287238404,3.2257843637028447,0.0001,14.078248977661133,164.88976513147355,-0.006076460613985546,0.9727138876914978,4.151205539703369,20540,0.019873046875,0.2,0.0044782334,-56.12426791191101
2062,2.4625608325004578,0.0,208896,101,102,0.24377874212223105,10.002241125193471,0.0001,5.2820820808410645,107.24621195793152,-0.0037260547745972873,0.9656710624694824,4.152314186096191,20550,0.006640625,0.2,0.0017092605,-56.127287197113034
2062,2.991507649421692,0.0,210944,102,103,0.27790586053743027,6.284614755781744,0.0001,11.657781600952148,130.6034648835659,-0.00314564330765279,0.9796083569526672,4.15350341796875,20560,0.00439453125,0.2,0.0011187323,-56.133795619010925
2066,4.448710083961487,0.0,212992,103,104,0.5814432501792908,18.44011477510925,0.0001,2.109229564666748,14.8339101459831,-0.02367920405813493,0.9940093159675598,4.155013084411621,20570,0.113134765625,0.2,0.014291745,-56.14160237312317
2062,2.550800144672394,0.0,215040,104,105,0.09505758286104538,5.5705217041278825,0.0001,5.150304317474365,22.409429812431334,-0.015556217564153485,0.9903976917266846,4.156487464904785,20580,0.07255859375,0.2,0.008928813,-56.14553952217102
2064,4.14066755771637,0.0,217088,105,106,0.20905306859640405,12.098795380411662,0.0001,1.7305234670639038,35.83154330998659,-0.005371869255031925,0.9843341112136841,4.156500816345215,20590,0.033935546875,0.2,0.004725808,-56.15287528038025
2066,2.3752381503582,0.0,219136,106,107,0.4125510364829097,7.0819794931044955,0.0001,8.235285758972168,73.43095096945763,-0.0016459957201732322,0.9753665328025818,4.157221794128418,20600,0.013818359375,0.2,0.005209568,-56.15453999042511
2070,4.1346462070941925,0.0,221184,106,108,0.5424858629703522,18.457570629909938,0.0001,0.632720947265625,13.778261148184537,-0.01992726442113053,0.9887357354164124,4.159609794616699,20610,0.09248046875,0.2,0.0114785135,-56.16264381408691
2066,2.94868665933609,0.0,223232,108,109,0.09532093108282425,6.154049535247543,0.0001,3.891631841659546,36.382718744874,-0.006787782447645441,0.9803476333618164,4.161515235900879,20620,0.04599609375,0.2,0.0066664,-56.17707736492157
2067,4.602047473192215,0.0,225280,108,110,0.21065537334652618,10.727664047736223,0.0001,0.4487956464290619,3.095510182529688,-0.014909986761631444,0.9985361099243164,4.171576023101807,20630,0.117822265625,0.2,0.017179402,-56.20831971168518
2071,2.9452418386936188,0.0,227328,109,111,0.42619480640860274,11.7825223257522,0.0001,0.5050792694091797,12.240289522707462,-0.017996916724951007,0.9871900081634521,4.1823530197143555,20640,0.0681640625,0.2,0.01046268,-56.25531542301178
2073,3.7724165618419647,0.0,229376,110,112,0.519637905061245,22.404786847093604,0.0001,0.3654581308364868,9.430955746769905,-0.014342615692294202,0.9929584264755249,4.185122489929199,20650,0.08251953125,0.2,0.012570851,-56.288186001777646
2068,1.405914068222046,0.0,231424,111,113,0.1897399127483368,5.457722393888452,0.0001,2.0045883655548096,24.254931652545928,-0.007584898878121749,0.9827466607093811,4.186800479888916,20660,0.04638671875,0.2,0.004850672,-56.29961993694305
2069,3.3327743113040924,0.0,233472,112,114,0.19571690255543217,10.533221070421742,0.0001,1.0196162462234497,17.763619183003904,-0.010768827464198693,0.9858899116516113,4.189587593078613,20670,0.05693359375,0.2,0.007881775,-56.310254192352296
2073,4.9789606630802155,0.0,235520,113,115,0.3882297709642444,10.728200887213879,0.0001,2.073431968688965,35.62580635696649,-0.005831235293589998,0.9779321551322937,4.190194129943848,20680,0.0431640625,0.2,0.009020704,-56.32178375720978
2074,6.951844215393066,0.0,237568,114,116,0.5751661956310272,18.427734514407753,0.0001,0.5955843329429626,22.016627501696348,-0.012614269930054434,0.986853301525116,4.194302558898926,20690,0.057861328125,0.2,0.008698654,-56.333693051338194
2072,2.205210119485855,0.0,239616,115,117,0.23777142763719894,5.646411668927947,0.0001,5.067120552062988,68.2778007119894,-0.0050060121502610855,0.9819822311401367,4.194990634918213,20700,0.0125,0.2,0.0027355195,-56.34605884552002
